title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Lost in America,1985,91,Comedy,7.0,Albert Brooks,Albert Brooks,Hans Wagner,Albert Brooks,Tom Tarpey,Michael Greene,"David and Linda Howard are typical 1980s yuppies in Los Angeles who are fed up with their lifestyle. He works in an advertising agency and she for a department store. But after he fails to receive a promotion he was counting on and is instead asked to transfer to the firm's New York office, David angrily insults his boss and is fired. He coaxes his wife to quit her job as well and seek a new adventure.","","",""
Death in a French Garden,1985,101,Drama,6.8,Michel Deville,René Belletto,Richard Bohringer,Christophe Malavoy,Franck de la Personne,Michel Piccoli,"David Aurphet, a struggling guitar teacher is invited to give lessons to Viviane Tombsthay the daughter of a well-to-do couple. The wife, Julia, seduces him easily. They seem to be set on a standard affair when David gets a video with footage of their adultery. He confides in a friend Edwige who has a VCR and is a neighbour of the Tombsthays. At the same time, David is attacked but saved by the strange Daniel Forest. He admits to being a killer with Graham Thombsthay as a target. He warns David about Julia, giving him a gun. While her husband is away Julia invites David to their home. David arrives but finds Graham there wanting to kill him. David uses the gun. Julia warns David to hide and he seeks refuge with Edwige. She shows him a video that proves that Julia has killed Graham. David returns to the house where he finds Daniel, with a gun. David kills him, hides the body and leaves to look for Viviane with whom he will escape.",psychedelic,train,wikipedia
Spookies,1986,85,Comedy,4.9,Genie Joseph,Ann Burgund,Dan Scott,A.J. Lowenthal,A.J. Lowenthal,Alec Nemser,"A 13-year-old boy named Billy runs from home as his parents forget his birthday. Making his way through thick woods, he encounters a drifter who is violently slashed to death after Billy leaves. Billy stumbles on an old mansion where a room is decorated for birthday celebrations. Thinking it is a surprise by his parents, he opens a present to discover a severed head. Running away, he is attacked by the drifter's killer, a werecat with a hook on one hand, and subsequently buried alive.","","",""
April Fool's Day,1986,89,Horror,6.1,Fred Walton,Danilo Bach,Griffin O'Neal,Tom Heaton,Tom Heaton,Lloyd Berry,"\"In the cellar of her house, Muffy St. John (Deborah Forman) picks up a jack-in-the-box, and thinks back to her 10th birthday party where she received it as a birthday gift (a tiny alien which jumped out and scared her, making the other party guests laugh).Meanwhile, a group of young college students wait at a dock to be picked up by a ferry and transported to Muffy's island cottage for the weekend. They include Kit (Amy Steel), and her boyfriend Rob (Ken Olandt), Nikki (Deborah Goodrich) and her boyfriend Chaz (Clayton Rohner), and Arch (Thomas F. Wilson) whom are best friends. The rest of the group includes Nan (Leah King Pinsent), Hal (Jay Baker), and Muffy's cousin Skip (Griffin ONeal). On the ferry, Skip and Arch play a game of 'stretch' (throwing a switchblade and both trying to stretch for it), until an irritated Arch throws the blade at Skip and hits him in the stomach. Skip falls off into the water in which the ferry crewman Buck (Mike Nomad) and Rob jump in only to see Skip with a trick knife-belt. Skip and Arch laugh at their April Fool's Day joke which happens to be that very day. Buck stays in the water and tries to hook the ferry as it comes into the dock, and as the group argues, Buck is hit by the ferry. He jumps out of the water with a chopped face. Buck is taken away by the ferryman (Lloyd Berry) in a motorboat screaming \"\"they did it!\"\" A local policeman",Constable Porter (Tom Heaton),is angry at the kids for letting this prank get out of control and tells them to stay put on the island as he accompanies Buck to the local hospital.Muffy takes the group up to her house where she shows them the living and dining room areas and shows them their quarters to spend the night. That evening,the group sits around the dinner table as Skip
Cobra,1986,87,Action,5.8,George P. Cosmatos,Paula Gosling,John Herzfeld,Brian Thompson,Marco Rodríguez,Reni Santoni,"\"\"\"Crime is a disease. Meet the cure.\"\" Lt. Marion Cobretti",nicknamed Cobra,is a sunglass wearing,tooth pick chewing cop who is all about getting the criminal and breaking
Extremities,1986,89,Drama,6.3,Robert M. Young,William Mastrosimone,Michael Hennessy,Tom Everett,James Russo,Eddie Velez,"Marjorie (Fawcett) is a young woman who works in a museum and lives with two female roommates, Pat (Woodard) and Terry (Scarwid) in Los Angeles. One night, while getting into her car, she is attacked at knifepoint by a masked assailant (Russo), who forces her to touch him sexually.","","",""
Final Mission,1984,101,Action,5.1,Cirio H. Santiago,Joe Mari Avellana,John Dresden,Jack S. Daniels,Jason Ross,E. Danny Murphy,"The Enterprise has traveled to the Pentarus system where Captain Picard (Patrick Stewart) must mediate a dispute among some miners on the fifth planet. Wesley Crusher (Wil Wheaton) receives word that he has been accepted to Starfleet Academy and, for his final mission, he will accompany Picard on his shuttle trip to Pentarus V. A distress call comes in from Gamilon V, where an unidentified vessel has entered orbit and is giving off lethal doses of radiation. Picard orders Riker to take the Enterprise to resolve that situation while he and Wesley travel in a shuttle sent by the miners, commanded by Captain Dirgo.","","",""
Killer Workout,1987,85,Horror,4.7,David A. Prior,David A. Prior,David Campbell,Richard Bravo,Ted Prior,Fritz Matthews,"\"Aerobics dance instructor Valerie arrives home and checks her answering machine to learn that she has gotten a modeling job for the cover of a magazine. She head to the Second Sun tanning salon for some tanning, but her tanning bed short circuits and flames burn her.At Rhonda's Work-Out, the owner and manager Rhonda is teaching Jaimy's class. Afterwords, Jimmy asks Rhonda out on a date and she turns him down. Rhonda then angrily tells Jaimy to stop arriving late. In the women's locker room, Rachel stays in the showers after everyone else leaves, and the lights are suddenly turned off. An unseen person wearing all black clothing enters and stabs Rhonda to death with a large safety pin. Jaimy almost walks into the locker room, but decides to go into the men's locker room, where she checks out the jockstraps. Rhonda walks in and laughs at Jaimy. Jaimy then goes into the women's locker room to clean up. After being frightened by an artificial arm falling from one locker, she is startled by Rachel's dead body falling from another.LAPD officers soon arrive and investigate the scene. The detective in charge of the investigation, Lieutenant Morgan, finds a bloody knitting needle inside the locker-coffin. He goes to Rhonda and Jaimy and asks them about Diane Matthews, who's locker was the storage area of the corpse.The next day, a couple of weightlifters are talking about Rachel's murder, but they quickly shut up when Rhonda scolds them. Rhonda next tells Jaimy to teach her class and stop \"\"showing off\"\". Rhonda finds Chuck Dawson in her office","looking through her files. He says that Rhonda's \"\"senior partner\"\"",Mr. Erickson,has hired Chuck.Outside
Crocodile Dundee II,1988,108,Action,5.7,John Cornell,Paul Hogan,Paul Hogan,Steve Rackman,Gus Mercurio,Jim Holt,"A year has passed since the events of Crocodile Dundee, and Mick Dundee and Sue Charlton are living happily together in New York. Although Mick's ignorance of city life is a hazard when he attempts to continue his former lifestyle, like blast fishing in Manhattan's waters, Sue's writing has made him a popular public figure. He later goes to work for Leroy Brown, a mild-mannered stationery salesman trying to live up to his self-perceived 'bad guy in the streets' image.","","",""
Alien Predator,1986,90,Drama,3.8,Deran Sarafian,Deran Sarafian,Pablo García Pérez de Lara,Dennis Christopher,Luis Prendes,Yousaf Bokhari,"\"In 1973, the space satellite Skylab was launched into orbit. Experiments with a lethal alien microbe were performed by being tested on animals. In 1979, Skylab crash landed onto Earth, and a huge chunk of the satellite crashed outside a small village in Spain called Duarte. Now it is 1984. A cow has been exposed to the virus among the wrecked remains of Skylab and dies. Stray dogs are later seen eating the corpse of the cow and one of the dogs is swallowed whole by an organism within the cow's corpse. The virus then starts to spread. At the same time, three American teenagers, Michael, Damon and Samantha on a pre-college vacation are spending the summer in Europe traveling in a rented camper with a dune buggy in tow. Their camper breaks down and they are forced to go into the village and stay for the night at a nearby trailer park. The next morning, NASA scientist Dr. W. Tracer has flown in from the United States to meet with a colleague, Captain J.J. Wells to discuss the virus and the infection of the local lieutenant. Back at the trailer park, Michael, Damon and Samantha step out of their trailer for air and meet an Indian Family, the Bodhis, who happen to be camping right next to them. They talk to the Bodhis who are friendly but act somewhat weird at the same time. The three teenagers then decide to go to a diner for lunch.At the diner, Damon tells Michael and Samantha that he is going to make a quick errand and go to an auto parts shop to pick up parts for the camper. When he returns, Damon says that the store was closed but he noticed that the owner was unresponsive. Samantha tells Damon that he was more than likely asleep. Before leaving the diner, Michael calls for the bill and insists that Damon pay for their meal, much to Damon's chargin after he says that Michael didn't even like his meal. When the waitress brings the bill, her hair is all messed up and her nose is bleeding as well. Meanwhile, Dr. Tracer and Captain Wells are examining the deformed corpse of the local lieutenant at a hotel. The lieutenant became deformed as a result of the alien virus. Blood from the lieutenant's face splatters on the shirt of Captain Wells. Dr. Tracer and Captain Wells then go to a secret NASA laboratory outside the village to work on a cure. Dr. Tracer intends on using Wells as a guinea pig for the cure. When Wells finds out he is infected due to the lieutenant's blood splattering on his shirt, he tells Dr. Tracer that he is unsure whether to kill the doctor or himself. He then tells Dr. Tracer to find another \"\"guinea pig\"\" and commits suicide by shooting himself in the head. Back at the trailer park",Samantha has had enough of being treated unfairly by Michael and Damon and decides to take the dune buggy and look around the village for the rest of the day. Michael and Damon decide to repair the camper. While in the village,Samantha encounters Dr. Tracer,but ignores the doctor's plea to come with him on behalf of the alien virus. While at a local grocery store
StageFright,1987,90,Horror,6.6,Michele Soavi,George Eastman,Clain Parker,Robert Gligorov,Domenico Fiore,Mickey Knox,"Late at night inside a theater, a troupe of actors are rehearsing a musical about a mass murderer known as the Night Owl. When the show's leading lady Alicia sprains her ankle, she and the wardrobe mistress Betty sneaks out of the rehearsal for medical assistance in which the closest medical facility is a mental hospital. When speaking to the psychiatrist, Betty notices a imprisoned patient who is revealed to be Irving Wallace, a former actor who went insane and committed a killing spree. Unbeknownst to any of them, Wallace killed one of the attendants with a syringe and sneaked out of the asylum, hiding in the back of Betty's car. Once they arrive back at the theater, the director Peter fires Betty for leaving during rehearsal. As she packs her things and gets ready to leave, Betty returns to the car only for Wallace to murder her with a pickaxe. Moments later, Alicia then emerges from the theater upon the discovery of her friend's corpse. Later, police officers arrive to remove the scene and stations two officers in the parking lot to keep an eye on the premises.Meanwhile, the director creates an idea by altering the play's script; he renames the show's antagonist to Irving Wallace instead of an ambiguous killer, and insists that everyone stay the night to begin immediate rehearsals with the new material, resulting one of his actresses Corinne hide the theater's key so nobody can leave. With the promise of additional cash, the group reluctantly agrees. Inside the dressing room, Laurel feels someone's inside and locks the door; she then screams when someone tries opening it and calls the group to her assistance. Peter accuses Brett as the culprit, but he refuses to accept.Unbeknownst to the group, Wallace himself has donned the theater's owl costume. While Alicia keeps searching for the key, Wallace arrives (with Peter thinking it's Brett) for the scene and strangles Corrine before stabbing her. Without the key's whereabouts, the group begins to panic and tries to contract the outside policemen. Wallace then disconnects the power source and telephone lines the power source and the telephone lines in addition for no escape. The group finds an escape route, but Ferrari gets separated. On the stage, Wallace sees Ferrari who begs and pleased to give him the money, but Wallace refuses and stabs him, later hanging his body upon the group's discovery. Peter and Danny leave Alicia, Mark, Sybil, and Laurel inside a room and searches for Wallace. Laurel notices Wallace outside opening the door and with the assistance of Mark, Alicia, and Lauel, barricades the door. When Wallace breaks the window and grabs Mark, he kills him with a power drill through the door, gaining the attention of Peter and Danny. They plan that everyone must defend themselves and to stick together. Peter notices someone walking on the attic, causing him to head upstairs where Alice and Laurel follow as well. In the process, Alicia is accidentally knocked unconscious after Laurel pushes her down. Arriving at the attic, Peter arrives with an felling axe and instead accidentally hacks up Brett, tied up with the costume on. Suddenly, a standing Sybil is pulled down by Wallace. Despite the help, she is killed by disembowelment. Danny immediately goes down before getting killed by Wallace with a chainsaw. During the escape, Peter accidentally pushes Laurel into Wallace's chainsaw and wounds her. Wallace severs Peters arm before his chainsaw runs out of fuel. Taking the axe, Wallace then decapitates Peter.Alicia wakes up and finds a wounded Laurel. They both hide in the shower room as Wallace approaches near them, before Laurel is stabbed by Wallace. Finding an exit, she arms herself with a pistol and searches for the key, only to see Wallace sitting with the group's corpses placed around the stage. Underneath the stage, she successfully finds the key (catching Wallace's attention) before getting attacked by Wallace. With the pistol having no ammunition, she stabs a screwdriver into Wallace's eye and runs to the door. Nearly missing his attacks, she heads up the attic catwalks where she reaches a dead end as Wallace corners her. After spraying a fire extinguisher at Wallace, he climbs up a dangling cord where Alicia servers the cord with his axe, causing Wallace to fall. She makes her way to the door, where Wallace attacks her before she dumps a burning bin to him, burning him. She successfully escapes the theater via unlocking upon the police assisting her. While being interviewed, she then sees her deceased friends being delivered outside.The next morning, Alicia returns to the theater and finds her missing watch, which was lost during the fight with Wallace. Finding out that eight bodies instead of nine were recovered, a burnt Wallace appears and attacks her with his axe before getting shot by Willy. As the credits roll, Alicia leaves the theater, unknown to her that Wallace has survived his gunshot and smiles to the camera.","cruelty, murder, cult, horror, violence, romantic, sadist",val,imdb
Grizzly II: Revenge,1983,74,Horror,2.8,André Szöts,Joan McCall,John Rhys-Davies,George Clooney,Charlie Sheen,Dick Anthony Williams,"\"A spacecraft flies near Earth and releases a bright object which enters the atmosphere. In the Val Verde jungle, Major Alan \"\"Dutch\"\" Schaefer and his team — medic Mac Elliot",tracker Billy Sole,gunner Blaine Cooper,"explosives expert Jorge \"\"Poncho\"\" Ramírez"
Near Dark,1987,94,Horror,6.9,Kathryn Bigelow,Eric Red,Bill Paxton,Edward Corbett,Kenny Call,Joshua John Miller,"One night, Caleb Colton (Adrian Pasdar), a young man in a small town, meets an attractive young drifter named Mae (Jenny Wright). Just before sunrise, she bites him on the neck and runs off. The rising sun causes Caleb's flesh to smoke and burn. Mae arrives with a group of roaming vampires in an RV and takes him away. The most psychotic of all the vampires, Severen (Bill Paxton), wants to kill Caleb, but Mae reveals that she has already turned him. Their charismatic leader Jesse Hooker (Lance Henriksen) reluctantly agrees to allow Caleb to remain with them for a week to see if he can learn to hunt and gain the group's trust. Caleb is unwilling to kill to feed, which alienates him from the others. To protect him, Mae kills for him and then has him drink from her wrist.","","",""
Who's That Girl,1987,92,Comedy,4.8,James Foley,Andrew Smith,Robert Swan,John McMartin,Griffin Dunne,John Mills,"Nikki Finn is a carefree young woman, who is always dressed in a leather jacket and skirt, with fire-red lips, platinum bob hair and speaking in a high-pitched voice. One day, her boyfriend Johnny uncovers two men stealing money out of a trust fund and takes pictures of the theft. Johnny puts the pictures in a safety deposit box and gives Nikki the key for safekeeping. The thieves catch Johnny and murder him, then frame Nikki by putting his body into the trunk of her car. Nikki is sentenced to seven years in prison. This is seen during the animated opening credits of the film.","","",""
976-EVIL,1988,92,Comedy,5.1,Robert Englund,Rhet Topham,Gunther Jenson,Patrick O'Bryan,Darren E. Burrows,Jim Metzler,"The movie centers around cousins Spike (Patrick O'Bryan) and Hoax (Stephen Geoffreys), both teenagers who live with Hoax's overtly religious mother Lucy (Sandy Dennis). While Spike is the neighborhood motorcycle bad boy, Hoax is an introverted nerd. Even though Spike genuinely cares for his cousin and protects him from bullies, Hoax is filled with resentment that he cannot stand up for himself or get the girl he wants (both of which Spike does effortlessly).","","",""
Bad Dreams,1988,80,Horror,5.6,Andrew Fleming,Andrew Fleming,Bruce Abbott,Dean Cameron,Louis Giambalvo,Harris Yulin,"In 1975, a cult called Unity Fields commits mass suicide in a horrific manner—by fire—at the behest of its psychopathic leader, Franklin Harris (Richard Lynch). Only one young woman named Cynthia (Jennifer Rubin), a child at the time of the fire, survives, though she lies in a coma for thirteen years.","","",""
The Blob,1988,95,Horror,6.6,Chuck Russell,Theodore Simonson,Jeffrey DeMunn,Joe Seneca,Donovan Leitch Jr.,Kevin Dillon,"During one long night in a small rural Pennsylvania town in July 1957, teenager Steve Andrews (Steve McQueen) and his girlfriend, Jane Martin (Aneta Corsaut), are kissing on a lovers' lane when they see a meteor crash beyond the next hill. Steve decides to look for it. An old man (Olin Howland) living nearby finds it first. When he pokes the meteorite with a stick, it breaks open, and the small jelly-like blob inside attaches itself to his hand. In pain and unable to scrape or shake it loose, the old man runs onto the road, where he is nearly struck by Steve's car. Steve and Jane take him to Doctor Hallen (Stephen Chase).","","",""
A Cry in the Dark,1988,120,Drama,6.9,Fred Schepisi,John Bryson,Sam Neill,David Hoflin,Michael Wetter,Kane Barton,"Seventh-day Adventist Church pastor Michael Chamberlain (Sam Neill), his wife Lindy (Meryl Streep), their two sons, and their nine-week-old daughter Azaria are on a camping holiday trip in the Outback. With the baby sleeping in their tent, the family is enjoying a barbecue with their fellow campers when a cry is heard. Lindy returns to the tent to check on Azaria and is certain she sees a dingo with something in its mouth running off as she approaches. When she discovers the infant is missing, everyone joins forces to search for her, without success. It is assumed what Lindy saw was the animal carrying off the child, and a subsequent inquest rules her account of events is true.","","",""
King Size,1988,105,Comedy,7.3,Juliusz Machulski,Jolanta Hartwig,Leonard Pietraszak,Jan Machulski,Grzegorz Herominski,Witold Pyrkosz,"Olo Jedlina (Olo is informal for Olgierd) was born a little person, and while serving the government of Drawerland he is permitted to visit Kingsajz. However, after getting few drops of a potion that made him human-sized he decides to stay in Kingsajz for good and by drinking a human soda drink called Polo-Cockta regularly he avoids shrinking. He becomes a journalist for a popular magazine and the boyfriend of an attractive model and lives a peaceful life although in Drawerland he is considered traitor and refugee.","","",""
Maniac Cop,1988,85,Action,6.0,William Lustig,Larry Cohen,Robert Z'Dar,Tom Atkins,William Smith,Bruce Campbell,"\"In the opening credits scene reminiscent of 'Maniac', a man is shown putting on a policeman's uniform with a badge, gun belt, and cap. That same night, a young woman, named Cassie Phillips (Jill Gatsby), leaves a local bar at night where she is attacked by two punks on the street who try to rob her. She runs and hides, then calls out to a police officer she sees in a nearby park square and runs up to him. She gasps when she sees his face and as the two punks watch from a distance, the policeman picks her up with his white-gloved hands and kills her by breaking her neck. The next day, the two punks are arrested where they tell the police that a cop was responsible. Detectives Frank McCrae (Tom Atkins) and Lovejoy (Lou Bonacki) see the woman's body at the morgue and Frank believes the punks claim of a murderous policeman.The following night, a man and a woman are driving through Manhattan late when they stop at a red traffic light. A cop approaches the car on foot and taps on the driver's side window with a billy club. The unseen cop takes the man to the front of the car for a sobriety test and the woman watches as the unseen cop takes a large blade out of the billy club and swipes twice and throws the dead man on the windshield of the car, splattering blood all over the windshield. The woman screams, gets in the driver's seat and speeds away, turing on the wiper blades to wash the blood off the windshield.The next morning, Frank goes to see the police Commissioner Pike (Richard Roundtree) at his office and suggests giving policemen mental tests due to this latest killing. Pike refuses and tells Frank to keep quiet about the killings and makes a veiled threat by bringing up that Frank tried to shoot himself in an attempted suicide several years ago after his partner was killed in the line of duty.That same evening, a man walking alone on a street has an encounter with the unseen killer cop who throws him against a car and handcuffs him. The man runs when the unseen cop pulls out his blade from his billy club. The cop catches up and shoves the man forward who trips and falls into the sidewalk pavement that is wet cement. The unseen cop puts his blade away and instead suffocates the man by shoving his face into the cement. The next day, work crews are forced to jackhammer the victim out of the dried cement.After a morning news story of a so-called \"\"maniac cop\"\" responsible for the three recent murders runs",people all over New York are in a panic. In a warehouse section of Queens,a woman has car trouble when a policeman pulls up behind her and gets out. When the policeman knocks on her window,the fearful woman pulls out a gun and shoots and kills the policeman... who is not the maniac cop.Meanwhile
The Presidio,1988,97,Action,5.9,Peter Hyams,Larry Ferguson,Dana Gladstone,Marvin J. McIntyre,Don Calfa,Sean Connery,"At the Presidio Army base in San Francisco, MP Patti Jean Lynch (Jenette Goldstein) is shot dead while investigating a break-in on the base, and two San Francisco Police officers are killed in the getaway. Jay Austin (Mark Harmon), a San Francisco police inspector, is sent to investigate. He clashes with Lieutenant Colonel Alan Caldwell (Sean Connery), the base Provost Marshal.","","",""
Vibes,1988,99,Comedy,5.7,Ken Kwapis,Deborah Blum,Jerry Vichi,Googy Gress,Leo V. Finnie III,Jeff Goldblum,"\"Lauper plays Sylvia Pickel (pronounced with an emphasis on the \"\"kel\"\"",as she points out),a trance-medium who has contact with a wisecracking spirit guide named Louise. She first began communicating with Louise after falling from a ladder at the age of twelve and remaining comatose for two weeks. Subsequently,"Louise taught her astral projection while Sylvia was placed in special homes for being \"\"different.\"\" At a study of physics"
Vice Versa,1988,98,Comedy,5.9,Brian Gilbert,Dick Clement,William Prince,Fred Savage,Harry S. Murphy,Judge Reinhold,"In Thailand, a pair of thieves steal an ancient skull from a Buddhist monastery.","","",""
Warlords,1988,87,Action,4.1,Fred Olen Ray,Scott Andrew Ressler,Ross Hagen,Fox Harris,David Carradine,Robert Quarry,"The film is set in China in the 1860s, during the Taiping Rebellion. It is based on the assassination of Ma Xinyi in 1870. In the beginning, there is a battle between loyalists and rebels, during which all of the loyalists are killed except Qingyun, the general. Qingyun goes to a village nearby where the inhabitants engage in banditry, being led by two men, Erhu and Wuyang. He offers his assistance in executing a raid against a rebel convoy. However, a loyalist army assaults the village shortly afterward and seizes the spoils for themselves. Around this time, Qingyun begins an affair with Erhu's wife.","","",""
All Dogs Go to Heaven,1989,84,Comedy,6.7,Don Bluth,Don Bluth,Dom DeLuise,Daryl Gilley,Rob Fuller,Burt Reynolds,"The film opens with con-dog Charlie B Barker and his pal Itchy, attempting to break out of the local pound.Charlie and Itchy return to the casino that Charlie ran with his old partner, Carface. Unknown to Charlie, Carface was responsible for Charlie going to 'the pound,' with Carface intending to take over the whole gambling operation. Charlie notices that the gambling clientele are not too happy with the way things have been run while he has been away, and Charlie goes to see Carface.Carface then convinces Charlie that they need to split up the business, since he is now a wanted fugitive. A going away party is then held for Charlie later that evening, with Charlie getting drunk, and Carface giving him a pocketwatch. Charlie is mentally unable to comprehend where he is, when Carface's goons blindfold him, and take him down to a dock, where a car is put in motion many yards away. Itchy has heard about the plan, but is too late to stop the car from killing Charlie.Charlie soon finds himself in Heaven, being explained things by a dog named Whippet. She explains that all dogs go to heaven, though is surprised when going over Charlie's record, finding very little regarding kindness and loyalty from him. Charlie is shown that the watch he was given by Carface is connected to his own heart, and because it stopped, Charlie is now dead. When Charlie asks why it can't simply be wound back up to send him back, Whippet explains that this is not allowed. Even so, Charlie manages to get the watch away from her, and returns to life. However, as he rockets towards Earth, Whippet's voice is heard saying that he can never come back now.Charlie soon finds Itchy, who at first thinks Charlie is a ghost, but then grows even more concerned when Charlie wants to get back at Carface for attempting to kill him. Itchy is concerned because he has heard word that Carface has a monster that he has locked away.Charlie and Itchy break into Carface's place, only to find that the monster is actually a little girl named Ann-Marie, who can talk to animals. Carface has been using her to win (and fix) almost all the 'rat races' that the casino he runs has. Charlie soon convinces Ann-Marie that since she's an orphan, he can help her find a family that will adopt her, as well as intending to use the money that she helps win them to be given to the poor. While at the horse track, Charlie swipes the wallet of a young couple, and uses the money to help them win their first race.Charlie uses Ann-Marie's skills to make him enough money to start a new casino. Soon after, Ann-Marie finds the wallet that Charlie stole, and refuses to talk to him again. Later that evening, Charlie has a nightmare in which he ends up in a fiery lake of lava, where demons intend to drag him under. Charlie then wakes to find Ann-Marie gone.He soon finds that she has returned the wallet to the young couple, who seem more than happy to give her a good breakfast. Charlie finds her, and guilts her into coming back with him. However, Carface has found that Charlie is alive, and intends to kill Charlie, before he and Ann-Marie make their escape.They find their way into a sewer system, where a gang of sewer rats intends to sacrifice Charlie to a big-lipped alligator. However, Charlie gives a long-pitched howl, which causes the alligator to spare Charlie's life due to his great singing voice. Unfortunately, Ann-Marie has caught a bad cold from being in the sewer, and Charlie is unsure what to do.When Itchy finds Charlie, he explains that Carface and his goons have torched their casino. Charlie contends that they'll rebuild, and use Ann-Marie to recoup their losses, with plans to give her to an orphanage afterwards. However, Ann-Marie hears Charlie's words and runs off. She is soon recovered shortly by Carface and taken to a derelict ship off the coast of New Orleans.Charlie goes after her, and ends up in a scuffle with Carface. Their fight soon causes some fuel to spill and a fire to erupt on the ship. When Carface bites down on Charlie's tail, Charlie gives a long howl that is heard by the alligator from before. It comes to his rescue and chases off Carface, but ends up dislodging the ship from the shore, sending it adrift.Charlie attempts to save Ann-Marie, but almost loses his watch that keeps him alive. At a moral crossroads, Charlie lets the watch sink into the water, and pushes Ann-Marie out of the boat on a wooden doorframe. Eventually, the water overtakes the watch, and it stops ticking.Some time later, the young couple have taken Ann-Marie in, as she still recovers from her sickness. Charlie's spirit then visits her, under the supervision of an enormous, dark hell-hound. However, a glowing sphere appears, and the hell-hound disintegrates. As the sphere approaches Charlie, Whippet's voice can be heard, and explains that since Charlie gave his life to save Ann-Marie, he can go to Heaven. Ann-Marie then wakes up, and the two say their goodbyes.","good versus evil, revenge, cult, murder",train,imdb
Crimes and Misdemeanors,1989,104,Comedy,7.8,Woody Allen,Woody Allen,Woody Allen,George J. Manos,Gregg Edelman,Martin Landau,"The story follows two main characters: Judah Rosenthal (Martin Landau), a successful ophthalmologist, and Clifford Stern (Woody Allen), a small-time documentary filmmaker.","","",""
