title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Alien,1979,117,Horror,8.5,Ridley Scott,Dan O'Bannon,Yaphet Kotto,Tom Skerritt,Eddie Powell,Bolaji Badejo,"\"Scenes in red appear only in the 2003 Director's Cut. Scenes in blue appear only in the 1979 Theatrical Edition.The opening credits appear in front of a large planet with rings. Cut to the far reaches of deep space: the Nostromo, a commercial towing space vehicle, carrying a refinery with twenty million tons of mineral ore, is en route to Earth with a crew of seven. Inside, the ship appears eerily quiet, but suddenly, the onboard computer is activated. Lights inside the ship are activated, and a room with 7 biobeds is illuminated. The canopies open to wake the crew. Executive Officer Kane (John Hurt) is the first to get out. They congregate in the mess hall, where they cheerfully enjoy a meal. Chief Engineer Parker (Yaphet Kotto) and Engineering Technician Brett (Harry Dean Stanton) take the opportunity to discuss the bonus system, which they find unfair, as they get paid less than the officers. Captain Dallas (Tom Skerritt) is called away by Mother, the ship's computer, before they can have a meaningful conversation. Dallas enters the Mother console room, and tries to assess the situation, as the rest of the crew gets in the cockpit of the ship to determine their location. They quickly deduce that they are not home yet. Navigator Lambert (Veronica Cartwright) finds out that they are at Zeta II Reticuli, and the ship is still quite far from Earth. When Parker and Brett return from their round of the lower deck, complaining about their colleagues' attitude and the bonus system, Dallas briefs the crew: the ship is not even halfway home, and has altered course because it has picked up an unknown signal, which repeats every 12 seconds. The crew has been awoken from cryosleep to investigate. Parker protests, arguing that they're not a rescue team and that they should be compensated for the extra work, but Science Officer Ash (Ian Holm) stipulates that per Company contract, the crew is obliged to investigate every signal from an intelligent source; non-compliance will result in loss of pay, which quickly gets Parker in a cooperative mood.The crew assembles in the cockpit to listen to the signal. It sounds very strange and unearthly, perhaps like a voice. Lambert homes in on it and finds that it comes from a planetoid, 1200 km in diameter, with a 2 hour rotation and some gravity.The Nostromo approaches the planet, which is close to one enormous ringed planet and two smaller ones. The ship separates from the refinery, and sets course to the planet's surface. It descends toward the planet, but the landing is rough, causing damage that will take some time for Parker and Brett to fix (although they allot themselves copious amounts of time). The planet is windy, and visibility is low. As the source of the signal is 2000 meters away and the sun is coming up, Dallas and Kane decide to investigate on foot. A reluctant Lambert is ordered to join. Ash takes place behind an outer window with a communication console, as the team puts on the space suits and leaves the ship to investigate the signal on the planet's windy surface. In the meanwhile, Warrant Officer Ripley (Sigourney Weaver) has gone to the lower deck to inspect the repairs. Parker and Brett ask if there will be a bonus for any discovery which is made on the surface; Ripley assures them that the law guarantees them a share, before returning upstairs, as they keep teasing her. Outside, the team walks between the rocks, through the planetoid's inhabitable atmosphere. Inside the ship, Ash tells Ripley that Mother has not yet deciphered the signal; she volunteers to give it a try. Ripley accesses a console and starts working on the strange signal.Outside, the sun is up and they wind has laid down. The team clears the rock formation, and makes a fascinating discovery. Near the horizon, they see a derelict spacecraft of unknown origin. It is lying against the rocks, vaguely shaped like a horseshoe. Despite Lambert's hesitation, they approach it, losing contact with the Nostromo upon entering the massive ship through an opening at the side. Inside, they find hallways with walls textured like bones. At the end is an elevated platform. It carries the remains of an enormous alien creature in a large chair, now fossilized. Upon initial examination, there is evidence of some unknown trauma to its chest: its ribs are bent outward, as if it exploded from the inside. Lambert wants to leave. Kane then draws the others' attention to a large hole in the floor.Meanwhile, analysis of the unidentified transmission suggests that it is not an SOS, but a warning. Ripley wants to go after the search party, but Ash talks her out of it, reasoning that by the time she gets there, the search team will probably know what the signal means.Kane is lowered into the hole by means of a winch. He finds an enormous tube-like hallway down below, divided into sections and basins. He nears one basin, discovering thousands of leathery objects that resemble large eggs. He also discovers a strange light and mist covering the eggs that reacts when broken. He trips and falls into the pit, but is okay and moves in to investigate further. Kane touches one of the eggs, which seems to give a shriek. He illuminates the egg from behind with a flashlight and discovers movement inside. He grabs a pistol: a strange, spider-like organism is the resident. The egg has flaps on top, which open, revealing its insides. As Kane moves into for a better look, the strange life form inside suddenly leaps out, attaching itself to Kane's helmet.Ash is looking towards the planet's surface, when he sees Dallas and Lambert carrying the unconscious Kane back to the Nostromo. They enter the airlock and ask Ripley to let them in, while Ash waits at the inner airlock door to open it. They inform Ripley that an organism has attached itself to Kane's face. Ripley hesitates, citing quarantine protocol: for the safety of the crew, Kane should first be decontaminated for 24 hours before being brought on board. Dallas fears for Kane's life and orders her to open the door, but she refuses, despite Dallas trying to pull rank. However, Ash disregards Ripley's decision and lets them in.In the infirmary, Dallas and Ash cut Kane's helmet open: they find that a spider-like creature has attached itself to Kane's face, with eight fingers, and a long tail tightly wrapped around his neck. Despite his mouth being blocked, Kane is breathing heavily. Parker, Brett and Lambert observe through a window. Ripley joins them, and is angrily slapped by a furious Lambert for not allowing them to re-enter the ship; the men break the women apart. Dallas berates Ripley for disobeying a direct order, but Ripley furiously replies that she was just following the rules. Ash attempts to remove the creature from Kane's face with a pair of pliers, but it merely tightens its grip, and is holding on so tight that it will tear Kane's skin off with it. Kane is examined with a sophisticated medical scanner, which shows that the creature has inserted a tube into Kane's throat and is feeding him oxygen. Ash deduces that since Kane is comatose and the parasite is feeding him oxygen, removing the creature may kill Kane. However, Dallas is willing to take the risk.Ash tries to cut off one of its legs with a scalpel, but a yellowish fluid pours out of the wound and begins to eat through the floor. Out of concern that the acidic fluid will breach the hull, the crew runs several floors downstairs, and find that the stuff's corrosive effects is neutralized after burning through several decks. Dallas says the substance resembles molecular acid, and Brett comments the creature must be using it for blood. 'Wonderful defense mechanism - you don't dare kill it', growls Parker. Dallas orders everyone back to their posts, as Kane is left in his coma to be tended by Ash.Parker and Brett resume their repairs, commenting that they should never have landed on the planet. As Kane's situation remains unchanged, Ash is collecting data on the creature. He is startled by the sudden presence of Ripley in the infirmary. She wants to know what he has found out yet. Ash can only confirm that the creature's skin is made up of polysaccharides, which it is slowly replacing with silicon to toughen itself up. Ripley then confronts him with his decision to let it aboard, ignoring the quarantine law; Ash defends himself by stating that he did it out of concern for Kane's life, and that he temporarily forgot the fact that Ripley is the officer in charge when Dallas and Kane are away. Ripley replies that by allowing this, he has put all of their lives at risk, which is not appropriate behavior for a science officer. Ash coldly lets her know that he is perfectly capable to make that decision, and she should stick to her own job. Ripley leaves.Dallas is sitting in the Nostromo's escape shuttle, the Narcissus, listening to music, when he is called to the infirmary by Ash, because something has happened to Kane. The creature has detached from Kane's face on its own, and has disappeared. Dallas, Ripley and Ash search the infirmary, and find it when it suddenly drops from an overhead compartment on an unsuspecting Ripley; it appears to be dead, only showing basic reflexes. They take a closer look at it, and confirm it is dead. Ripley wants to get rid of it, fearing that it may become even more harmful when dead; Ash strongly disagrees, given the uniqueness of the specimen. He wants to take it back to Earth for more tests, as it is harmless now. Dallas shares Ripley's sentiment, but leaves the decision to Ash, to Ripley's amazement.Ripley tries to talk some sense into Dallas, who is unwilling to listen to her arguments, replying that he only runs the ship, and the science officer has the final word on all things scientific. Apparently, this is standard procedure nowadays, as per the almighty Company's regulations. Ripley asks if Dallas has ever worked with Ash before. Dallas mentions that he did five tours with the same science officer, but this person was suddenly replaced two days before the Nostromo left Thedus dock. Ripley admits she doesn't trust Ash, but Dallas responds that he doesn't trust anybody. He asks about the status of repairs, which are still underway, but appear completed enough to take the ship off. Even though Ripley does not recommend it, Dallas prefers to leave as soon as possible.After a successful take-off and despite some minor technical errors, the ship docks with the refinery and cargo in orbit. The Nostromo then resumes its course for Earth.The crew is back in the mess hall, bickering again about what to do with Kane. Dallas decides they will all get back into cryosleep. Lambert has calculated that it will take another 10 months to get back to Earth, which spoils their moods even further. Ash suddenly calls Dallas to the infirmary. Kane has awoken, still groggy but seemingly unharmed. He remembers very little of the event, but is starved and wants to eat. The crew decides to have one last meal before they re-enter cryosleep. During the meal, the crew is finally having a good time again, joking and enjoying the food. Kane is eating like he hasn't got food in ages, sharply observed by Ash. Suddenly, Kane begins to choke. After initially thinking he has swallowed something bad, the mood suddenly changes when Kane starts to groan and convulse violently. While he lies writhing and screaming on the table, the crew tries to aid and stabilize him, but his chest suddenly bursts, and a small snake-like alien creature erupts from his insides. It silently observes its surroundings. Parker moves in to kill it with a knife, but he is stopped by Ash. The creature screeches, then scurries away quickly, leaving the crew stunned and horrified.A quick search through the deck yields no results whatsoever. After a short funeral for Kane, where his body is jettisoned into space, the crew members split up into two teams to capture the small creature. Brett assembles a weapon similar to a cattle prod, while Ash rigs together a tracking device. Parker, Brett, and Ripley investigate one of the lower decks, finding that the power has been disrupted despite repairs having been finished. Picking up a signal, they think they have the creature cornered in a cupboard. They prepare to catch it in a net, only to be startled by the discovery that it is the crew's cat, Jones, who had found a quiet place inside the cupboard, and runs away. Realizing they might pick up the cat on the tracker again later, Parker sends Brett off to catch Jones. As Brett is searching for Jones, he finds a mysterious object resembling a shedded snake skin on the floor. He continues on to a hold housing one of the ship's landing struts, eventually catching up with Jones. A strange creature is hanging in the chains above him, seemingly observing him. As Brett tries to coax Jones out, the cat hisses when a huge shape drops down behind him. It is the creature, however now with four limbs, an elongated head, fully grown and towering over Brett. Brett turns around, and is mesmerized while looking at the creature opening its mouth, revealing a second set of teeth which quickly extends from the mouth, biting Brett in the head, and dragging him, bloodied and screaming, above into an air shaft. Ripley and Parker hear him and arrive just in time to catch a glimpse of the monster as Brett disappears and blood drips down.Parker and Ripley can only confirm the creature is big and escaped through the air ducts. Brett is assumed dead. The crew debates their next move. They all agree that the alien is using the air shafts to move around, so if they could drive it from the ducts into an airlock, they might be able to blow it out into space. Ripley asks Ash if he can offer some helpful information as a scientist; Ash suggests the alien may be afraid of fire, as most animals are. Fortunately, there are several flamethrowers on board. Ripley volunteers to enter the air shafts, but Dallas overrules her by volunteering himself.Dallas enters the Mother console once more. He tries to get the Mother computer to evaluate their procedure to get rid of the alien, but Mother simply cannot provide an answer, due to lack of input. He tries to get Mother to offer suggestions, but again, the computer cannot compute, due to lack of available data. Finally, Dallas types \"\" What are my chances?\"\" The computer replies that it cannot compute.The main airlock is prepared by Ripley and Ash for the decompression procedure",while Parker and Lambert position themselves where they can measure movement inside the ducts. The main duct is opened and Dallas enters the network of air shafts with a flamethrower,allowing the crew to remote-close valves behind him as he proceeds. Lambert uses a motion tracker to get his location,when she suddenly catches another signal going towards him. Assuming it is the alien
The North Avenue Irregulars,1979,100,Action,6.7,Bruce Bilson,Don Tait,Edward Herrmann,Douglas Fowley,Michael Constantine,Steve Franken,"Reverend Michael Hill (Edward Herrmann) and his two children arrive in a fictional California town. He is there to serve as the new minister at the North Avenue Presbyterian Church. The secretary/music director for the church, Anne (Susan Clark), is wary of the changes Hill intends to implement. Hill wants to get people involved, and asks Mrs. Rose Rafferty (Patsy Kelly, in her final movie role) to handle the church's sinking fund.","","",""
North Dallas Forty,1979,119,Comedy,6.9,Ted Kotcheff,Peter Gent,Steve Forrest,G.D. Spradlin,Charles Durning,John Matuszak,"Wide receiver Phil Elliott (Nolte) plays for a late 1960s era professional football team based in Dallas, Texas named the North Dallas Bulls, which closely resembles the Dallas Cowboys.","","",""
Rocky II,1979,119,Drama,7.3,Sylvester Stallone,Sylvester Stallone,Leonard Gaines,Burt Young,Frank McRae,Tony Burton,"\"Picking up immediately after the events in the first Rocky movie, Rocky II begins with the events of 14th round of the Bicentennial New Years Day fight from the first movie. The fight lasts the entire 15 rounds with each fighter suffering many devastating injuries. After the fight, Rocky calls out for Adrian, who runs down to the ring. As Creed is announced the winner by split decision, Adrian and Rocky embrace, and Rocky tells her that he loves her.After their championship bout, Rocky (Sylvester Stalone) and Apollo (Carl Weathers) are taken by ambulance to Pennsylvania Hospital in Center City (a WCAU-TV Channel 10 news truck follows behind the ambulance), where they meet once again in the hospital lobby with a mob of reporters. Apollo Creed, who retained the championship on points, is furious at Rocky, the first man to go the distance with him, and starts clamoring for another chance to knock Rocky out. Rocky goes to Apollo's room that night and asks \"\"Did you give me your best?\"\" to which Apollo answers \"\"Yeah.\"\" Rocky declines talk of a rematch and tells Apollo that he is quitting boxing. Rocky's decision to retire is strengthened when doctors tell him he needs surgery for a detached retina.Following his hospital stay",Rocky proposes to Adrian (Talie Shire) in front of the tiger exhibit at the Philadelphia Zoo,and they later get married in a private church ceremony. Rocky begins to enjoy the profits from his fight with Apollo. He buys his first brand new car which is a 1979 Pontiac Trans Am (even though it's still supposedly 1976),goes on a shopping spree (purchasing a black leather jacket with a tiger on the back for himself
Stalker,1979,162,Drama,8.1,Andrei Tarkovsky,Arkadiy Strugatskiy,Sergey Yakovlev,Sergey Yakovlev,Anatoliy Solonitsyn,Raimo Rendi,"\"A \"\"stalker\"\" is a guide who takes people through \"\"The Zone","\"\" a place located outside an unidentified city","the result of an extra-terrestrial incursion. The State has closed it off from the outside world with barbed wire and it is closely guarded by armed police and soldiers. Inside The Zone there is \"\"The Room","\"\" which is said to grant ones deepest wish to anybody who enters it.\"\"Stalker\"\" opens with the credits rolling on the background showing of a shabby bar. An atmosphere of despair is reinforced by a strange electronic music. Soon after"
Battle Beyond the Stars,1980,104,Action,5.5,Jimmy T. Murakami,John Sayles,Robert Vaughn,Richard Thomas,Earl Boen,John Gowans,"\"The farmers of the peaceful planet Akir are threatened by the space tyrant Sador (John Saxon) and his army of mutants, the Malmori. Sador's huge ship carries a weapon called a \"\"Stellar Converter\"\"",which turns planets into small stars. He threatens to use the Converter unless the planet submits to him when he returns in several days. Zed (Jeff Corey),the last Akira warrior,is old and nearly blind. He suggests they hire mercenaries to protect the planet. Lacking valuable resources
The Earthling,1980,97,Drama,6.8,Peter Collinson,Lanny Cotler,Ray Barrett,Ricky Schroder,William Holden,Jack Thompson,"Patrick Foley (Holden) is dying of cancer and decides to return to the outback where he was born. He has stopped taking his medicine and is at peace with his decision to die alone in the woods. On his journey, he notices a family camping. From a neighbouring peak, Foley watches as Shawn (Schroder), a 10-year-old boy, begins collecting firewood. The father attempts to move the camper away from the edge. Unfortunately, the camper rolls off the cliff and crashes to the bottom of the cliff with Shawn's parents inside. Shawn climbs down from the cliff finding the camper crushed upside down and realizes his parents are dead. Foley has an ethical dilemma: take the stranded ten-year-old back to civilization, and lose his own wish to die where he was born, or continue his personal mission and let the boy die alone in the wilderness. He decides to take the boy with him, and teaches him along the way how to survive in the wilderness. A strong bond grows between the two, and when Foley finally dies, Shawn is equipped to travel out of the outback alone.",tragedy,train,wikipedia
Motel Hell,1980,101,Comedy,6.0,Kevin Connor,Robert Jaffe,Paul Linke,Rory Calhoun,Wolfman Jack,Dick Curtis,"\"Farmer Vincent Smith and his younger sister Ida live on a farm with an attached motel, named “Motel Hello” (but the neon ‘O’ flickers). Vincent's renowned smoked meats are actually human flesh--he sets traps on nearby roads to catch victims. He buries the victims up to their necks in his \"\"secret garden\"\"",then cuts their vocal cords to prevent them from screaming. They are kept in the ground and fed until ready for harvest. Ida helps Vincent,as she sees the victims as only animals.,""
Phobia,1980,91,Drama,4.2,John Huston,Lew Lehman,David Eisner,Neil Vipond,Robert O'Ree,Paul Michael Glaser,"Mehak Deo (Radhika Apte) is a highly talented artist. An unfortunate traumatic event - being molested by a taxi driver, causes her to develop extreme agoraphobia, a condition in which the individual is paranoid about being in public places and dislikes socializing with large groups of unknown people. Mehak’s sister Anusha (Nivedita Bhattacharya), initially supportive, becomes exhausted with her eccentric behavior, especially when it starts impacting her own 5 year old son.","","",""
Raging Bull,1980,129,Drama,8.1,Martin Scorsese,Jake LaMotta,Joseph Bono,Nicholas Colasanto,Robert De Niro,Mario Gallo,"In a brief scene in 1964, an aging, overweight Italian American, Jake LaMotta, practices a comedy routine. In 1941, LaMotta is in a major boxing match against Jimmy Reeves, where he received his first loss. Jake's brother Joey LaMotta discusses a potential shot for the middleweight title with one of his Mafia connections, Salvy Batts. Some time thereafter, Jake spots a 15-year-old girl named Vickie at an open-air swimming pool in his Bronx neighborhood. He eventually pursues a relationship with her, even though he is already married. In 1943, Jake defeats Sugar Ray Robinson, and has a rematch three weeks later. Despite the fact that Jake dominates Robinson during the bout, the judges surprisingly rule in favor of Robinson and Joey feels Robinson won only because he was enlisting into the U.S. Army the following week. By 1945, Jake marries Vickie.","","",""
Absence of Malice,1981,116,Drama,6.9,Sydney Pollack,Kurt Luedtke,Don Hood,Luther Adler,Paul Newman,John Harkins,"Miami liquor wholesaler Michael Gallagher (Paul Newman), who is the son of a deceased criminal, awakes one day to find himself a front-page story in the local newspaper, indicating that he is being investigated in the disappearance and presumed murder of a local longshoremen's union official, Joey Diaz.","","",""
The French Lieutenant's Woman,1981,124,Drama,6.9,Karel Reisz,John Fowles,Colin Jeavons,Peter Vaughan,Jeremy Irons,Hilton McRae,"\"Set in the mid-nineteenth century, the narrator identifies the novel's protagonist as Sarah Woodruff, the Woman of the title, also known as \"\"Tragedy\"\" and as \"\"The French Lieutenant's Whore\"\". She lives in the coastal town of Lyme Regis as a disgraced woman",supposedly abandoned by a French ship's officer named Varguennes who had returned to France and married. She spends some of her limited free time on The Cobb,a stone jetty where she stares out the sea.,""
The Funhouse,1981,96,Horror,5.9,Tobe Hooper,Lawrence J. Block,Cooper Huckabee,Shawn Carson,Miles Chapin,Ralph Morino,"\"Against her stern father's orders, teenager Amy Harper visits a sleazy traveling fun fair with her new boyfriend Buzz, her best friend Liz, and Liz's irresponsible boyfriend, Richie. At the carnival, the four teens smoke marijuana, peep into a 21-and-over strip show, heckle fortune teller Madame Zena, visit the freaks-of-nature exhibit, and view a seedy magic show. Amy's 10-year-old brother, Joey, sneaks out of the house to go to the carnival as well.Richie dares the group to spend the night in \"\"The Funhouse\"\" - actually a dark ride. After the park closes",the teenagers sneak back into the fairgrounds settle down inside the ride,at which point they witness the ride assistant (a man in a Frankenstein suit who never speaks) engage Madame Zena as a prostitute. He experiences premature ejaculation,but despite nothing physical having happened
Halloween II,1981,92,Horror,6.5,Rick Rosenthal,John Carpenter,Dick Warlock,Dick Warlock,Lance Guest,Hunter von Leer,"Hannonfield, Illinois, October 31, 1978. The film begins with the last few scenes of the original film, where Laurie (Jamie Lee Curtis) sends the two kids she's babysitting (Brian Andrews, Kyle Richards) to run and get help after the home has been invaded by psychopath Michael Myers (Dick Warlock). After the kids run off screaming, she is attacked by Myers again, and is rescued when Dr. Sam Loomis (Donald Pleasance) arrives and shoot Myers off of the upstairs balcony.From here, the film is entirely new. Loomis rushes out to the lawn and finds that Michael has vanished,","","",""
My Dinner with Andre,1981,110,Comedy,7.7,Louis Malle,Wallace Shawn,Andre Gregory,Roy Butler,Wallace Shawn,Jean Lenauer,"In New York City, an actor/playwright agrees to have dinner with a theatre director who he has not seen, literally, for years. He is afraid of meeting with him because of the stories that he has heard about the director sobbing on a sidewalk and talking with trees. Obviously, something terrible had happened to him.He meets with him at an expensive restaurant (he is given a coat and necktie to wear, since he is not dressed appropriately) and waits at the bar for his old friend to arrive.Once Andre arrives, he hugs Wally, who feels that he is really in the theatre now. The staff at the restaurant know Andre well and seat the two immediately at a table that provides a fair amount of privacy.Wally needs help understanding the menu, and Andre, with a sense of humour, helps him with the French cuisine. They both order quail.Over the next 45 minutes or so, Andre tries to explain what has happened in his life. It seems that he has been on a fantastical journey of enlightenment. Wally mostly listens in disbelief.Andre takes the viewer on adventures to the forests of Poland where he worked with a fellow experimental theatre director; to the Sahara with a Tibetan Buddhist monk; to a lush paradise of plants in an inhospitable region in the north of Scotland; to Montauk, Long Island, where he stayed on Richard Avedon's estate and took part in a rebirth ritual.Andre had been involved in breaking free of the habits of mechanical, automatic living.The dinner conversation ends with Wally challenging some of the methods and purpose of Andre's pursuits. He is confused, angry, and feels Andre has wasted years of his life. Wally is a pragmatic rationalist, to assign a label to him. He feels that Andre's magical thinking is ridiculous and can be harmful to both himself and others.As Wally continues to verbally attack his former colleague, he begins to realise how confused he is about the stories that Andre has told him. In confronting his confusion, Wally begins to understand there may be other ways to view the world. There is no resolution in the conversation.As he rides home in a taxi, an indulgence, he reflects on the evening's conversation as the city passes by the window. He recalls various events from his childhood that had taken place in this part of the City; however, he seems to be viewing everything in a slightly different way.","cult, philosophical",val,imdb
The Prowler,1981,89,Horror,5.9,Joseph Zito,Glenn Leopold,Farley Granger,David Sederholm,Christopher Goutman,Bill Nunnery,"\"It is the end of the second World War and newsreel footage shows us the troops returning from Europe onboard the Queen Mary.In a letter dated March 12, 1945 and sent to her lover abroad, a woman named Rosemary writes that she can no longer wait for him. She tells him that so much has happened and that perhaps they can be friends upon his return.On the evening of June 28, 1945 in the small seaside New Jersey town of Avalon Bay, the townspeople hold it's graduation dance. G.I.s escort their girlfriends to the ball. Inside, the class of '45 are swinging to the orchestra's music.Rosemary (Joy Glaccum) is attending with her new boyfriend Roy (Timothy Wahrer). The two decide to go off by themselves and drive to a lake where they spend some romantic time together in a gazebo. Lights are strung up around the gazebo and along the small nearby walk-bridge. Ominously, someone approaches the couple and cuts the power. The stranger is wearing full combat gear and carrying a pitchfork. As Rosemary and Roy embrace, she looks up and sees the pitchfork over them. Rosemary screams and the stranger plunges it through the both of them...and then leaves a long-stemmed red rose in the dead woman's hand. The revelers are oblivious back at the dance.35 years later. The town prepares for its graduation dance once again. There hasn't been one since that fateful night. Pam MacDonald (Vicky Dawson) stops by to see Sheriff George Fraser (Farley Granger) and they discuss the event. The discussion turns to the invalid Major Chatham (Lawrence Tierney), a fellow World War II veteran, over his refusal to allow the annual celebrations after the murders all those years ago. Sheriff Fraser tells Pam that someone has robbed a store in the nearby town of Columbus and then cut up a kid and took his car.Authorities there are afraid the killer is headed towards Avalon. Despite that possibility, the sheriff is leaving town to go fishing. He puts Mark London (Christopher Goutman), his deputy, in charge. Before Sheriff Fraser takes off, he stops by a convenience store owned by Pat Kingsley (John Seitz). One of the employees is Otto (Bill Hugh Collins), a strange \"\"slow\"\" fellow whom the sheriff seems to mistrust.Pam and Mark have an attraction for each other and go on a lunch date. She shows him an article she wrote about the return of the graduation dance and tells Mark she's concerned about his safety. Pam also tells her roommate Sherry (Lisa Dunsheath) that she's worried about the Columbus killer. Sherry tries to calm her friend's nerves while the other girls in the dormitory are excitedly preparing for the dance. Lisa (Cindy Weintraub) even flashes Major Chatham",who's sitting in his wheelchair in the house across from them.As Pam is putting the finishing touches on her outfit,someone else is getting ready too. But this person is putting on a military combat uniform,complete with a bayonet
Reborn,1981,105,Drama,4.7,Bigas Luna,Bigas Luna,Kit Massengill,Michael Moriarty,Dennis Hopper,Charles Bacarisse,"\"In Reborn! a boy, Tsunayoshi \"\"Tsuna\"\" Sawada",is chosen to become the tenth boss of the Vongola Family,as he is the great-great-great-great grandson of the first Vongola boss—who moved to Japan from Italy. Timoteo,the Vongola IX—the current head of the family—
St. Helens,1981,90,Drama,6.1,Ernest Pintoff,Michael T. Murphy,Art Carney,Bill McKinney,Albert Salmi,Nehemiah Persoff,"The film opens up with an image of Central Oregon's Mount Bachelor and the Central Oregon Cascades, which is the fictional setting for Mount St. Helens itself. On March 20, 1980 an earthquake of 4.1 on the Richter Scale strikes Mount St. Helens, signalling the first signs of volcanic activity in 123 years.","","",""
Deadly Eyes,1982,87,Horror,4.9,Robert Clouse,James Herbert,Scatman Crothers,James B. Douglas,Lee-Max Walton,Sam Groom,"The plot and subplots center on the movie's leading man, Paul Harris (Sam Groom), a divorced high school teacher and basketball coach and his interactions during a killer rat infestation with a health department inspector Kelly (Sara Botsford); a high school cheerleader, Trudy (Lisa Langlois); his students; and his friend, Dr. Spencer (Cec Linder), a college professor and rat expert.","","",""
Deadly Games,1982,95,Horror,4.0,Scott Mansfield,Scott Mansfield,Dick Butkus,Steve Railsback,Sam Groom,Saul Sindell,"The first episode introduces the protagonist, Dr. Gus Lloyd, an Antimatter physicist, engineer and video game designer who has created a live-action game in his spare time to exert his indignant feelings about people in his life who have all made his life hell on Earth (his father, his ex-wife's mother, his ex-wife's divorce lawyer, his ex-girlfriend, his former employer, a high school football-Quarterback bully, his old camp counselor, etc.); the villains of the game are modeled after all these people. The master villain is Jackal, who is a combination of the devil and Gus' father. The Jackal wears a Vanilla white Ice Cream suit and drives a Chrysler convertible to match.","","",""
Night Shift,1982,106,Comedy,6.5,Ron Howard,Lowell Ganz,Michael Keaton,Basil Hoffman,Tim Rossovich,Clint Howard,"\"The movie opens with pimp Franklin (Julius LeFlore) being chased through the New York City night by gangsters Cleon (Badja Djola) and Pig (Richard Belzer). They catch him and punish him for not giving them a cut of his prostitution profits by dropping him out a high-rise window. As the body is transported to the New York City morgue by hearse, the credits roll.The next day one of Frankin's girls, Belinda (Shelley Long) identifies his body as morgue attendant Chuck Lumley (Henry Winkler) looks on. Belinda remarks that the loss of Frankin will be hard on his girls, then notes that Chuck looks familiar. Chuck is embarrassed as he is afraid the detective taking Belinda's statement may think that he is one of her customers.That evening as he is going home Chuck is told by his boss (Floyd Levine) that he is being moved to the night shift to make room for the bosse's nephew. Chuck, being an introverted milk-toast, puts up no protest, though it is clear that he is annoyed. Chuck's neurotic, diet-obsessed, fiancé, Charlotte (Gina Hecht) tells him that he should be more aggressive and speak up for himself.,Chuck starts his first night shift and has to train a new partner: Bill Blazejowski (Michael Keaton). Bill is an irrepressible character who talks constantly and thinks of himself as an idea man. He is continually making notes to himself on his portable tape recorder, though most of his ideas are silly or impractical. He repeatedly tries to comes up with schemes to make money such as chauffeuring college boy Jeffrey (Clint Howard) on a prom date using a hearse as a limo.Chuck invites Charlotte over to spend the evening with him on his one night off, but she is unable to get in the mood for love because of a country-western song being played loudly in the next apartment. Chuck knocks at the door to ask them to turn it down and is confronted by a large, muscular man in a cowboy hat. He is rescued from being beaten up when the owner of the apartment, which turns out to be Belinda, intervenes (Cowboy hat is a client). Chuck realizes that Belinda thought he looked familiar because they had passed each other in the hall. Though all ends peacefully, by the time the incident is over Charlotte decides to head home leaving Chuck frustrated.Chuck comes home one evening to find Belinda injured on the floor of the elevator, struck by a client who did not want to pay. She notes this would not have happened if she had a pimp to watch out for her, but finding a good one is difficult. He helps Belinda back to her apartment, but not before he is mistaken as her attacker by a troop of Bluebirds (girl scouts). Lead by a young girl with a whistle (Shannen Doherty) they surround him and beat him on the head with their boxes of cookies.On the way to work the next day Chuck confides to Bill about Belinda, and her colleagues, continuing need for a pimp. Bill suggests that they should do it (becoming \"\"Love Brokers\"\") and run it out of the morgue. At first Chuck dismisses this",but when he gets back to his apartment that morning,Belinda knocks on his door and suggests they have breakfast together. While Chuck is on the phone with Charlotte,he watches Belinda prepare them eggs in his kitchen. As the kitchen is hot
The Sword and the Sorcerer,1982,99,Action,5.5,Albert Pyun,Tom Karnowski,Anthony De Longis,Simon MacCorkindale,Richard Moll,George Maharis,"The film opens as King Cromwell (Richard Lynch) and his men land ashore of Tomb Island in search of Xusia of Delos (Richard Moll), a long-dead sorcerer who may be the key to overthrowing his rival King Richard, whose land of Ehdan is the richest in the world. Using one of Xusia's worshipers to awaken him, Cromwell convinces Xusia to join his cause. With the sorcerer's black magic at his command, Cromwell easily lays waste to Richard's formidable army.","","",""
Tag: The Assassination Game,1982,90,Action,5.8,Nick Castle,Nick Castle,John Mengatti,Robert Carradine,Xander Berkeley,Frazer Smith,"\"The central and pretty much only plot revolves around students at a college campus who are involved in a role-playing game called TAG which is an acronym for \"\"The Assassination Game\"\". The game is fairly straightforward",each player is assigned another player who they must assassinate by shooting him or her with a spring loaded dart gun. At the outset of the game each player is given a document called a Tag Victim Profile that contains a photo,the name,address
Exposed,1983,100,Drama,5.0,James Toback,James Toback,Rudolf Nureyev,Ron Randell,Harvey Keitel,Pierre Clémenti,"A police detective investigates the circumstances behind his partner's death. The mysterious case leads to an attempted police cover-up and a dangerous secret involving an unlikely young woman. The two parallel story lines initially appear to have little in common, but as events gradually unfold in the two separate urban worlds, the young woman appears to somehow be involved in the detective's demise.","","",""
