title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
The Devil's Wedding Night,1973,83,Horror,5.3,Luigi Batzella,Mark Damon,Carlo Gentili,Stefano Oppedisano,Gengher Gatti,Mark Damon,Karl Schiller [Mark Damon] thinks he may have located Wagner's Ring of Nibelungen,"","",""
The Satanic Rites of Dracula,1973,87,Horror,5.5,Alan Gibson,Don Houghton,Freddie Jones,Christopher Lee,Michael Coles,Richard Mathews,=== Introduction ===,"","",""
Tales That Witness Madness,1973,90,Horror,5.6,Freddie Francis,Jennifer Jayne,Neil Kennedy,Peter McEnery,David Wood,Richard Connaught,"In the Clinic link episodes, Dr. Tremayne (Donald Pleasence), a psychiatrist in a modern mental asylum, reveals to colleague Dr. Nicholas (Jack Hawkins) that he has solved four special cases. Tremayne explains the case histories of patients Paul, Timothy, Brian, and Auriol, presenting each in turn to Nicholas:","","",""
Open Season,1974,104,Action,6.0,Peter Collinson,Liz Charles-Williams,Alberto de Mendoza,John Phillip Law,Peter Fonda,William Holden,"\"In the peaceful town of Timberline, 900-pound (408 kg) grizzly bear Boog enjoys a captive, but pampered existence and spends his day as the star attraction of the town's nature show while at night living in the garage of park ranger Beth, who raised him since he was a cub. One day, the sadistic hunting fanatic Shaw drives into town with the one-antlered deer Elliot strapped to the hood of his truck. Boog frees Elliot, at the last minute, against his better judgment, before Shaw catches him. Boog never expects to see his \"\"buddy\"\" again",but Elliot follows Boog home to find him sleeping in the garage. To wake Boog up,"Elliot throws rabbits at the window. He tells him to be \"\"free\"\" from his garage captivity and introduces Boog to a world of sweet temptations he has never known.",""
Earthquake,1974,122,Action,5.9,Mark Robson,George Fox,Charlton Heston,Lloyd Nolan,Marjoe Gortner,Barry Sullivan,"\"The film opens on Stewart Graff (Charleton Heston) jogging underneath the Hollywood sign. Back home, as he finishes his workout on a resistance machine, his shrewd wife Remy Royce-Graff (Ava Gardner) starts her morning by picking a fight with him. At the peak of their argument, Stewart says to Remy, \"\"You'd hardly call this a marriage wouldn't you?\"\" After he's showered and preparing to leave",Stewart finds Remy unconscious with a bottle of pills nearby. Accustomed to her periodic suicide attempts,Stewart prepares to induce vomiting when a violent tremor shakes the bedroom. Remy bolts out of bed,revealing that she was faking.At the Mulholland Dam
The Phantom of Liberty,1974,104,Comedy,7.8,Luis Buñuel,Luis Buñuel,Michael Lonsdale,Adolfo Celi,Adolfo Celi,Pierre Maguelon,"Toledo, 1808, a Spanish city occupied by French Napoleonic troops. A firing squad executes a small group of Spanish rebels who cry out Down with liberty! or Long live chains! The troops are encamped in a Catholic church which they desecrate by drinking, singing, and eating the communion wafers. The captain caresses a statue of a medieval woman and is knocked unconscious by her husband (a knights funerary statue). In revenge, the captain exhumes the body of the wife to find her face has not decomposed; there is a suggestion of intended necrophilia.Cut to the present day where a nanny is reading the voice-over from a book whilst seated on a park bench. The children in her care are given some pictures by a strange man in the park; there are implications of child abduction or pedophilia. Cut to a close-up of a spider and the interior of a bourgeois apartment where a man is fed up with symmetry as he rearranges his mantelpiece. The children arrive home and show the pictures to their parents who are shocked that the girls have such images. The parents are disgusted and yet erotically stimulated by the images which we assume to be pornographic when we see the images, they are revealed as picture postcards of architecture (there is a satirical nod towards Freudian symbolism in the images of tunnels and columns). The parents then let the children keep the pictures and dismiss the nanny. At bedtime, the husband cant sleep as he is woken in the night by a cockerel, a postman and an emu wandering through his bedroom.In the next scene, the husband visits his doctor, who dismisses these nighttime experiences as apparitions despite the fact that the husband has physical evidence in the form of a letter from the nocturnal postman. The evidence is never considered as the doctors nurse interrupts the conversation to tell her employer that she must visit her sick father. The nurse drives through a rainy night, meeting a military tank on the road that is apparently hunting foxes. The soldiers tell her that the road ahead is blocked; the nurse drives to an isolated hotel.A storm breaks as the nurse checks in at the small rural hotel. Some Carmelite monks are also staying at the hotel. She takes supper in her room while a flamenco dancer and guitarist perform in an adjacent room. The monks interrupt her as she is dressing for bed. They offer to use a holy effigy and prayer to assist her sick father, they begin to pray. Time has passed and the monks are playing a game of poker with the nurse and the hotel manager, gambling with holy relics, smoking and drinking alcohol.That same night, some new guests arrive at the hotel; a young man and his aunt. The young nephew has brought his aunt to the hotel for an incestuous affair yet another sexual taboo is addressed. They retire to their room, the elderly aunt confesses that she is a virgin, when the nephew pulls back the sheets to look at her naked body; she has the body of a young woman. The nephew is refused by his aunt and leaves his room to join another couple (a hatter and his female assistant) for a drink. The nurse and the four monks are also invited into the hatters room. While the guests are socialising, the hatters assistant dons a dominatrix outfit with a whip. The hatter, who is wearing bottomless trousers, proceeds to be masochistically flagellated by his assistant in front of the other guests who are shocked and leave. The nephew returns to his aunt, who is now willing to make love with him.The next morning, the nurse leaves for the town of Argenton, giving a lift to another resident who is breakfasting in the bar. This resident is a professor at the police academy. He is dropped off at work where he gives a lecture to a class of delinquent policemen on the subject of the relativism of laws, customs and taboos. The lecture is constantly interrupted until only two officers are left in the class. The professor continues, using a dinner party at his friends house to illustrate a point he is making. We then cut to the dinner party which is being held in a modern bourgeois apartment.The guests are seated around the table on flushing toilets. They politely discuss various issues around the topic of defecation whilst publicly using the toilets that they are sitting on. When a guest is hungry, he excuses himself and retires to a private cubicle to eat food.We cut back to the police lecture. The two policeman go on duty where they stop a speeding motorist (Mr. Legendre) who is rushing to see his doctor. Mr. Legendre is eventually told by his doctor that he has cancer and offered a cigarette, he slaps his doctor and returns home. Once home, he tells his wife that nothing is wrong with him. They receive a phone call informing them that their daughter has disappeared from school.We now cut to the school where the teachers insist that the little girl has vanished despite the fact that she is physically present. Her disappearance is reported to the police, the girl is present but none of the adults admit to her presence. In this absurdist scene, she is there the adults are able to see and speak to her, yet they act as if she is missing.We follow one of the policemen, who is having his shoes shined. We then follow the man who is sitting next to him to the top of a tower block. This man is a sniper who randomly kills people in the streets below. He is arrested, found guilty and sentenced to death but leaves the courtroom to be treated as a celebrity.Mr. Legendre is called to see the Prefect of Police who returns the missing daughter. The prefect is about to read a letter explaining how the girl was found but is interrupted and leaves to visit a bar. In the bar he meets a woman who looks like his dead sister (we see a flashback in which he remembers his sister playing the piano, naked). He then receives a phone call from his dead sister, asking him to meet her at the mausoleum. When he visits the cemetery at night, he finds a telephone in the crypt by his sisters coffin; her hair is hanging out of the coffin. He is suddenly arrested for desecration by officers who refuse to believe that he is the Prefect of Police.The prefect is taken to his office, where a different man takes his place. The two men treat each other cordially and discuss crowd control as if they are acquainted. We see the animals in the zoo, the two police chiefs arrive and direct police control of an unseen riot. The film ends with a close-up shot of an ostrichs head.","absurd, psychedelic, satire, comedy, murder",test,imdb
Hungry Young Women,1974,90,Comedy,4.5,Torgny Wickman,Torgny Wickman,Jim Steffe,Bert Bellman,Christopher Chittell,Stellan Skarsgård,"20-year-old Rose Halshford (Miranda Cosgrove) moves to Chicago with her father Jerry (Donal Logue) after her schizophrenic mother Sophia has committed suicide some months earlier. Jerry, who is working as an architect, wants to help his daughter cope with their loss. But Rose, who has suspended her studies at Stanford University for one semester, does not feel comfortable in the hundred year old house, and is suspicious almost immediately.","","",""
It's Alive,1974,91,Horror,5.8,Larry Cohen,Larry Cohen,Guy Stockwell,Andrew Duggan,Robert Emhardt,James Dixon,"Lenore Harker leaves college to have a baby with her architect boyfriend, Frank. After discovering the baby has doubled in size in just a month, doctors extract the baby by Caesarian section. After the doctor cuts the umbilical cord, the newborn baby Daniel goes on a rampage and kills the surgical team in the operating room. He afterwards crawls onto his mother's belly and falls asleep. Lenore and Daniel are found on the operating table, the room covered in blood. Lenore has no memory of what happened.","","",""
The Last 4 Days,1974,91,Drama,6.6,Carlo Lizzani,Fabio Pittorru,Francesco Di Federico,Rod Steiger,Lino Capolicchio,Rodolfo Dal Pra,"Grunge rocker Blake escapes rehab and walks home through a long forest, also swimming through a lake then lighting a fire for the night. The next day, he gets home and changes his clothes. He walks around in the house with a shotgun pointing it at his sleeping roommates Scott, Luke, Asia, and Nicole. He is greeted by Yellow Pages representative Thadeus A Thomas who talks to him about placing an ad in the upcoming book. He receives a phone call from his record company telling him that he and his band have to do another tour and that it is important they make the booked dates, but Blake hangs up. He goes upstairs and falls asleep on the floor in one of the rooms. Asia awakes and finds him asleep as two boys arrive at the door. Scott and Luke answer the door and the two boys talk to them about their church down the street. Blake changes into different clothes and leaves the house for the shed outside as the Christian boys leave.","","",""
Willie Dynamite,1974,102,Drama,6.3,Gilbert Moses,Ron Cutler,Albert Hall,George Murdock,Roscoe Orman,Roger Robinson,"We first see Willie Dynamite as the film's opening credits begin, with Martha Reeves singing the movie's title song, 'Willie Dynamite.' Willie is driving his 'pimped-out' purple Cadillac on the streets of midtown Manhattan. The front license plate reading the first part of his nickname - 'Willie,' and the back license plate reading the second part - 'Dynamite.' Willie's destination is a midtown hotel, to collect payment from his women - who work the midtown hotels, attracting the many businessmen, conventioneers, who are looking for sex.","","",""
Breakheart Pass,1975,95,Drama,6.7,Tom Gries,Alistair MacLean,Richard Crenna,Bill McKinney,Charles Durning,Ed Lauter,"In the 1870s, residents of the garrison at the Fort Humboldt Army outpost are reported to be suffering from a diphtheria epidemic. A train is heading towards the fort filled with reinforcements and medical supplies. There are also civilian passengers on the train – Nevada Governor Fairchild (Richard Crenna) and his fiancée Marica (Jill Ireland), the daughter of the fort's commander.","","",""
The Exorcist: Italian Style,1975,99,Comedy,5.7,Ciccio Ingrassia,Ciccio Ingrassia,Luigi Bonos,Ubaldo Lay,Dante Cleri,Romano Sebenello,"Lankester Merrin is a veteran Catholic priest and exorcist who is on an archaeological dig in Iraq. There he finds an amulet that resembles the statue of Pazuzu, a demon whom Merrin had defeated years before. Merrin then realizes the demon has returned to seek revenge.","","",""
Rooster Cogburn,1975,108,Drama,6.8,Stuart Millar,Charles Portis,Jon Lormer,Anthony Zerbe,Jack Colvin,John Wayne,"\"Because of his drunkenness and questionable use of firearms, aging U.S. Marshal Rooster Cogburn (John Wayne) has been stripped of his badge. But he's given a chance to redeem himself after a village in Indian Territory is overrun by a gang of violent, ruthless criminals, who've killed an elderly preacher, Rev. George Goodnight (Jon Lormer). His spinster daughter, Eula Goodnight (Katharine Hepburn), wants to join Cogburn to track the criminals down, becoming his unwilling partner. But Rooster must use care, because the criminals, led by Hawk (Richard Jordan) and Breed (Anthony Zerbe), have stolen a shipment of nitroglycerine. Rooster rides by the following morning, while Eula and Wolf mourn their friend's and family member's deaths. Rooster convinces them to come, but he attempts to drop them off at Bagby's Store, but the trio follow him close behind. Meanwhile, in a scuffle between two bandit men, one of them is wounded by a stab wound. The wagon also hit a rock, but the men manage to fix it. Rooster, Wolf, and Eula stake out at a crossing in the woods, barricading the path with logs. The bandits are stopped and Rooster threatens to blow up the wagon unless the men dismount, which they do. A man attempts to shoot Rooster in the back, but Eula makes the perfect shot and kills him. Another man tries the same, but is killed instantly by a bullet to the chest. Rooster cries out \"\"Posse!\"\" and his two partners fire into the air",causing the men to actually think he has a posse,which they flee. Rooster captures the wagon.,""
Chinese Roulette,1976,86,Drama,7.2,Rainer Werner Fassbinder,Rainer Werner Fassbinder,Alexander Allerson,Roland Henschke,Ulli Lommel,Armin Meier,"Ariane and Gerhard Christ, a wealthy Munich couple, are packing before going off for the weekend, which each intends to spend abroad. While they are away their twelve-year-old daughter Angela, who is disabled and walks with crutches, has to remain home under the care of her governess, Traunitz. Actually, the couple have lied about their travel intentions. Convinced that his wife and daughter will be elsewhere, Gerhard takes his longtime mistress Irene Cartis — a French hairdresser — on a weekend tryst to the family's country house.","","",""
Murder by Death,1976,95,Comedy,7.3,Robert Moore,Neil Simon,James Coco,Truman Capote,Alec Guinness,David Niven,"\"A group of five renowned detectives, each accompanied by a relative or associate, is invited to \"\"dinner and a murder\"\" by the mysterious Lionel Twain. Having lured his guests to his mansion managed by a blind butler named Jamessir Bensonmum",who is later joined by a deaf-mute,illiterate cook named Yetta,Twain joins his guests at dinner. The house is then sealed off. Twain announces that he is the greatest detective in the world. To prove his claim
The Car,1977,96,Action,6.1,Elliot Silverstein,Dennis Shryack,James Brolin,Roy Jenson,John Marley,John Rubinstein,"\"On the outskirts of Santa Ynez, two young people named Jimmy (Joshua Davis) and Suzie (Melody Thomas Scott) are riding bicycles along the highway. A vehicle comes from behind and drives right up on them, trapping them on a bridge. The sinister black sedan toys with them before killing them, crashing Suzie against the concrete barrier and then sending Jimmy plummeting to his death off the bridge. The car gives an otherworldly roar from its engine, and an ominous staccato blaring of its horn.Shortly after, near the entrance to Santa Ynez, a young hitchhiker named John Morris (John Rubinstein) observes a local named Amos Clements (R.G. Armstrong) chasing his wife, Bertha (Doris Dowling), out of their house and striking her. The young man attempts to intervene, but Amos demands he leave. As Amos and his wife go back in the house, the young man spies a black car coming up the road, preceded by a high wind. The driver almost hits the young man, and he screams obscenities after it. Suddenly, the car brakes to a halt, and backs up, running over the young man several times before driving off. Amos sees this from a window in his house, and calls the police.Meanwhile, police officer Wade Parent (James Brolin) is waking up with his girlfriend Lauren (Kathleen Lloyd), a local schoolteacher. Wade is a widowed father of two young girls, Lynn Marie (Kim Richards) and Debbie (Kyle Richards). Lauren wants Wade to socialize her with the girls so they can be up front about their relationship, as she is currently sneaking out of the house after she sleeps there, but the girls are already listening to the entire conversation just outside the bedroom door.After Wade drops the girls off at school on his motorcycle, he is summoned to the Clements house in the aftermath of the hitchhiker's death. Several other officers, including Sheriff Everett (John Marley) are interrogating Amos about the incident. Amos provides scant details about the car, and several of the officers note that Amos' wife seems to be rather quiet. Everett (John Marley) is furious that someone in his town has been murdered, despite the fact that Morris was not a local. At first, their vague description of the car turns up a report that someone spotted it driving out of town into a nearby locality, but when Suzie's body turns up, it's clear that something larger is going on. Police officer Luke (Ronny Cox) is terribly upset about it; Jimmy's body has not yet been discovered, and there is suspicion about his involvement in Suzie's death. Luke and Jimmy are close, and Jimmy has lied to Luke about his whereabouts, apparently in an attempt to conceal his relationship with Suzie. Luke is a recovering alcoholic; his wife Margie (Elizabeth Thompson) tells Wade and Lauren that Luke has been sober for two years.Later on that evening, Amos and his family are taken into the office for questioning after someone reports him abusing his wife again. Everett pleads with Bertha to file an official report about her husband's abuse so Everett can arrest him, but Bertha refuses. Everett and Bertha have history together, and Everett tells Wade that Bertha was his first love when they were both young. He watches sadly as she and her son get into their truck and drive off, while Amos goes across the street to a bar. Everett invites Wade to have a drink with him at the tavern, and Wade tells him he'll be along shortly. But as Everett crosses the street, he sees Amos crossing as well, and suddenly the black car roars to life down the street, heading right for Amos. Amos dives for the curb, and the car instead ends up running over Everett. Wade questions the few citizens who witnessed the incident, including an old Navajo woman who doesn't speak English. Chas (Henry O'Brien) is another Native American officer who translates for her as she describes what happened, but he refuses to translate one thing she says, telling Wade it's \"\"Indian talk...she's a crazy old woman.\"\" But the dispatcher",Donna (Geraldine Keams),is also Navajo,and she later tells Wade what Chas would not: the woman claims there was no driver in the car.Wade assumes the Sheriff's duties
Bye Bye Monkey,1978,113,Comedy,6.4,Marco Ferreri,Marco Ferreri,James Coco,Avon Long,Gérard Depardieu,Marcello Mastroianni,"Dark surreal view of a New York that is mostly empty of humans and populated only by rats and a few eccentrics. Lafayette is a young French electrician living on his own in a basement who works for the odd owner of a waxwork museum and also for a feminist theatre group. When the women decide to improvise a piece about rape, the attractive Angelica volunteers to rape Lafayette. Beside the sea, Lafayette finds an abandoned baby chimpanzee which he adopts. Angelica, who enjoyed the rape, moves into his sordid flat and shares in the care of the infant. However, when Lafayette does not respond to the news that she is pregnant, she moves out. Alone again, he returns one day to find his baby ape eaten by rats. In total despair and needing human contact, he breaks into the waxwork museum but is met with hostility by the owner. The two fight and a fire, presumably caused by faulty wiring, consumes them both. Later, we see Angelica on the shore playing happily with her child.","absurd, psychedelic",train,wikipedia
God Told Me To,1976,91,Horror,6.2,Larry Cohen,Larry Cohen,Tony Lo Bianco,Sam Levene,Robert Drivas,Sammy Williams,"In New York City, a gunman perched atop a water tower opens fire with a high-powered rifle on the crowded streets below, randomly killing fifteen pedestrians. Peter Nicholas (Tony Lo Bianco), a devout Catholic NYPD detective, climbs the tower to talk to the sniper. Before jumping to his death, the gunman tells Nicholas that God told him to commit the murders.","","",""
Rabid,1977,91,Horror,6.3,David Cronenberg,David Cronenberg,Joe Silver,Frank Moore,Roger Periard,Howard Ryshpan,"\"Rose (Marilyn Chambers) and her boyfriend Hart (Frank Moore) are taking a little spin in the Quebec countryside on Hart's motorcycle when they have an accident. A family in a camper van stops in the middle of the road to argue about directions, and Hart must swerve to avoid them, going off the road and crashing. A patient at the nearby Keloid Clinc for Plastic Surgery witnesses the accident and calls for an ambulance. At the clinic, Murray Cypher (Joe Silver) pitches a promising franchising deal to Dr. Dan Keloid (Howard Ryshpan) and his wife Roxanne (Patricia Gage). Keloid is unconvinced, afraid that he'll become the \"\"Colonel Sanders of plastic surgery\"\". Just then",an ambulance containing Hart and Rose arrives. Hart has a broken hand,separated shoulder,and a concussion
Rolling Thunder,1977,95,Drama,6.9,John Flynn,Paul Schrader,James Best,Lawrason Driscoll,Tommy Lee Jones,William Devane,"In 1973, Major Charles Rane (William Devane) returns home to San Antonio with Sergeant Johnny Vohden (Tommy Lee Jones), and two other soldiers, after spending seven years as a POW in Hanoi. He finds a home very different from the one he left when he meets his wife Janet (Lisa Richards), his son Mark (Jordan Gerler), and local policeman Cliff (Lawrason Driscoll), waiting to drive him home. Rane soon realizes that his son doesn't remember him, and that Cliff seems overly familiar with Janet and Mark. Janet admits that she has become engaged to Cliff and has no plans to break it off, despite still having feelings for Rane. Rane stoically accepts this, but privately reacts by self-imposing the same institutionalized daily regime he had in captivity.","","",""
Terror of Frankenstein,1977,92,Horror,5.8,Calvin Floyd,Calvin Floyd,Nicholas Clay,Archie O'Sullivan,Mathias Henrikson,Per Oscarsson,"\"In London, ambitious medical student Victor Frankenstein (James McAvoy) attends a circus performance, where he helps save an injured aerialist, Lorelei (Jessica Brown Findlay), by aid of a nameless hunchback (Daniel Radcliffe) enslaved by the circus' ringleader, and who harbors feelings for the girl. Impressed by the hunchback's vast knowledge of human anatomy, acquired from stolen books, Victor rescues him, drains the cyst on his back that causes his physical abnormality and develops a harness to improve his posture, and then names him \"\"Igor Straussman\"\" after a recently deceased roommate. The two then become partners in Victor's ongoing experiments to create life through artificial means",incurring the wrath of religious police inspector Roderick Turpin (Andrew Scott),who views their experiments as sinful.,""
Tobi,1978,90,Comedy,5.7,Antonio Mercero,Horacio Valcárcel,Walter Vidarte,Andrés Mejuto,José Lifante,Francisco Vidal,"Tobi and his parents, Jacinto and María López, are at a picnic. Back home, Tobi begins feeling strange itches on his back and is brought to the hospital for an evaluation. The next day, Tobi's parents learn that a pair of wings have grown from the itchy spots on his back. The hospital separates Tobi and his parents, but they can watch him through a one-way window. The doctors cannot explain why Tobi grew the wings and Jacinto, concerned about his son’s future, asks the doctors to remove them surgically. María is upset, and says that she wants Tobi back with or without his wings.","","",""
And Justice for All,1979,119,Drama,7.4,Norman Jewison,Valerie Curtin,Al Pacino,Sam Levene,Larry Bryggman,Jeffrey Tambor,"Arthur Kirkland (Al Pacino), a defense attorney in Baltimore, is in jail on a contempt of court charge after punching Judge Henry T. Fleming (John Forsythe) while arguing the case of Jeff McCullaugh (Thomas G. Waites). McCullagh was stopped for a minor traffic offence, but then mistaken for a killer of the same name and has already spent a year and a half in jail; Fleming has repeatedly stymied Kirkland's efforts to have the case reviewed. Though there is strong new evidence that Jeff is innocent, Fleming refuses McCullaugh's appeal due to its late submission and leaves him in prison. After being released, Arthur takes another case, that of a transgender Ralph Agee (Robert Christian), arrested for small crime and becoming a victim of the legal system.","","",""
The Frisco Kid,1979,119,Comedy,6.3,Robert Aldrich,Michael Elias,Val Bisoglio,Leo Fuchs,William Smith,Harrison Ford,"Rabbi Avram Belinski (Wilder), newly graduated at the bottom of his class from the yeshiva, arrives in Philadelphia from Poland en route to San Francisco where he will be a congregation's new rabbi. He has with him a Torah scroll for the San Francisco synagogue. Belinski, an innocent, trusting, and inexperienced traveler, falls in with three con men, the brothers Matt and Darryl Diggs and their partner Mr. Jones, who trick him into helping pay for a wagon and supplies to go west, then brutally rob him and leave him and most of his belongings scattered along a deserted road in Pennsylvania.","","",""
Vengeance Is Mine,1979,139,Drama,7.7,Shôhei Imamura,Masaru Baba,Gorô Tarumi,Taiji Tonoyama,Rentarô Mikuni,Ken Ogata,"The film's story is told in a series of flashbacks. In the opening scenes, Iwao Enokizu (Ken Ogata), is a prisoner of the police. A huge crowd of journalists and an angry mob greets him as he enters a cell. The police quiz him but he refuses to answer. The story goes back to the initial murders. Enokizu tricks and then kills two men and steals a large sum of money. He puts on a suit and disappears. Enokizu travels to another city. At the train station, he asks a taxi driver to take him to an inn where he can get a prostitute. Enokizu is sexually insatiable. He tells the innkeeper, a woman called Haru (Mayumi Ogawa), that he is a professor at Kyoto University. The police, searching for Enokizu, put out bulletins with his face on television. The prostitute thinks the professor is Enokizu, but she is told not to go to the police because of her job.","","",""
Nosferatu the Vampyre,1979,107,Drama,7.4,Werner Herzog,Werner Herzog,Walter Ladengast,Bruno Ganz,Carsten Bodinus,Klaus Kinski,"Jonathan Harker is an estate agent in Wismar, Germany. His boss, Renfield, informs him that a nobleman named Count Dracula wishes to buy a property in Wismar, and assigns Harker to visit the count and complete the lucrative deal. Leaving his young wife Lucy behind in Wismar, Harker travels for four weeks to Transylvania, to the castle of Count Dracula. He carries with him the deeds and documents needed to sell the house to the Count. On his journey, Jonathan stops at a village, where locals plead for him to stay clear of the accursed castle, providing him with details of Dracula's vampirism. Harker ignores the villagers' pleas as superstition, and continues his journey unassisted ascending the Borgo Pass. Harker arrives at Dracula's castle, where he meets the Count, a strange, ancient, almost rodent-like man, with large ears, pale skin, sharp teeth, and long fingernails.","","",""
The Warriors,1979,93,Action,7.5,Walter Hill,Sol Yurick,Terry Michos,Brian Tyler,Marcelino Sánchez,James Remar,"\"As night falls over Coney Island, Cleon (Dorsey Wright), leader of the Warriors, meets up with eight of his most trusted lieutenants to travel by subway to the faraway Bronx. They will be attending an event called by a man named Cyrus, described as \"\"the one and only.\"\" Throughout the city",other gang delegations are seen entering the subway in their full colors. As the Warriors speculate about the event during their subway ride,we learn that Cyrus,leader of the largest gang in the city
Aakrosh,1980,144,Drama,7.9,Govind Nihalani,Satyadev Dubey,Arvind Deshpande,Mohan Agashe,Bhagyasri Kotnis,Amrish Puri,"Allegedly based on a true incident reported on page 7 of a local newspaper, the film was a scathing satire on the corruption in the judicial system and the victimization of the underprivileged by the able and the powerful.","","",""
The Big Red One,1980,113,Drama,7.1,Samuel Fuller,Samuel Fuller,Robert Carradine,Kelly Ward,Lee Marvin,Mark Hamill,"\"The film begins in black and white in November 1918 at the end of World War I. A private (Marvin), using his trench knife, kills a German soldier who was approaching with his arms raised and speaking in German. When he returns to his company's headquarters, the private is told that the \"\"war's been over for four hours.\"\" The 1st Division patch is shown in color.","","",""
Don't Answer the Phone!,1980,94,Horror,4.8,Robert Hammer,Robert Hammer,Stan Haze,James Westmoreland,Nicholas Worth,Ben Frank,"Former Vietnam vet, amateur bodybuilder, and talented porno-photographer Kirk Smith is a crazed killer who stalks the streets of Los Angeles, picking up young women, strangling them in lurid fashion, and sexually abusing their dead bodies. Between murders, he carries out twisted religious ceremonies, has imaginary conversations with his dead father, and weeps like a baby. He repeatedly contacts Dr. Lindsay Gale, a psychologist with a radio show as well as a private therapy practice. He calls her show, speaking with an assumed Spanish accent and complaining of chronic headaches and blackouts. He follows one of Dr. Gale's female patients home from her therapy session, and tortures her (the patient) to death. He also murders a prostitute while on the phone to Dr. Gale's show, forcing Dr. Gale to listen to the victim's cries.","","",""
Prom Night,1980,92,Horror,5.3,Paul Lynch,William Gray,Michael Tough,Robert A. Silverman,Casey Stevens,Leslie Nielsen,"\"Inside an old abandoned building, four children are playing a game in which they all hide while one of them looks for the others, calling out \"\"the killer is coming!\"\" Young Kim and her two twin siblings",Alex and Robin,walk by and see the children playing. Kim and Alex leave,but Robin lingers
Scanners,1981,103,Horror,6.7,David Cronenberg,David Cronenberg,Lawrence Dane,Adam Ludwig,Robert A. Silverman,Michael Ironside,"\"Scruffy derelict Cameron Vale (Stephen Lack) stumbles through a shopping mall scavenging food and cigarettes. While eating leftovers left behind at a table at the mall food court, two rude middle-aged women notice him and openly talk (very out loud) about how disgusted they are by his appearance. As Vale angrily glares at them, one of the women suddenly goes into convulsions and falls to the floor shaking. Two men in trench coats appear and give chase. As Vale runs, one of the trench coat men shoots him in the hand with a dart gun. Vale runs, pursued through the mall and finally collapses to the floor.Vale wakes up strapped to a bed in a warehouse. Dr. Paul Ruth (Patrick McGoohan) approaches Vale and tells him that he is a derelict because he is a \"\"scanner\"\". Ruth ushers in a group of people whose voices grow in volume but their lips do not move. Vale thrashes on the bed as he cannot block out their thoughts. Ruth administers an injection and the voices fade away.At a lecture at the ConSec corporation","the audience watches a demonstration of \"\"scanning\"\". The demonstrator tells them that he is a scanner who can scan peoples thoughts and asks for a volunteer display his powers. A man (Michael Ironside) steps forward and offers to volunteer. The demonstrator asks him to think of something specific which the demonstrator will scan his thoughts to discover. The scanner soon directs his focus",but he is soon goes into great pain,shaking in unbearable agony until his head literally explodes
Condorman,1981,90,Action,5.7,Charles Jarrott,Marc Stirdivant,James Hampton,Dana Elcar,Robert Arden,Michael Crawford,"\"Woodrow \"\"Woody\"\" Wilkins is an imaginative",yet eccentric,"comic book writer and illustrator who demands a sense of realism for his comic book hero \"\"Condorman\"\"",to the point where he crafts a Condorman flying suit of his own and launches himself off the Eiffel Tower. The test flight fails as his right wing breaks
Cutter's Way,1981,109,Drama,6.8,Ivan Passer,Newton Thornburg,Arthur Rosenberg,Jeff Bridges,Stephen Elliott,John Heard,"\"Cutter's way is hard to put in a category. It's a delicate blend of thriller, comedy, drama, conspiracy, buddy movie (I hate that term, too), incredibly moving acting, incredible noir-ish (not noir) cinematography and one of the most haunting scores in cinema. Richard Bone (Jeff Bridges) is the aimless playboy yin to Alex Cutter's hardcore Vietnam veteran yang and Moe (Lisa Eichorn) is Alex's cynical wife. All three drink and exist in a modest house in a Santa Barbara neighborhood in the 70's. Until one rainy night in an alley, where Bone steers his foreign convertible when the engine dies, and half-sees a man depositing a woman's body in a trash can. Alex takes Bone and Moe to a parade hours after Bone is grilled by detectives. \"\"That's him","\"\" a weary Bone tells Cutter",when oil magnate JJ Cord rides by on a white horse....,""
The Hand,1981,104,Drama,5.5,Oliver Stone,Marc Brandel,Nicholas Hormann,Edward Marshall,Bruce McGill,Michael Caine,"\"Jonathan \"\"Jon\"\" Lansdale (Michael Caine) is a comic illustrator whose marriage is on the rocks. He lives from the local Southern popularity of a super-hero he has been drawing for ten years",Mango. His wife Anne Lansdale (Andrea Marcovicci) doesn't seem too happy,as she gets bored living in a small town outside Reno and wants to go back to school. Jon throws out the idea of her going to live to New York. Several days go by,and one day
S.O.B.,1981,122,Comedy,6.4,Blake Edwards,Blake Edwards,Robert Preston,Robert Loggia,Craig Stevens,William Holden,"The story is a satire of the film industry and Hollywood society. The main character, Felix Farmer (Richard Mulligan), is a phenomenally successful film producer who has just made the first major flop of his career, to the dismay of his movie studio, resulting in the loss of his own sanity. Felix attempts suicide four times: He attempts to die of carbon monoxide poisoning in his car, only to have it slip into gear and drive through the side of his garage, down a sand dune and into the Pacific Ocean. He then attempts to hang himself from a rafter in an upstairs bedroom, only to fall through the floor, landing on a poisonous Hollywood gossip columnist standing in the living room below. Subsequently, he tries to gas himself in his kitchen oven, but is prevented from carrying out his intent by two house guests with other things on their mind. Thereafter he spends most of the time heavily sedated while his friends and hangers-on occupy his beach house. The occupation leads to a party which degenerates into an orgy. Finally, he tries to shoot himself with a police officer's gun but is prevented from doing so by the ministrations of a young woman wearing only a pair of panties. The experience gives him a brainstorm that the reason for his film's failure was its lack of sex.","","",""
