title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Silent Movie,1976,87,Comedy,6.7,Mel Brooks,Mel Brooks,Dom DeLuise,Ron Carey,Harold Gould,Sid Caesar,"\"Mel Funn (Brooks), a great film director now recovering from a drinking problem and down on his luck, sets out to pitch a new screenplay idea to the Chief of Big Picture Studios (Caesar), aided by his assistants Dom Bell (DeLuise) and Marty Eggs (Feldman). The screenplay is for the first major silent motion picture in forty years. At first the studio chief, who is in danger of losing the studio to the New York conglomerate Engulf & Devour, rejects the idea, but Funn convinces him that if he can get Hollywood's biggest stars to be in the film, he could save the studio.Funn, Eggs, and Bell proceed to recruit Burt Reynolds, James Caan, Liza Minnelli, Anne Bancroft, and Paul Newman (all played by themselves) to be in their silent film in various comic ways. They also ask world famous mime Marcel Marceau (also as himself) to be in the film, but he replies, \"\"Non\"\"","the only spoken word in the entire film. Funn claims not to understand Marceau's reply because he \"\"do[es]n't understand French.\"\"Meanwhile",Engulf (Harold Gould) and Devour (Ron Carey) worry that Funn will save Big Picture Studios,"and they will be unable to buy it. They attempt to \"\"stop Funn with sex\"\""
W.C. Fields and Me,1976,111,Drama,6.1,Arthur Hiller,Bob Merrill,Rod Steiger,Billy Barty,Milt Kamen,Dana Elcar,"\"The story begins in 1924 in New York City, where W. C. Fields is a Ziegfeld Follies headliner, and ends with his 1946 death in California at age 66. In between, it dramatizes his life and career with emphasis on the latter part of both, when the \"\"Me\"\" of the title",Carlotta Monti,played a prominent role,with a number of fictionalized events added for dramatic impact.
Fun with Dick and Jane,1977,95,Comedy,6.4,Ted Kotcheff,David Giler,Allan Miller,Dick Gautier,John Dehner,Hank Garcia,"An upper-middle-class couple, Dick and Jane Harper, hit a hump in living the good life when the husband loses his job. Falling through the cracks of society in the United States, they become high-class thieves to get back all they have lost.","","",""
"New York, New York",1977,155,Drama,6.6,Martin Scorsese,Earl Mac Rauch,Leonard Gaines,Robert De Niro,George Memmoli,Dick Miller,"The story opens on V-J Day in 1945. A massive celebration in a New York City nightclub is underway, music provided by the Tommy Dorsey Orchestra. While there, selfish and smooth-talking saxophone player Jimmy Doyle (De Niro), meets small-time USO singer Francine Evans (Minnelli), who, although lonely, still wants nothing to do with Jimmy, who keeps pestering her for her phone number.","","",""
Raid on Entebbe,1976,145,Action,6.7,Irvin Kershner,Barry Beckerman,Tige Andrews,Yaphet Kotto,Robert Loggia,Horst Buchholz,"On June 27, 1976, four terrorists belonging to a splinter group of the Popular Front for the Liberation of Palestine under the orders of Wadie Haddad boarded and hijacked an Air France Airbus A300 at Athens. With President Idi Amin's (Yaphet Kotto) blessing, the terrorists divert the airliner and its hostages to Entebbe Airport in Uganda. After identifying Israeli passengers, the non-Jewish passengers are freed while a series of demands are made, including the release of 40 Palestinian militants held in Israel, in exchange for the hostages.","","",""
The Strange Case of the End of Civilization as We Know It,1977,56,Comedy,6.2,Joseph McGrath,Jack Hobbs,Arthur Lowe,Denholm Elliott,Joss Ackland,Gyearbuor Asante,"\"The film begins aboard a luxury aircraft as Dr. Gropinger (Ron Moody) (an obvious parody of Henry Kissinger) travels on a goodwill tour. He misplaces his diary and is thrown into a panic as, without the diary, he no longer knows where he is or is supposed to be next. Stepping off the plane, he is shot dead after extending greetings in Hebrew to a congregation of Arabs. Soon after, the U.S. President (Joss Ackland in a caricature of Gerald Ford) receives a threatening letter signed only \"\"Moriarty\"\"",claiming responsibility for the death. The letter also claims Moriarty has set in motion a plan that will allow him to gain control of the world. The president dispatches a top agent to London to work with the world's top law enforcement officials and find a strategy to combat Moriarty.,"",""
Suspiria,1977,92,Horror,7.3,Dario Argento,Dario Argento,Miguel Bosé,Flavio Bucci,Udo Kier,Rudolf Schündler,"\"A young American ballet student, Suzy Banyon (Jessica Harper), flies to Germany to attend a prestigious dance academy. On the night of her arrival there is a torrential downpour. She arrives at the school by taxi, and before she can enter, she witnesses a young blonde girl (Eva Axén) fleeing the building in a panic. Suzy hears the girl shouting to someone just inside the door of the school, but the intense thunder obscures most of her words. When the other girl is gone, Suzy talks to an unidentified person on the school's intercom, but they refuse to let her inside. Unable to gain access to the school, Suzy gets back into her cab and has the driver take her away. As the cab drives through a nearby forest, Suzy sees Pat running alone through the trees that separate the school from town.The frightened girl is Pat Hingle, and she flees to a friend's apartment in the nearby town. While alone in the bathroom, she becomes transfixed by a pair of shining eyes outside the window, and a decidedly inhuman arm smashes through the glass, grabbing her. She is pulled out of the window onto the roof, stabbed numerous times, and then hanged by a cord when she falls through the sky light. The huge pieces of glass and metal that break out of the skylight fall on Pat's friend, killing her by impaling her body and her head in numerous places.Suzy goes to the school the next day and is greeted by Ms. Tanner (Alida Valli), an instructor, and Madame Blanc (Joan Bennett), the vice directress. Madame Blanc is very friendly to Suzy, especially when she realizes she knows Suzy's aunt Carol. Detectives are there investigating Pat's murder, and although Ms. Tanner tries to hurry Suzy away, Suzy volunteers a few bits of information. It seems as if there is something that she cannot remember, some realization that she can't put her finger on. Suzy meets a few other odd characters, including a strange looking handyman named Pavlo (Giuseppe Transocchi) and a blind pianist named Daniel (Flavio Bucci).In the changing room, Suzy meets two other students, Olga (Barbara Magnolfi) and Sara (Stefania Casini). Sara and Olga are not friends, and Olga taunts Sara a little. Although Suzy has requested to board at the school, the rooms are all full and it's been arranged for Suzy to live with Olga in her off-campus apartment. Although Olga initially seems very bitchy, she and Suzy get along well and have a conversation about Pat. Olga tells Suzy that Pat was a \"\"busybody\"\"",and that she was always trying to find out things about other people. Suzy thinks back to seeing Pat the night before,"and she suddenly remembers Pat shouting the words \"\"secret\"\" and \"\"iris\"\".The next day",Suzy sees Madame Blanc before classes
Dona Flor and Her Two Husbands,1976,110,Comedy,6.9,Bruno Barreto,Jorge Amado,Rui Resende,Mauro Mendonça,Arthur Costa Filho,Mário Gusmão,"Vadinho (José Wilker), Flor's irresponsible husband, drops dead while dancing in a street carnival party. Only Flor (Sônia Braga) expresses remorse after his death. Flor's friends and family see Vadinho's death as a chance for Flor to find happiness after the misery brought upon her by Vadinho's spendthrift ways and near-total lack of respectability.","","",""
Fascination,1979,80,Horror,6.0,Jean Rollin,Jean Rollin,Cyril Val,Jean-Marie Lemaire,Jean-Marie Lemaire,Joe de Palmer,"\"1905. April in Paris. All the fashionable Parisian ladies partake of the current cure for anemia by stopping at the abattoir [slaughterhouse] for their therapeutic glass of ox blood. Some ladies, however, have taken the cure to a higher level. Somewhere near Paris, Mark [Jean-Marie Lemaire] (a thief trying to escape from four other thieves who want the gold coins he is carrying to London) takes refuge in a castle currently inhabited by two lesbian chambermaids, Elisabeth [Franka Mai] and Eva [Brigitte Lahaie], who are awaiting the arrival of the marchioness and her servants. Elisabeth feels an immediate attraction to Mark but, while the gang of thieves lay outside the castle awaiting the chance to kill him, Mark is seduced by Eva, much to Elisabeth's chagrin. When the marchioness and her servants arrive, they hold a party in which Mark (the only male) is showered with attention. When midnight comes, however, everything changes. The women are revealed as \"\"vampires\"\" who want Mark's blood. Elisabeth helps Mark to escape",while the four servants sate their bloodlust on Eva. When Mark confesses to Elisabeth that he is also in love with her,Elisabeth changes her mind,decides that she never really loved Mark
The Shaolin Temple,1982,100,Action,6.8,Hsin-Yen Chang,Hau Sit,Jet Li,Jiankui Sun,Huailiang Liu,Chunhua Ji,"\"The film opens with the chief Shaolin Monks realizing that time is not on their side and they must train more fighters to fight the Qings. The monk Hai Hsien (Shan Mao) opposes this as he is secretly working for the court. Outside many men are sitting in front of the temple waiting to be accepted in, Fang Shih Yu (Alexander Fu Sheng), Ma Chao-hsing (Tony Liu) and others, as the temple tests the will of potential students by making them wait outside for days, eventually the two are accepted in for \"\"training\"\". Fang Shih Yu becomes frustrated immediately as Shaolin methods of teaching martial arts are rather obscure",although Ma Chao-hsing begins learning the five animal styles from the start.,"",""
Drunken Master,1978,111,Action,7.4,Woo-Ping Yuen,Lung Hsiao,Siu-Tin Yuen,Dean Shek,Kau Lam,Tino Wong,"\"The plot centers on a young and mischievous Wong Fei-hung (sometimes dubbed as \"\"Freddie Wong\"\"). Wong runs into a series of troubles. Firstly",he teaches an overbearing assistant martial arts teacher a lesson. Next,he makes advances on a woman to impress his friends,and is soundly thrashed by her older female guardian as a result; his shame is compounded when these two are later revealed to be his visiting aunt and cousin
Forbidden Zone,1980,74,Comedy,6.5,Richard Elfman,Richard Elfman,Hyman Diamond,Brian Routh,Martin von Haselberg,Gene Cunningham,"\"The film begins on \"\"Friday","April 17\"\" at 4 pm in Venice",California. Huckleberry P. Jones,local pimp
Virus,1980,108,Drama,6.2,Kinji Fukasaku,Kôji Takada,Toshiyuki Nagashima,Shin'ichi Chiba,Haruki Kadokawa,Isao Natsuyagi,A film that describes the development of a deadly Virus weapons system by the USA Military during the height of the Cold War epoch during the early 1980's.,"","",""
Somewhere in Time,1980,103,Drama,7.2,Jeannot Szwarc,Richard Matheson,John Alvin,Christopher Reeve,Bill Erwin,George Voskovec,"\"On May 19, 1972, college theatre student Richard Collier (Christopher Reeve) is celebrating the debut of a play he has written. During the celebration, he is approached by an elderly woman (Susan French) who places a pocket watch in his hand and pleads, \"\"Come back to me.\"\" Richard does not recognize the woman",who returns to her own residence and dies soon afterward.,"",""
Blow Out,1981,108,Drama,7.4,Brian De Palma,Brian De Palma,John McMartin,John Aquino,Curt May,Peter Boyden,"\"\"\"Blow Out\"\" opens with the first-person viewpoint of a psycho killer prowling a female dormitory. After spying through the windows at young ladies in various stages of undress and sexual activity",the killer attacks a nude woman taking a shower. She opens her mouth and emits a ridiculous sounding scream that deflates the entire scene. We then realize we've been watching the current film that sound engineer Jack Terry (John Travolta) has been working on. His employer,a producer of low budget horror films,orders him to find a new scream for the crucial moment of this scene.That night
Body Heat,1981,113,Drama,7.4,Lawrence Kasdan,Lawrence Kasdan,William Hurt,Richard Crenna,Ted Danson,Mickey Rourke,"\"Mary Ann Simpson (Kathleen Turner) and Matty Tyler (Kim Zimmer) graduate together from Wheaton High School in Illinois. According to the yearbook, Mary Ann's goal is to be rich and live in an exotic land. She pursues her goal in a calculated, manipulative, and ruthless manner that includes a switch of identities.The following synopsis describes events in chronological order, but the viewer learns many of the events only at the end of the movie.Mary Ann Simpson gets involved in bad things after high school, but then sets her sights on wealthy Edmund Walker (Richard Crenna). She knows Walker will not marry her if he finds out about her past. She decides to adopt the identity of her high school classmate Matty Tyler. As Matty Tyler, she arranges to meet Edmund Walker. They get married and move to a waterfront estate in Pine Haven, Florida. Edmund travels frequently and is involved in many business dealings, including an investment in an abandoned beachfront hotel nearby.Edmund's will leaves much of his estate to his niece. Matty Tyler Walker (the real Mary Ann) knows that if his will is invalidated for any reason, she would inherit all his estate as the surviving spouse under state law of intestacy. Matty devises a plan to murder Edmund and get all of his estate. To carry out the plan, she must find an attorney to commit the murder and forge a new, invalid will. She will then implicate the attorney as the murderer and kill him in what looks like an accident to end any further investigation.Ned Racine (William Hurt) is a slightly disreputable attorney. One of the wills he drafted was invalidated and he was sued for legal malpractice. His best friends are prosecutor Peter Lowenstein (Ted Danson) and detective Oscar Grace (J.A. Preston).At a party, Matty Tyler Walker meets an attorney who tells her about the legal malpractice case against Ned. Matty decides that Ned is the perfect target for her scheme. Matty arranges to meet Ned and they begin a hot affair. She eventually talks Ned into murdering Edmund. Ned gets advice on arson devices from his client Teddy Lewis (Mickey Rourke). Matty asks Ned to change Edmund's will and forge his signature. He refuses because he thinks it will attract attention.As the murder plans develop, Ned makes a surprise visit to see Matty and finds another woman meeting with Matty. Matty introduces her as \"\"Mary Ann Simpson","\"\" but unknown to Ned (or to the viewer) she is actually the real Matty Tyler. The real Matty Tyler has learned about Matty Tyler Walker's deception and is blackmailing her. Matty Tyler Walker must now alter her plans to also get rid of the real Matty.On the night Edmund is to be killed",Ned goes to Miami and checks into a motel to give himself an alibi. He then drives back to Edmund and Matty's house and murders Edmund. He takes Edmund's body to the abandoned beachfront hotel and sets it on fire,hoping to make it look like Edmund tried to commit arson and was accidentally killed in the process. While Ned is gone setting the fire
Montenegro,1981,96,Comedy,6.6,Dusan Makavejev,Donald Arthur,Bora Todorovic,John Zacharias,Erland Josephson,Per Oscarsson,"\"Marianne Faithfull sings \"\"The Ballad of Lucy Jordan\"\" over the opening credit sequence.","","",""
Possession,1981,124,Drama,7.3,Andrzej Zulawski,Andrzej Zulawski,Heinz Bennent,Sam Neill,Thomas Frey,Carl Duering,"\"A newly separated couple Clyde (Jeffrey Dean Morgan) and Stephanie Brenek (Kyra Sedgwick) live in different homes. After Clyde picks up their two children, Emily \"\"Em\"\" (Natasha Calis) and Hannah (Madison Davenport)",for the weekend,they stop at a yard sale where Em becomes intrigued by an old wooden box that has Hebrew letters engraved on it. Clyde buys the box for Em,and they later find that there seems no way to open it. That night
Shock Treatment,1981,94,Comedy,5.7,Jim Sharman,Richard O'Brien,Cliff De Young,Cliff De Young,Barry Humphries,Rik Mayall,"\"A Texan-accented narrator introduces the viewers to the shadowy Denton TV executive Farley Flavors (Cliff De Young), who has lived his life \"\"fast\"\" but still feels incomplete without a certain woman... who belongs to someone else. As Flavors watches from his office",his television studio... which now encompasses the entire town of Denton... is steadily filled with the former residents of Denton,who gleefully assume their new roles as studio audience members of a 24-hour live reality television broadcast ('Overture'). The sole holdout in the celebration is the neurotic Brad Majors (also Cliff De Young in a dual role),who despite the insistence of his wife
48 Hrs.,1982,96,Action,6.9,Walter Hill,Roger Spottiswoode,David Patrick Kelly,Frank McRae,Brion James,James Remar,"Convicted robber Albert Ganz is working as part of a road gang in California, when a big Native American man named Billy Bear drives up in a pickup truck and asks for water to cool off his trucks overheating radiator. Ganz and Billy end up in a fight with each other, and when the guards try to break up the fight, Billy slips a gun to Ganz, and Billy and Ganz kill two out of the three guards. Billy is one of Ganz's partners in a gang of thieves, and Billy has helped Ganz escape from prison. Two days later, Ganz and Billy kill Henry Wong, who was one of their partners.Later that same day, alcoholic San Francisco cop Jack Cates (Nick Nolte) joins two of his friends and co-workers -- Detective Algren and Detective VanZant -- at the Walden Hotel to check out a man named G.P. Polson, who is in Room 27. Jack waits downstairs while Algren and VanZant head to Room 27, where it turns out that G.P. Polson is Ganz using a fake name. Ganz immediately kills VanZant, and shoots Algren, while Billy attends to some other business in the room next door to room 27. Jack hears the shots and rushes upstairs, where Algren tells him to go downstairs and find Ganz and Billy. Jack confronts Ganz and Billy downstairs. When Algren makes it downstairs, Ganz takes Jack's gun and uses it to kill Algren, and then Ganz and Billy escape with Jack's gun.At the station, Jack is issued a new gun, a Colt .45, and fellow cop Ben Kehoe tells Jack about Ganz's former partner Reggie Hammond (Eddie Murphy), who is in prison with 6 months to go on a three year sentence for armed robbery. Jack tells his boss, Haden, that he wants to work alone in the search for Ganz, and then Jack visits Reggie at the prison.Jack gets Reggie a 48-hour leave from the prison so Reggie can help Jack find Ganz and Billy. Reggie leads Jack to an apartment that Ganz's only other partner, Luther, lives in.Jack and Reggie don't know that a few days ago, Ganz and Billy kidnapped Luther's girlfriend Rosalie. When Jack steps inside Luther's apartment and starts looking around, Luther runs upstairs to the apartment and fires a shot at Jack. Jack chases Luther to Jack's car, where Reggie is handcuffed to the steering wheel. After getting nothing out of Luther, Jack puts Luther in jail. That night, Reggie leads Jack to Torchy's, a redneck hangout where Billy used to be a bartender.After Reggie harasses the hangout with Jack watching him, the bartender finally tells Reggie how to get to the apartment that Ganz's girlfriend Sally and Billy's girlfriend Casey live in. The apartment is on top of the Win Sun jewelry store in the Chinatown section of San Francisco. Jack and Reggie visit Casey and Sally, but get nothing out of them.Back at the car, Jack, who knows Ganz is after something, demands that Reggie tell him what Ganz is after. Because Reggie has refused to tell Jack, Jack starts a fight with Reggie. After the fight, Reggie tells Jack that Ganz and Billy are after $500,000 that is in the trunk of Reggie's car, which is in a parking garage.Reggie and his partners -- Ganz, Billy, Luther, and Henry -- had robbed a drug dealer of the $500,000 during a drug sale, and then Ganz turned around and betrayed Reggie.Jack and Reggie head out to the parking garage, and they park across the street from the parking garage. On the next morning, Jack and Reggie see Luther, who has been released from jail, going into the parking garage.","","",""
La balance,1982,102,Drama,6.5,Bob Swaim,Mathieu Fabiani,Albert Dray,Christophe Malavoy,Jean-Paul Comart,Florent Pagny,"Nicole is a streetwalker in Paris. Her former racketeer boyfriend and pimp, Dédé, has been excluded from the business of a local mob boss, Roger Massina, because of a romantic dispute over Nicole. When a police informant is killed, the police decide to recruit Dédé as a replacement. The police raid Dédé's apartment, find a gun, and blackmail him into becoming an informant using this and other threats.","","",""
The Beast Within,1982,98,Horror,5.6,Philippe Mora,Tom Holland,L.Q. Jones,Ron Soble,Ronny Cox,John Dennis Johnston,"While driving through Mississippi on their honeymoon, Caroline and Eli MacCleary (Bibi Besch and Ronny Cox) are stranded on a deserted road when their car is stuck in the mud. Eli walks several miles to a service station they stopped at earlier to get a tow. Meanwhile, a strange creature, held captive in the cellar of a dark house, breaks its chain and escapes into the forest. As it nears the MacCleary's car Caroline's dog jumps out of the window to confront it. Caroline chases after the animal, but flees in terror when she stumbles across the canine's mutilated corpse. She knocks herself unconscious by running into a tree. The creature tears off her clothes and rapes her. Eli and the service station attendant find her lying alone in the forest. As they all drive off two gunshots are heard from the forest.","","",""
Friday the 13th: Part 3,1982,95,Horror,5.6,Steve Miner,Martin Kitrosser,Terry Ballard,Paul Kratka,David Katims,Richard Brooker,"\"Picking up from the previous events with a flashback sequence, Jason (Richard Brooker) has seemingly survived his attack from Paul and Ginny, and migrates to a store where he changes clothes and then murders the store owners, the henpecked Harold (Steve Susskind) with a meat cleaver into his chest and his shrewd wife Edna (Cheri Maugans) with a knitting needle through the back of her head, before moving on to a nearby lake front property named Higgins Haven.At the same time, 18-year-old Chris Higgins (Dana Kimmell), who was attacked by a mysterious, disfigured stranger in the woods near Crystal Lake two years earlier, returns to the property with her friends; Debbie (Tracie Savage), her boyfriend Andy (Jeffrey Rogers), dim-witted prankster Shelly (Larry Zimmer), Vera (Catherine Parks), and stoners Chuck (David Katims) and Chilli (Rachel Howard). After meeting Abel, an inebriated, religious fanatic derleict who warns them to turn back, the gang meets Chris' boyfriend Rick (Paul Kratka) at their destination; Higgins Haven. Chris intends to face her fears; however, none of her friends know that an unmasked and reclusive Jason has taken refuge in the barn to recover from his wounds.Meanwhile, Shelly and Vera go shopping at a local supermarket to get food and supplies when they get into trouble with a three-person biker gang, called the Black Widows, led by a brutal woman named Fox (Gloria Charles). When Shelly accidently knocks over their motorcycles outside the store, Fox and her two minions Ali (Nick Savage) and Loco (Kevin O'Brien) follow Shelly and Vera back to Higgin's Haven for revenge. However, they are dealt with by Jason before they can do any real damage except for taking the gas out of the gang's van. While looking around the barn in fascination, Fox is murdered with a pitchfork to her neck. Loco looks for her and gets impaled with a pitchfork. Ali is next when he enters the barn and finds the two's corpses. He attacks the unseen Jason, but gets bludgeoned with a 10\"\" pipe wrench.At nightfall",Jason continues lurking around the barn while spying on the kids who settle down for a party at the nearby cabin. When Chris and Rick go for a walk in the woods,Jason wanders out of the barn to cause more harm again. At first,Jason only harasses them from a distance. When Chuck goes to an outhouse to take a dump and smoke more pot
Frightmare,1983,86,Comedy,4.6,Norman Thaddeus Vane,Norman Thaddeus Vane,Luca Bercovici,Ferdy Mayne,Alan Stock,Joe Witherell,"In an isolated farmhouse, a woman named Dorothy Yates lives with her husband. Dorothy has just been released from a mental institution after it was found she was a cannibal who killed and partially ate at least six people in 1957. Her husband, Edmund Yates was convicted as well but we come to find out that he only faked his dementia in order to remain with his wife. He was a truly devoted husband who loved his wife dearly but really had nothing to do with the actual murders in 1957 and in the present.","","",""
Absurd,1981,90,Horror,5.3,Joe D'Amato,George Eastman,Charles Borromel,Ted Rusoff,Ian Danby,Nat Bush,"Mikos Stenopolis (George Eastman) is a man who was experimented on in a church-sanctioned scientific experiment that gave him a healing factor, but inadvertently drove him insane. The Vatican priest (Edmund Purdom) who helped create him pursues the homicidal Mikos to a small American town, attempting to kill him by impaling him on a set of railings which disembowel him, but he is revived later in a local hospital. The madman escapes after brutally murdering a nurse, and goes on a killing spree. The priest informs the hospital and authorities that the only way to kill Mikos is to 'destroy the cerebral mass'.","","",""
Manhattan Baby,1982,89,Horror,4.8,Lucio Fulci,Elisa Briganti,Enzo Marino Bellanich,Cosimo Cinieri,Andrea Bosic,Giovanni Frezza,"\"On holiday in Egypt with George and Emily Hacker (Christopher Connelly and Martha Taylor), her archaeologist father and journalist mother, 10-year-old Susie Hacker (Brigitta Boccoli) is approached by a mysterious blind woman, who gives her an amulet with a blue-jewled eye in the center. Soon after, George is struck blind by a bright piercing blue light when he enters a previously unexplored tomb. But his assistant is not so lucky as he falls from a false floor bottom to his death on spikes in a boody-trapped chamber.Upon arrival back in New York, George is informed that the loss of his eyesight will only be temporary. Susie begins to act strangely, and her younger brother Tommy (Giovanni Frezza), who stayed behind in New York with the family's au-pair Jamie Lee (Cinzia De Ponti), is also affected by the mysterious amulet. Emily soon discovers that both of her children are appearing and disappearing out of their rooms every day and night. Both Susie and Tommy have gained supernatural access to dimensional doorways. A few days later, George's eyesight returns, and he describes the design on the wall of the tomb he'd entered to a colleague called Wiler, Wiler guesses that it may be the Sacred Symbol of the Grand Shadow, a sight of terrible evil.Over the next few days, the Hacker family experiences more odd happenings. A scorpion appears in a desk drawer when George opens it. Later, Jamie Lee is menaced by a snake that attacks her in the apartment building cellar during a game of hide-and-seek with the kids. Then, Emily discovers piles of sand on the floors of their bedroom and adjacent rooms. Also, the building superintendent dies in a supernatural freak accident then the elevator he's riding in malfunctions, and drops open the floor of the elevator car, making him plunge to his death. A little while later, Luke Anderson (Carlo De Mejo), an eccentric colleague of Emily's, arrives at the apartment to work with her about her latest journalist work detailing her travels in Egypt. When Luke hears a noise coming from Susie's bedroom, he enters it and tries to force open a jammed bedroom door. He opens it only to be sucked into the dimensional portal and finds himself transported to the deserts of Egypt where he later dies from dehydration in the vast, arid desert. The Hackers think Luke's disappearance is merely one of his practical jokes, but they never learn of his fate, nor find any trace of him.Jamie Lee takes the kids out to nearby Central Park to play where she takes photos of them. A woman picks up a discarded Polaroid photo taken of Susie. It shows nothing but the amulet against the grassy background. The woman contacts a man called Adrian Marcato (Laurence Welles) with her find. The next day, the woman drops the Polaroid down to Mrs. Hacker from a window overlooking the pavement. Marcato's name and phone number are written on it.Meanwhile, Susie and Tommy continues to appear and disappear from their bedrooms on what Tommy called \"\"voyages.\"\" Soon",Jamie Lee herself disappears after entering Tommy's room. When Emily asks Tommy if he seen Jamie Lee recently,he tells his mother that Jamie Lee has not come back from her own voyage. That evening,George's colleague Wiler is killed when he gets bitten by a cobra that magically appears in his office as he is looking over the photo of the amulet that Hackers have given him. The photo magically disappears and reappears in Susie's hand as she recovers from a mysterious fit.George and Emily track down Marcato to his antique shop and demand to know what his involvement is. He tells them about the evil symbolism of the jewel
Battletruck,1982,91,Action,5.0,Harley Cokeliss,Michael Abrams,Bruno Lawrence,Kelly Johnson,Ross Jolly,James Wainwright,"All remaining reserves of petroleum have finally run out; forcing people to ration the few remaining containers of gasoline left on the earth against mercenaries and warlords. Straker and his men (accompanied by his daughter Corlie - played by Annie McEnroe) find a vast supply of diesel fuel in a compound once thought to be radioactive. When Corlie refuses to execute the previous owners, she runs away from base camp. Hunter (Michael Beck), on his amazing (possibly ex-future-military) motorcycle, rescues the girl and takes her to his farm. After keeping her on the farm on a temporary basis, Hunter sends her off to live in a walled city (known in-film as Clearwater Farm) governed by a strict old-fashioned democracy (similar to the Quakers) where she is quickly accepted by the community. However, she is soon discovered by the mercenaries commanded by her father, Colonel Straker (James Wainwright), who moves to attack the Clearwater community. In the chaos that ensues, Corlie manages to escape back to Hunter's remote hideout.","","",""
Five Elements Ninjas,1982,107,Action,7.2,Cheh Chang,Cheh Chang,Ke Chu,Michael Wai-Man Chan,Li Wang,Yung Chan,"In Hong Kong, Chief Hong challenges his rival, Yuan Zeng, for the title of martial arts master. Their students face off against each other, and when his students are easily defeated, Hong calls in a samurai to fight on his behalf. Zeng's students are initially dismissive of a Japanese martial artist, but he defeats his opponent, whom he goads into committing suicide. Zeng's student Liang Zhi Sheng defeats the samurai, but before the samurai commits suicide, he warns that an allied ninja clan will seek revenge for his death. He tosses his ring at Zeng, who is poisoned when he catches it.","","",""
The Road,1982,107,Drama,8.0,Serif Gören,Yilmaz Güney,Hikmet Çelik,Halil Ergün,Necmettin Çobanoglu,Tarik Akan,"Yol tells the story of several prisoners on furlough in Turkey. Seyit Ali (Tarık Akan) travels to his house and finds that his wife (Şerif Sezer) has betrayed him and works as a prostitute. She was caught by her family and held captive for Seyit Ali to end her life in an honor killing. Though apparently determined at first, he changes his mind when his wife starts to freeze while travelling in the snow. Despite his efforts to keep her alive, he eventually fails. His wife's death relieves Seyit Ali from family pressure and he is saved from justice since she freezes but he has an internal struggle and must return to jail.","","",""
L'Argent,1983,85,Drama,7.4,Robert Bresson,Lev Tolstoy,Bruno Lapeyre,Marc Ernest Fourneau,Didier Baussy,Vincent Risterucci,"Saccard and Gunderman are rival Paris bankers. Saccard sees an opportunity to rescue his failing bank, Banque Universelle, by financing the solo transatlantic flight of Jacques Hamelin, a pioneering aviator, and then capitalizing on his popularity to set up a colonial business project in Guyane. He also hopes to seduce Hamelin's wife Line in his absence. When a rumour circulates that Hamelin has crashed, Saccard exploits the false reports to manipulate shares at the Bourse.","","",""
Stryker,1983,86,Action,4.3,Cirio H. Santiago,Howard R. Cohen,Ken Metcalfe,Joseph Zucchero,Steve Sandor,Michael De Mesa,"After nuclear war has defoliated the Earth, survivors lives in colonies in a quest for water. A young woman named Delha is on the run from the evil Kardis henchman. She is rescued by Stryker and his young companion Bandit. She later finds herself trapped again by Kardis and resists torture to reveal where the location of her colony.","","",""
Sudden Impact,1983,117,Action,6.6,Clint Eastwood,Harry Julian Fink,Michael Currie,Paul Drake,Pat Hingle,Jack Thibeau,"\"Jennifer Spencer (Sondra Locke) and her little sister were gang raped years ago, after a female friend of the gang had persuaded them to come to the fair. The brutal rape left the sister permanently catatonic and almost vegetative. Jennifer is now out for revenge.In the beginning of the film, Jennifer is seen with one of the rapists, George Wilburn (Michael Maurer). It is early morning and she is with him in a car out on the cliffs. She pulls out a nickel-plated Colt Detective Special revolver and shoots him twice - one time in the groin and one time in the head at point-blank range, then leaves the scene.Inspector Harry Callahan (Clint Eastwood), in the meantime, is seen in a court room where he has brought a young blonde haired suspect named Mr. Hawkins (Kevyn Major Howard) to trial. The case is dismissed as a travesty because Harry did not have the right to seize the evidence used to prove Hawkins guilty.After insulting Hawkins in the elevator, Harry goes to his usual coffee diner and orders the usual black coffee. The waitress tries getting his attention by pouring massive amounts of sugar into his coffee and Harry, who is reading a newspaper, does not notice. As he walks out, he takes a sip of coffee and spits it out in disgust. As he returns to complain, he sees that the open signs were switched to closed. A robbery ensues but Harry stops it, going in the back way where he shoots up the gang of robbers. One is left alive and grabs the waitress as a human shield, but Harry points his .44 Magnum handgun revolver at him and dares the thug to shoot her in order for Harry to justify killing the thug (\"\"Go ahead... make my day!\"\" ) The police arrive shortly afterward when the robber drops his gun.Meanwhile",Jennifer is at an art exhibit where some of her paintings are put on display,but she claims to the owner that she must miss it because she needs to visit someone up north. She goes to the hospital to visit her sister Elizabeth (Lisa Britt),whom the doctor says is in a permanent vegetative state. Jennifer tells her sister of what she did to George Wilburn and then leaves.Later that night
