title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Pray for Death,1985,98,Action,5.7,Gordon Hessler,James Booth,Shô Kosugi,Parley Baer,James Booth,Michael Constantine,"At the insistence of his American-born wife, Aiko (Donna Kei Benz), Yokohama salaryman Akira Saito (Sho Kosugi) decides to immigrate from Japan to the country of her birth to raise their two sons Takeshi (Kane Kosugi) and Tomoya (Shane Kosugi) and start their own business. Unbeknownst to his family, Akira is in fact a highly skilled ninja, who had faithfully protected the secrets of the temple minded by his adoptive father and sensei, Kaga. Years before, Akira's brother, Shoji - also raised and trained by Kaga - sought to steal from the temple in disguise, forcing Akira to engage him in battle and kill him. Akira's meditation on this matter is disrupted by an attack from Kaga to encourage him to wipe the guilt from his mind before it kills him. Akira announces his intentions to move to America to start a new life, and to put the shadows of the ninja behind him. Kaga makes him swear never to reveal the secrets of their sect, and gives him a ninja helmet as a parting gift, but reminds him he can never leave his shadows behind.","","",""
The Return of the Living Dead,1985,91,Comedy,7.3,Dan O'Bannon,Rudy Ricci,Clu Gulager,James Karen,Thom Mathews,Miguel A. Núñez Jr.,"\"Louisville, KentuckyThere is a new employee in a medical supplier company, Uneeda, which says that \"\"You need it --- We got it\"\". It provides universities with corpses so that students can learn",and for experiments. There are also dead animals' corpses,for vets. It's the 3rd July 1984,17:30 Eastern Daylight time. In the lab
The Stuff,1985,87,Comedy,5.9,Larry Cohen,Larry Cohen,Paul Sorvino,Michael Moriarty,Alexander Scourby,Scott Bloom,"\"Two miners (Peter Hock & Harry Bellaver) find a yogurt- and ice-cream-like substance that appears from inside the Earth's core in a kind of eruption. They taste it to see whether it's edible, and they like it a lot. They love the way that it tastes so much that they decide to mass-produce it and start selling it. From now on, it's known as the Stuff, the latest taste sensation.Jason's mother (Colette Blonigan) buys the product--suddenly it's everywhere, on commercials, billboards, at the supermarket.... The Stuff is usually kept in the fridge, but Jason (Scott Bloom) doesn't like this new product at all, especially because he saw it move all by itself inside his refrigerator. However, his mother doesn't listen to him. Soon, there is only Stuff in the household fridge, so that Jason feels more and more hungry and isolated. Jason's family was not a really good family before-at least toward Jason--but now they only talk, eat, and think Stuff.Finally Jason is contacted by ex-FBI agent David \"\"Mo\"\" Rutherford (Michael Moriarty). They recognize each other as people who have not tasted Stuff. They go to the main factory to try to stop them producing the deadly dessert. People become slaves of the Stuff",preferring that substance instead of food.Mo and Jason,and Nicole (Andrea Marcovicci),the designer of the strange substance's advertising campaign
A Zed & Two Noughts,1985,115,Comedy,7.2,Peter Greenaway,Peter Greenaway,Jim Davidson,Joss Ackland,Ken Campbell,Gerard Thoolen,"Twin zoologists Oswald and Oliver Deuce (Brian Deacon and Eric Deacon) are at work studying the behaviour of animals at a zoo, when their wives are killed in a car accident involving a large swan which crashes through the car windshield. The woman who was driving the car, Alba Bewick (Andréa Ferréol), is not killed, but has a leg amputated.","","",""
8 Million Ways to Die,1986,115,Action,5.7,Hal Ashby,Lawrence Block,Wilfredo Hernández,Randy Brooks,Jeff Bridges,Andy Garcia,"An alcoholic Los Angeles Sheriff's Deputy, Matt Scudder (Bridges), takes part in a drug bust that results in his fatal shooting of a small-time dealer in front of the man's wife and kids. Scudder ends up in a drunk ward, suffering from booze and blackouts, ending his career, his marriage, and jeopardizing his relationship with his daughter.","","",""
Caravaggio,1986,93,Drama,6.5,Derek Jarman,Derek Jarman,Michael Gough,Garry Cooper,Robbie Coltrane,Sean Bean,"Told in a segmented fashion, the film opens as Caravaggio (Nigel Terry) dies from lead poisoning while in exile, with only his long-time deaf-dumb companion Jerusaleme (Spencer Leigh) (who was given by his family to the artist as a boy) by his side. Caravaggio thinks back to his life as a teenage street ruffian (Dexter Fletcher) who hustles and paints. While taken ill and in the care of priests, young Caravaggio catches the eye of Cardinal Del Monte (Michael Gough). Del Monte nurtures Caravaggio's artistic and intellectual development but also appears to molest him.","","",""
Club Paradise,1986,96,Comedy,5.1,Harold Ramis,Harry Shearer,Jimmy Cliff,Robin Williams,Adolph Caesar,Rick Moranis,"\"Jack Moniker (Robin Williams) is a Chicago firefighter who becomes injured on the job. Using his disability money, he decides to retire and live the good life in a small Caribbean island called Saint Nicholas. He buys a small amount of property there and lives among other washed-up personalities such as Anthony Croyden Hayes (Peter O'Toole). Appointed by the British crown as governor of St. Nicholas, Hayes is more concerned with vacationing than governing. Miss Phillipa Lloyd (Twiggy), who is visiting St. Nicholas with some sailor friends of hers, decides to stay permanently and becomes Jack's girlfriend in the process. He playfully refers to her as \"\"Miss Philadelphia\"\".","","",""
The Dirt Bike Kid,1985,90,Comedy,5.3,Hoite C. Caston,David Brandes,John William Galt,Stuart Pankin,Danny Breen,Patrick Collins,"Jack Simmons (Peter Billingsley) is a lazy boy who lives with his widowed mother (Anne Bloom) who is struggling to support herself and her son since the death of her husband. One day, Mrs. Simmons orders Jack to buy groceries with her last $50 bill she has in her savings, but Jack is distracted by a dirt bike race and uses the $50 to buy a dirt bike from a local bully named Max (Gavin Allen). When Jack has the bike, he learns it is alive, or possibly occupied by a friendly spirit, and does things to help out Jack. Mrs. Simmons is furious that Jack spent her money on a dirt bike, and promptly confiscates the bike and sells it to a local shop owner, Mr. Zak (Al Evans), thus recouping her $50. However, the bike returns in the middle of the night to visit Jack. Jack tells this to Mr. Zak, who says Jack can work off his debt by having himself and the bike make deliveries for him.","","",""
Man Facing Southeast,1986,105,Drama,7.6,Eliseo Subiela,Eliseo Subiela,Jean Pierre Reguerraz,Rodolfo Rodas,Hugo Soto,Tomas Voth,"\"The staff and patients go about their daily business at Buenos Aires' José Borda Psychiatric Hospital on a summer day in 1985. A staff psychiatrist, Dr. Julio Denis (Lorenzo Quinteros) is surprised to hear that his ward for non-violent delusional cases has one patient too many. Denis finds the patient in the chapel playing the organ like a virtuoso. Summoning him (Hugo Soto) to his office, Denis finds the man's speech is measured and articulate as he explains his presence on Earth as a result of his image being projected from light years away. He introduces himself as \"\"Rantés\"\" (an exotic-sounding name in Argentina). Dr. Denis suggests that Rantés might be a fugitive hoping to hide from the law in the hospital. He lets the patient stay however",after seeing how his caring touch helps the other patients. The doctor is amused by his extraterrestrial claims and he suspects that the man is a genius using his talents as a charade.,"",""
Howard the Duck,1986,110,Action,4.7,Willard Huyck,Steve Gerber,Steve Sleap,Tim Robbins,Ed Gale,Tim Rose,"27-year-old Howard the Duck lives on Duckworld, a planet similar to Earth, but inhabited by anthropomorphic ducks and orbited by twin moons. As he is reading the latest issue of Playduck magazine, his armchair begins to quake violently and propels him out of his apartment building and into outer space; Howard eventually lands on Earth, in Cleveland, Ohio. Upon arriving, Howard encounters a woman being attacked by thugs. He defeats them using a unique style of martial arts. After the thugs flee, the woman introduces herself as Beverly Switzler, and decides to take Howard to her apartment and let him spend the night. The following day, Beverly takes Howard to Phil Blumbertt, a scientist who Beverly hopes can help Howard return to his world. After Phil is revealed to be only a janitor, Howard resigns himself to life on Earth and rejects Beverly's aid. He soon applies for a job as a janitor at a local romance spa. Howard soon quits and rejoins Beverly, who plays in a band called Cherry Bomb. At the club where Cherry Bomb is performing, Howard comes across their manager, and confronts him when he insults the band. A fight breaks out, in which Howard is victorious.","","",""
The Mission,1986,125,Drama,7.4,Roland Joffé,Robert Bolt,Aidan Quinn,Robert De Niro,Ray McAnally,Chuck Low,"\"The film is set during the Jesuit Reductions, a program by which Jesuit missionaries set up missions independent of the Spanish state to teach Christianity to the natives. It tells the story of a Spanish Jesuit priest, Father Gabriel (Jeremy Irons), who enters the South American jungle to build a mission and convert a community of Guaraní Indians to Christianity.In the opening scene, a Jesuit missionary is lashed to a cross by the Guarani Indians who live above the spectacular Iguazu Falls. The missionary is then sent over the falls, cross and all, while praying fervently to God. His martyrdom inspires the gentle Father Gabriel to scale the hazardous falls and try to reach out to the tribe. Initially, the Guarani warriors prepare to kill him, but after Gabriel plays an unforgettable solo on his oboe, they allow him to live and he gradually wins their trust.Mercenary and slaver Rodrigo Mendoza (Robert De Niro) makes his living kidnapping natives and selling them to nearby plantations, including the plantation of the Spanish Governor Cabeza (Chuck Low). Mendoza subsequently finds his fiancee (Cherie Lunghi) and his younger half-brother Felipe (Aidan Quinn) in bed together. He kills Felipe in a duel. Although he is acquitted of the killing by Cabeza, Mendoza spirals into depression. Father Gabriel visits and challenges Mendoza to undertake a suitable penance. Mendoza accompanies the Jesuits on their return journey, dragging a heavy bundle containing his armor and sword. After initially tense moments upon reaching the outskirts of the natives' territory, though they recognize him, the natives embrace a tearful Mendoza and cut away his heavy bundle.Father Gabriel's mission is depicted as a place of sanctuary and education for the Guaraní. Moved by the Guaraní's acceptance, Mendoza wishes to help at the mission and Father Gabriel gives him a Bible. In time, Mendoza takes vows and becomes a Jesuit under Father Gabriel and his colleague Father Fielding (Liam Neeson).The Jesuit missions were safe, because they were protected under Spanish law. The Treaty of Madrid (in the year 1750) reapportions the land in South America. The land on which the Jesuit missions were located was transferred to the Portuguese, and Portuguese law allows slavery. The Portuguese colonials seek to enslave the natives, and as the independent Jesuit missions might impede this, Papal emissary Cardinal Altamirano (Ray McAnally), a former Jesuit priest himself, is sent from the Vatican to survey the missions and decide which, if any, should be allowed to remain.Under pressure from both Cabeza and Portuguese Governor, Don Hontar (Ronald Pickup), Cardinal Altamirano is forced to choose between two evils. If he rules in favor of the colonists, the indigenous peoples will become enslaved; if he rules in favour of the missions, the entire Jesuit Order may be condemned by the Portuguese and the European Catholic Church could fracture. Altamirano visits the missions and is amazed at their industry and success, both in converting the Indians and, in some cases, economically.At Father Gabriel's mission of San Carlos he tries to explain the reasons behind closing the mission and instructs the Guaraní that they must leave. The Guaraní question his authority, and Father Gabriel and Mendoza, under threat of excommunication, state their intention to defend the mission should the plantation owners and colonists attack. They are, however, divided on how to do this, and they debate how to respond to the impending military attack. Father Gabriel believes that violence is a direct crime against God. Mendoza, however, decides to break his vows to militarily defend the Mission. Against Father Gabriel's wishes, he teaches the natives the European art of war and once more takes up his sword.When a joint Portuguese and Spanish force of soldiers attack, the mission is initially defended by Mendoza, Fielding and the Guaraní. They are no match for the military force and Mendoza is shot and fatally wounded. When soldiers enter the mission village, they are slowed by the singing of Father Gabriel and the Guaraní women and children who march in the procession. The soldiers are reluctant to fire at a Mass. In spite of this, the Portuguese commander orders the attack and Father Gabriel, the rest of the priests and most of the Guaraní, including women and children, are gunned down. Only a handful escape into the jungle. Fielding sacrifices himself by killing the Portuguese commander and a few more soldiers before he himself is killed.In a final exchange between Cardinal Altamirano and Don Hontar, Hontar laments that what happened was unfortunate but inevitable because \"\"we must work in the world; the world is thus.\"\" Altamirano replies","\"\"No","thus have we made the world. Thus have I made it.\"\"Days later",a canoe of young children return to the scene of the Mission massacre and salvage a few belongings. They set off up the river
Radioactive Dreams,1984,98,Action,5.5,Albert Pyun,Albert Pyun,Michael Dudikoff,Norbert Weisser,Demian Slade,Don Murray,"A nuclear war breaks out in 1996, expending the world's entire nuclear arsenal, except for one missile. Two children, Philip Chandler (John Stockwell) and Marlowe Hammer (Michael Dudikoff), are abandoned by their fathers in a fallout shelter cut into the side of a wooded mountain. The pair grow up in the shelter, with 1950s detective fiction and swing music as the guiding force in their learning. Fifteen years later Marlowe succeeds in digging out the cave entrance. The pair give each other haircuts, dress in suits, and go to rejoin the world.","","",""
Sky Bandits,1986,105,Action,4.6,Zoran Perisic,Thom Keyes,Conrad Asquith,Ronald Lacey,Scott McGinnis,Jeff Osterhage,"Sergeant Renfrew (James Newill) of the Royal Canadian Mounted Police and Constable Kelly (Dave O'Brien) fly in search of a missing aircraft flown by Buzz Murphy (Eddie Featherston). Murphy was carrying a shipment of gold from the Yukon Mine Company. Local radio announcer Uncle Dimwittie (Dewey Robinson), has bugged the mine office, and is secretly transmitting information about gold shipments, in the guise of reading children's stories on the air.","","",""
The Vindicator,1986,93,Action,4.9,Jean-Claude Lord,Edith Rey,Maury Chaykin,Richard Cox,David McIlwraith,David McIlwraith,"\"Carl Lehman (David McIlwraith) is a scientist working on a next-generation space suit for the ARC corporation, run by the sinister Alex Whyte (Richard Cox), where all kinds of high-tech research is being conducted. One of these projects is developing \"\"rage program\"\" software that can sense when a user is provoked/endangered and take over its brain to destroy the attacker and then return to normal once the threat has been eliminated. The software is shown to be tested on monkeys",one of which dies after Whyte who,out of curiosity,has the rage factor turned up beyond safe levels.
Adventures in Babysitting,1987,102,Comedy,6.9,Chris Columbus,David Simkins,Bradley Whitford,George Newbern,Calvin Levels,Anthony Rapp,"\"Chris Parker is awaiting the arrival of her boyfriend, Mike Toddwell, to pick her up for a date. When he arrives, he devastates her by canceling their plans to go to a French restaurant in downtown Chicago due to his sister becoming ill. Brokenhearted, Chris has her best friend Brenda come over, and while she is there, the Andersons call asking if Chris can babysit their daughter Sara. Seeing no other plans for the evening, Chris agrees.When she arrives, she discovers eight-year-old Sara and her fifteen-year-old brother Brad in an argument. Sara had taken Brad's Clearasil and used it to paint another picture of her Marvel hero Thor, prompting Brad to call him a homo and upset her. She manages to blackmail him by telling him in front of Chris (without his knowing) that she would tell Chris about all of his love poems to her. Embarrassed, Brad admits defeat and apologizes to Sara.After the Andersons leave for the evening, Brad is visited by his best friend Daryl, whose house he was supposed to be staying over that night, but Brad cancels and returns to the living room where he shuts the blinds out from the \"\"stray dog\"\" as he describes him to Chris. Chris gets a call from a frantic Brenda",who had successfully run away from home,but unsuccessfully stranded herself at the bus station downtown. Without the money to pay for a cab ride,Brenda's fear prompts Chris to decide to drive into town. Sara and Brad won't let her leave them home alone
Angel Heart,1987,113,Horror,7.2,Alan Parker,William Hjortsberg,Eliott Keener,Robert De Niro,Charles Gordone,Stocker Fontelieu,"\"Angel Heart (1987)An ominous street; midnight, a dark figure walks down an alley, past the sounds of anguish and moaning. A lone cat looks down from the fire escape, a street dog wanders the alley scrounging for food. The dog spots the cat and barks, giving chase only to stop briefly to lap up fresh blood pouring from the split chest of a homeless man.TitlesNew York, 1955, a man in a trench coach walks a street in Brooklyn, he smokes and greets various neighbours to the constant sound of a phone ringing.Harold Angel (Mickey Rourke), enters his office and answers the phone, he is a private investigator, and writes down details of the caller. An attorney, Mr. Winesap, introduces himself and sets up a meeting, with Luis Cyphre in Harlem.Angel arrives, and walks through an African-American neighbourhood, passing a group of mourners, and enters a building where an evangelist ceremony is being held in progress, the preacher motivates the congregation to donate generously, with the intention to upgrade his car. Harold watches cynically from the gallery above, and is joined by Herman Winesap, who introduces himself and leads him to meet the client. Angel follows him past a room where a maid is scrubbing a massive blood stain from the wall. \"\"A suicide from one of their flock.\"\" Winesap introduces Angel to the client",Mr Luis Cyphre (Robert De Niro).Cyphre asks for identification. Fans spin. Cyphre takes his time checking the ID,but is satisfied. Angel inquires how they found him,"Cyphre interrupts with a question \"\"Do you know Johnny Favourite?\"\" A singer.Angel explains he is a small timer on the job"
Babette's Feast,1987,103,Drama,7.8,Gabriel Axel,Karen Blixen,Gert Bastian,Jean-Philippe Lafont,Jarl Kulle,Jarl Kulle,"The elderly and pious Protestant sisters Martine (Birgitte Federspiel) and Philippa (Bodil Kjer) live in a small village on the remote western coast of Jutland in 19th-century Denmark. Their father was a pastor who founded his own Pietistic conventicle. With their father now dead and the austere sect drawing no new converts, the aging sisters preside over a dwindling congregation of white-haired believers.","","",""
Deadly Prey,1987,88,Action,5.0,David A. Prior,David A. Prior,David Campbell,Cameron Mitchell,Leo Weltman,William Zipp,"Colonel Hogan rents his mercenaries out to anyone with the right price. This time it's businessman Michaelson. A deal is struck, and Hogan recruits new troops. For training, he orders his troops to kidnap innocent people, take them to the forest and hunt them. Unfortunately this time, they picked the wrong guy, Mike Danton. Danton, a Vietnam veteran, is ambushed while taking out the trash. Taken to the forest, he is stripped to his shorts, greased up and told to run. The mercenaries hunt Danton, but are meticulously picked off one by one. The troops report this to Colonel Hogan, who sends a task force with his best man, Lieutenant Thornton. One of this elite combat unit is Jack Cooper. Cooper and Danton realize who each other are while trying to kill each other. Cooper has not seen Danton since he took a bullet for him in 'Nam. With his new-found friend, Danton continues to punish the mercenaries, and get back to his wife Jaimey. Like all good villains, Hogan uses Danton's family against him, but this angers Danton. After storming the military training camp Danton arms himself up, tosses a lock, and destroys all traces of Hogan's mercenaries.","murder, cult, violence, absurd, action, revenge, entertaining",train,wikipedia
Intervista,1987,105,Comedy,7.0,Federico Fellini,Federico Fellini,Maurizio Mein,Marcello Mastroianni,Antonio Cantafora,Sergio Rubini,"Interviewed by a Japanese TV crew for a news report on his latest film, Fellini takes the viewer behind the scenes at Cinecittà. A nighttime set is prepared for a sequence that Fellini defines as “the prisoner’s dream” in which his hands grope for a way out of a dark tunnel. With advancing age and weight, Fellini is finding it difficult to escape by simply flying away but when he does, he contemplates Cinecittà from a great height.","","",""
A Taxing Woman,1987,127,Comedy,7.2,Jûzô Itami,Jûzô Itami,Hideo Murota,Kinzô Sakura,Yasuo Daichi,Hajime Asô,"A female tax auditor, Ryōko Itakura, inspects the accounts of various Japanese companies, uncovering hidden incomes and recovering unpaid taxes.","","",""
Night of the Demons,1988,90,Comedy,6.1,Kevin Tenney,Joe Augustyn,Harold Ayer,Hal Havins,Donnie Jeffcoat,Lance Fenton,"\"Some dumb teenagers are celebrating Halloween big time; one of them, with a piggy mask, for no apparent reason, decides to show off his huge naked rear to an elderly man (Harold Ayer) who is slowly going back to his home. The old man swears about the teenagers. Somebody is lurking in the shadows and approaching him: it's a handsome young man who scares him with a fake rat. With the scare, all the convenience store items which the old man has bought, fall to the ground. A pretty female teenager offers to help the old man, but he scares her away with a torrent of insults; when he is left alone, the old man laughs threateningly, saying that all the damn children will be sorry, and he picks up first a red apple and then some Gillette razor blades.The girl, Judy (Cathy Podewell) arrives home in anger and slams the door. She asks her mother (Karen Ericson) whether Jay (Lance Fenton) has called her, and her mother says he didn't. Sal (William \"\"Billy\"\" Gallo) has been the one who called",but Judy is not interested in him. When Jay finally does call,he tells her that her efforts to get money for the poor are useless and that they have changed their plans to enjoy the night,"so that they will go to Angela (Amelia \"\"Mimi\"\" Kinkade)'s party instead. Judy dislikes Angela"
Roxanne,1987,107,Comedy,6.6,Fred Schepisi,Edmond Rostand,Damon Wayans,Steve Martin,Michael J. Pollard,John Kapelos,"\"C.D. \"\"Charlie\"\" Bales",the fire chief of the small ski town of Nelson,British Columbia is intelligent,humorous
Throw Momma from the Train,1987,88,Comedy,6.3,Danny DeVito,Stu Silver,Danny DeVito,Branford Marsalis,Rob Reiner,Bruce Kirby,"Novelist Larry Donner (Billy Crystal) struggles with writer's block due to his resentment towards his ex-wife Margaret (Kate Mulgrew), who stole his book and garnered mainstream success and critical acclaim with it. Owen Lift (Danny DeVito) is a timid, middle-aged fellow who still lives with his overbearing, abusive and paranoid mother (Anne Ramsey). Owen fantasizes about killing his mother but can't summon the courage to bring his desires into fruition. As a student in Larry's community college writing class, Owen is given advice by Larry to view an Alfred Hitchcock film to gain some insight into plot development for his mystery stories. He sees Strangers on a Train, in which two strangers conspire to commit a murder for each other, figuring their lack of connection to the victim will, in theory, establish a perfect alibi. Having overheard Larry's public rant that he wished his ex-wife dead, Owen forms a plan to kill Margaret, believing that Larry will, in return, kill his mother.","","",""
Crime Zone,1988,96,Action,4.5,Luis Llosa,Daryl Haney,Michael Shaner,David Carradine,Alfredo Álvarez Calderón,Jorge García Bustamante,"In the fictional country Soleil, a brutal police state at war with Frodan, the government sets up a criminal, Hector, who walks into a police trap. Hector is captured alive at the behest of the police chief and is executed live on television after a brief show trial. Bone, who has recently lost his job at a cryogenics facility for not showing the proper respect to authority, meets Helen, a woman forced into prostitution at the government-sanctioned whorehouse. They are immediately attracted to each other and begin an illegal romance despite several close calls with the police. Bone's friend Creon becomes jealous of their relationship and demands that Bone share Helen with him; disgusted, Bone refuses, and they eventually come to blows over Creon's behavior.","","",""
Lucky Stiff,1988,82,Comedy,4.6,Anthony Perkins,Pat Proft,Leigh McCloskey,Andy Wood,Charles Frank,Joe Alaskey,Prologue,"","",""
The BFG,1989,91,Drama,6.7,Brian Cosgrove,Roald Dahl,Frank Thornton,Jimmy Hibbert,David Jason,Don Henderson,"As the book starts, a young girl named Sophie lies in bed in an orphanage. She can’t sleep, and sees a strange sight in the street. A giant man is walking in the street, carrying a suitcase and what looks like a trumpet. He sees Sophie, who runs to her bed and tries to hide. This doesn’t work, and the giant picks her up through the window. Then, he starts to run incredibly fast, until he reaches a large cave, which he enters.","","",""
Cousins,1989,113,Comedy,6.3,Joel Schumacher,Jean-Charles Tacchella,William Petersen,Ted Danson,George Coe,Lloyd Bridges,"Larry Kozinski (Danson) and Maria Hardy (Rossellini) meet at the marriage of Larry's uncle Phil and Maria's mother Edie (Aleandro). Newly made cousins-by-marriage, they find they have more in common than expected as their respective spouses, insecure Tish (Young) and boorish Tom (Petersen) begin an affair. Over a series of ritualized family events, dreamer Larry and repressed Maria decide to exact revenge on their spouses by pretending to have an affair themselves. Their good-natured plan takes on unexpected gravity when they learn not only are they great friends, but they realize they're falling in love with each other.","","",""
Erik the Viking,1989,107,Comedy,6.1,Terry Jones,Terry Jones,Tsutomu Sekine,Tim Robbins,Mickey Rooney,Gary Cady,"The film is based largely upon Norse mythology. In the film's opening scene Erik (Tim Robbins), a young Viking, discovers that he has no taste for rape and pillage, and suffers guilt over the death of Helga (Samantha Bond), an innocent woman.","","",""
Metamorphosis,1990,96,Horror,4.0,George Eastman,George Eastman,David Wicker,Jason Arnold,Harry Cason,Gene LeBrock,=== Part I ===,"","",""
Moon 44,1990,98,Action,5.0,Roland Emmerich,Dean Heyde,Mehmet Yilmaz,Brian Thompson,Malcolm McDowell,Jochen Nickel,"By 2038, all of Earth's natural resources have been depleted. Multinational corporations have taken control of the galaxy and rival companies battle each other for access to mining planets. A major battle is for Moon 44, a fuel mining operation in the Outer Zone. It is the only installation still controlled by the Galactic Mining corporation. Moons 46, 47 and 51 have recently been overtaken by the Pyrite Defense Company's battle robots. Galactic Mining had its own defence system, helicopters capable of operating in the violent atmospheres of the moons, but it was cancelled as too many pilots died while in training. The company sends new navigators to Moon 44 to assist the pilots. However, there is still a shortage of pilots, so the company is forced to use prisoners. Galactic Mining regards its fleet of mining shuttles as even more important, so if the base is attacked, the shuttles are ordered to leave the crews behind.","","",""
Mystery Train,1989,110,Comedy,7.5,Jim Jarmusch,Jim Jarmusch,Joshua Elvis Hoch,Cinqué Lee,Rufus Thomas,Masatoshi Nagase,"The film consists of three stories that take place on the same night in downtown Memphis. The three stories are linked together by the Arcade Hotel, a run-down flophouse presided over by the night clerk (Screamin' Jay Hawkins) and bellboy (Cinqué Lee), where the principal characters in each story spend a part of the night. Every room in the hotel is adorned with a portrait of Elvis Presley.","","",""
The Package,1989,108,Action,6.4,Andrew Davis,John Bishop,Tommy Lee Jones,Ron Dean,Nathan Davis,John Heard,"\"The film follows Tommy Wick (Steve Austin), a man tasked with delivering a mysterious package to \"\"The German\"\" (Dolph Lundgren)",a dangerous crime lord. Along the way Wick is attacked repeatedly by a rival gang that wants what he is carrying,eventually he discovers that his cargo is not what he was initially thought it was.,""
