title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Indiana Jones and the Temple of Doom,1984,118,Action,7.5,Steven Spielberg,Willard Huyck,Chua Kah Joo,Ric Young,Roy Chiao,Philip Stone,"\"1935. At the Club Obi Wan in Shanghai, Indiana Jones and his pal Wu Han (masquerading as a waiter) encounter crime boss Lao Che, who is seeking the remains of Nurhachi, an ancient emperor from the Ming Dynasty. When the deal goes down, Che tries to poison Indy, but chaos ensues, leading to a running gun battle and pursuit by Lao Che and his henchmen, a chase that sweeps up local torch singer Wilhemina \"\"Willie\"\" Scott. The getaway car is driven by Indiana's ward and sidekick",Short Round,a 10 year old Chinese boy with a cocky personality. At the nearby Nang Tao airport,Indiana escapes from Shanghai aboard a cargo plane -- though he fails to see that the plane belongs to Lao Che himself.En route to India
The Philadelphia Experiment,1984,102,Drama,6.1,Stewart Raffill,Michael Janover,Michael Currie,Kene Holiday,Michael Paré,Eric Christmas,"In 1943 United States Navy sailors David Herdeg (Michael Paré) and Jim Parker (Bobby Di Cicco) are assigned to the destroyer escort USS Eldridge during a project to make it invisible to radar. The ship is in Philadelphia harbor, filled with equipment from a team led by James Longstreet (Eric Christmas). During the experiment the equipment begins malfunctioning. Observers simply see the ship disappear but sailors on board experience a bizarre and disorienting phase shift. David and Jim try to shut down the generator to stop the experiment but receive severe electric shocks when they touch the equipment. The two men jump overboard to escape.","","",""
The Razor's Edge,1984,128,Drama,6.4,John Byrum,W. Somerset Maugham,Denholm Elliott,Peter Vaughan,Saeed Jaffrey,Brian Doyle-Murray,"Maugham begins by characterizing his story as not really a novel but a thinly veiled true account. He includes himself as a minor character, a writer who drifts in and out of the lives of the major players. Larry Darrell's lifestyle is contrasted throughout the book with that of his fiance's uncle, Elliott Templeton, an American expatriate living in Paris and a shallow and unrepentant yet generous snob. For example, while Templeton's Roman Catholicism embraces the hierarchical trappings of the Church, Larry's proclivities tend towards the 13th-century Flemish mystic and saint John of Ruysbroeck.","","",""
A Soldier's Story,1984,101,Drama,7.2,Norman Jewison,Charles Fuller,Art Evans,Dennis Lipscomb,Adolph Caesar,Robert Townsend,"\"The time is 1944 during World War II. Vernon Waters (Adolph Caesar), a master sergeant in a company of black soldiers, is very drunk and staggering along a road along Fort Neal, a segregated Army base in Louisiana. Waters' last words amidst his raucous laughter were \"\"They still hate you! They still hate you!\"\" before he is shot to death with a .45 caliber pistol.","","",""
Streets of Fire,1984,93,Action,6.7,Walter Hill,Walter Hill,Bill Paxton,Rick Moranis,Michael Paré,Rick Rossovich,"\"The movie opens with the borough of Richmond preparing for the concert of hometown girl turned star Ellen Aim. As the concert begins, bikers in black leathers ride into town.Inside the concert venue, the young and sexy Ellen Aim begins her performance, singing with the pounding of music and the backdrop of a light show. The shadowed figures of the motorcycle gang enter the crowd and push their way towards the stage. They wait there, watching the show, and waiting, unmoving as the crowd around them rolls like an ocean with the music.As the first set ends, the bikers charge the stage and grab Ellen Aim. The band and other members of the crowd fight to save her, but the bikers handle them with brutal efficiency. The gang makes it outside and ride away with a screaming Ellen in tow. It is pandemonium out in the streets.Reva Cody writes her brother Tom to come home. He is recently released from the army and boards a train.Reva is working in her diner when a gang of young preps bust in. Reva tells them to get lost, but they don't take kindly to that, threatening her and her joint. Tom is there. He stands up and takes off his jacket. The gang confronts him. He rather easily and comically punches out their leader and then uses a coat rack to take knock the rest of them out the front window. They scatter, and Tom takes their car. Reva is glad to have him back.Reva tells Tom about Ellen being kidnapped by the Bombers. He is mad that Ellen is dating her manager and that Reva thinks he should rescue her. He stomps off to the bar. There he meets McCoy, a tomboy and former soldier. McCoy asks to bunk with him since she doesn't have a place to stay. Tom offers her his sister's couch.Getting into bed, Tom looks at some old pictures he has of Ellen from when they dated. He thinks about her and changes his mind.The next day Tom finds a buddy who has some guns for him. Tom arrives at the diner to meet with Billy Fish, Ellen's manager and new boyfriend. Billy is a four-eyed geek in a bowtie who thinks money makes him better than everyone else. He has serious doubts about Tom's ability to rescue Ellen. Tom demands 10 grand as payment for the task. Billy is fine with that. Tom insists Billy accompany him because Billy knows his way around the Battery, which is where the Bombers are keeping Ellen. Billy refuses but ultimately relents because he needs Ellen back.McCoy asks to join since she needs the money. Billy tells her to take a walk. Perhaps amused by the obvious contempt the two have for each other, Tom agrees to let McCoy in for 10%. As a former motor pool worker, McCoy gets to drive. They hop in the car and take off for the battery. McCoy and Billy continue to verbally spar during the ride.At the Battery, a band is playing at a biker joint called Torchies while gals in black fishnet stockings dance the bar. The leader of the Bombers, Raven, goes into a room where Ellen is tied to the bed. Raven explains that he will let Ellen go after the two of them \"\"fall in love for a little while.\"\" Ellen refuses his advances. He eventually leaves.Tom","McCoy and Billy are approaching Torchies. The plan is for Tom to enter Torchies topside while McCoy goes in the ground floor and makes her way up. Billy is to wait 15 minutes then pick them up. Tom gets into position on the roof across the street while McCoy makes her way inside the bar. McCoy runs into a biker who she talks into taking her upstairs. The biker enthusiastically takes her into a \"\"party room\"\" and then tries to get it on with her. She knocks him out with her pistol. She then busts into a room where the head Bombers",including Raven,are playing cards. She holds them at gunpoint.Tom is watching bikers perform jumps in front of the bar until he sees Ellen tied to a bed inside Torchies. He then starts shooting motorcycles
Urusei Yatsura 2: Beautiful Dreamer,1984,90,Comedy,7.4,Mamoru Oshii,Mamoru Oshii,Shigeru Chiba,Akira Murayama,Issei Futamata,Shinji Nomura,"\"Tomobiki-cho High School is preparing for the big school festival, with class 2-4 made up as a WWII-style cafe. Shutaro Mendo has even agreed to allow a Leopard tank of his family's to be placed into the room (though how it got put in there in the first place, noone can say). However, Ataru Moroboshi's lechery causes Lum to become angered, and her electrical energy ends up almost destroying the nearly-complete cafe.Due to the intensive work to get the cafe ready by the school festival's opening day, the group stays overnight to finish work. Lum and Shinobu prepare tea, and meet with nurse Sakura. The conversation soon drifts to talk about the men in their lives, and Lum speaks of her wish to live happily ever after with Ataru (whom she refers to as Darling).Mendo and Ataru meanwhile, have gone out to pick up food. On their way back to the school, they witness a strange street band out and about at such a late hour.The next day, teacher Onnsen-Mark comes to work, looking disheveled. Sakura sends him home with some tranquilizers to allow him to sleep. Later on in the day, Sakura realizes she gave Onnsen-Mark laxatives instead, and rushes to his place to tell him. However, she instead finds him in his apartment, filled with dust and overgrowth as if it hasn't been inhabited for years.Sakura takes Onnsen to a small cafe, where he explains that he feels like time is repeating itself. Sakura explains that he must be overworked, but soon, neither can recall what the day is. They then head back to the high school, where they eerily see the previous days' events play out in classroom 2-4.Onnsen then orders the school to be vacated and sends everyone home. Almost everyone attempts to get home, but strangely, find their way barred or find themselves returned to the school.Sakura attempts to call Onnsen at the school, but receives no response. She then takes a taxi, but soon comes into a strange conversation regarding time and space with the cab driver. Sakura suspects that there is more to this driver than meets the eye, but before she can react using her spirit scepter, a flash of light appears, and the driver appears to be normal.With no way to go home, everyone convenes at the Moroboshi residence where Ataru and Lum are (who happen to be the only ones who made it home). It is here that Lum's cousin Ten also shows that he was given a strange little pig by an unknown person. The pic looks rather odd, and has a little tag around its neck with the letter \"\"C.\"\"The next day",strange things begin happening on the way to school. Ataru (unnoticed) sinks into a puddle of water,and pops up in the school swimming pool,along with Mendo's tank. Shinobu encounters a strange vision regarding wind chimes as well. That evening
Fair Game,1986,86,Action,5.9,Mario Andreacchio,Rob George,Tony Clay,David Sandford,Don Barker,Peter Ford,"Valerie Plame is employed by the Central Intelligence Agency, a fact known outside the agency to no one except her husband and parents. She is an intelligence officer involved in a number of sensitive and sometimes dangerous covert operations overseas.","","",""
Re-Animator,1985,84,Comedy,7.2,Stuart Gordon,H.P. Lovecraft,Robert Sampson,Jeffrey Combs,Gerry Black,Bruce Abbott,"\"At University of Zurich Institute of Medicine in Switzerland, Herbert West brings his dead professor, Dr. Hans Gruber, back to life. There are horrific side-effects, however; as West explains, the dosage was too large. When accused of killing Gruber, West counters: \"\"I gave him life!\"\"","","",""
The Delta Force,1986,125,Action,5.6,Menahem Golan,James Bruner,Lee Marvin,Martin Balsam,Chuck Norris,Bo Svenson,"Operation Eagle Claw is being aborted after a fatal helicopter crash, with the U.S. Delta Force evacuating to their C-130 transports. Among them is Captain Scott McCoy (Chuck Norris), who, against orders, rescues his wounded comrade, Peterson (William Wallace), from the burning helicopter before the team finally evacuates. McCoy expresses his disgust for the politicians and the military hierarchy that forced the mission to launch despite the risks, and announces his resignation.","","",""
Fire with Fire,1986,103,Drama,6.4,Duncan Gibbins,Bill Phillips,Craig Sheffer,D.B. Sweeney,Tim Russ,J.J. Cohen,"Following a grueling day of work, firefighter Jeremy Thomas Coleman and his co-workers contemplate ending the day with a case of 35-year-old Scotch. When Jeremy enters a convenience store to buy snacks, he witnesses the clerk and his son being brutally murdered at the hands of Hagan, an Aryan Brotherhood crime boss. After Jeremy narrowly escapes with his life, police detective Mike Cella, whose old partner was murdered by Hagan while they pursued him in a different case, sees an opportunity to bring justice. Hagan is arrested and Jeremy identifies him in a line up; however, Hagan demonstrates that he knows full well that Jeremy is behind the two-way mirror by reciting Jeremy's full name, address and social security number.","","",""
Millionaires' Express,1986,98,Action,6.9,Sammo Kam-Bo Hung,Sammo Kam-Bo Hung,Eric Tsang,Sammo Kam-Bo Hung,Kenny Bee,Biao Yuen,"Ching Fong-Tin (Sammo Hung) goes to Russia to steal goods from the Russian soldiers. Unfortunately he is caught and the soldiers make him strip his clothes down to his underwear. They force him to wear a brassiere and the head of a mop as a wig, and he is made to dance for their amusement. However, he makes his escape, grabbing his grenades as he goes, and throws one into the cabin. Fook Loi (Kenny Bee) catches Ching and lectures him about his crimes. Ching tries to escape, but in the scuffle, he and Fook end up rolling into a snowball. In the final moments after they both got out of the snowball, Fook tries to look for Ching and is taken by surprise when he jumps down from a tree, grabs his clothes and rushes off back to his hometown.","","",""
Jean de Florette,1986,120,Comedy,8.1,Claude Berri,Marcel Pagnol,Gérard Depardieu,Jean Maurel,André Dupon,Yves Montand,"The story takes place outside a small village in Provence, France, shortly after the First World War. Ugolin Soubeyran (Auteuil) returns early in the morning from his military service and wakes up his uncle César (Montand), called in the local dialect 'Le Papet' meaning grandfather. Ugolin stays only briefly to talk, as he is eager to get to his own place farther up in the mountains. Here he throws himself into a project that—at first—he keeps secret from Papet. He eventually reveals that the project consists of growing carnations. Papet is at first skeptical, but he is convinced when the flowers get a good price at the local market. They decide the project is worthy of expansion, and together they go to see the neighboring farmer known as Pique-Bouffigue, to buy his land.","","",""
Kin-dza-dza!,1986,135,Comedy,7.9,Georgiy Daneliya,Georgiy Daneliya,Stanislav Lyubshin,Anatoliy Serenko,Levan Gabriadze,Lev Perfilov,"\"The film is set in 1980s Moscow. Uncle Vova, a generic but gruff construction foreman is relaxing at home after a stressful day at work. His wife asks him to buy some groceries so Vova goes out to the nearest store. Standing right in the city centre on Kalinin Prospekt, a barefoot man dressed in a tattered coat appeals to anyone with a strange request: \"\"Tell me the number of your planet in the tenture? Or least the number of your galaxy in the spiral?\"\". Uncle Vova and a young Georgian student with a violin (The Violinist)","stop and talk to the strange man. During a short conversation the stranger shows them a teleportation device – \"\"traveler\"\". Uncle Vova decides to test the veracity of the stranger's story and",despite the stranger's warnings,"presses a random button on the device. Suddenly Uncle Vova and the Violinist find themselves transported to the planet \"\"Pluke\"\" in the \"\"Kin-dza-dza\"\" galaxy."
Matador,1986,110,Drama,6.9,Pedro Almodóvar,Pedro Almodóvar,Luis Ciges,Nacho Martínez,Eusebio Poncela,Antonio Banderas,"Diego Montes (Nacho Martínez) is a bullfighter, forced into early retirement by a goring, and in the opening scene he finds sexual gratification viewing Slasher film. In retirement he teaches bullfighting, and among his students is Ángel, a diffident young man who suffers from vertigo. During one episode of vertigo in the practice ring, the scene cuts from Ángel to a woman killing a man during sex with a pin she was wearing in her hair, striking at the base of the neck between the shoulder blades, as a matador kills a bull. After class, Diego asks Ángel if he is homosexual, noting that he is not experienced with women. Ángel says he is not and vows to prove himself. Later that day, Ángel attempts to rape Eva (Eva Cobo), a model who is both his neighbour and Diego's girlfriend. As she is leaving him, she trips in the mud and gashes her cheek. At the sight of her blood, Ángel faints.","","",""
Peggy Sue Got Married,1986,103,Comedy,6.4,Francis Ford Coppola,Jerry Leichtling,Kevin J. O'Connor,Jim Carrey,Wil Shriner,Nicolas Cage,"Peggy Sue Bodell sets off for her 25-year high school reunion in 1985 with her daughter, Beth, as company. Peggy has just separated from her high school sweetheart, now husband, Charlie, and is wary of attending the reunion because of everyone questioning her about his absence as they have been married since Peggy became pregnant right after graduation.","","",""
Sid and Nancy,1986,112,Drama,7.0,Alex Cox,Alex Cox,Gary Oldman,Xander Berkeley,Sy Richardson,Sandy Baron,"The film opens on 12 October 1978, with several police officers dragging Sid Vicious (Gary Oldman) out of the Hotel Chelsea following the death of his girlfriend, Nancy Spungen (Chloe Webb). Sid is soon driven to a police station and upon arrival is asked to describe what happened. Police officers become frustrated when Sid is visibly troubled and unable to speak.","","",""
Tampopo,1985,114,Comedy,7.9,Jûzô Itami,Jûzô Itami,Ken Watanabe,Hideji Ôtaki,Kinzô Sakura,Yoshi Katô,"A pair of truck drivers, the experienced Gorō and a younger sidekick named Gun, stop at a decrepit roadside ramen noodle shop. Outside, Gorō rescues a boy who is being beaten up by three schoolmates. The boy, Tabo, turns out to be the son of Tampopo, the widowed owner of the struggling business, Lai Lai. When a customer called Pisken harasses Tampopo, Gorō invites him and his men to step outside. Gorō puts up a good fight, but outnumbered by Pisken and his men, he is knocked out and wakes up the next morning in Tampopo's home.","","",""
The Care Bears Adventure in Wonderland,1987,80,Comedy,5.7,Raymond Jafelice,Peter Sauder,John Stocker,John Stocker,Colin Fox,Dan Hennessey,"In Care-a-lot, the Care Bears are visited by the White Rabbit, the uncle of Swift Heart Rabbit. The White Rabbit gives the Care Bears the task of finding the missing Princess of Heart, who is to be crowned queen in Wonderland, otherwise the villainous Wizard of Wonderland will gain the throne. Tenderheart, Grumpy, Good Luck, Brave Heart, Lotsa Heart, Swift Heart and the White Rabbit search all over the world for the Princess, but to no avail. Grumpy is pointed to a girl who resembles the Princess, Alice. The Care Bears decide that Alice could act as the Princess until the real one is found. The group is separated by the power of the Wizard, forcing Grumpy, Swift Heart and the White Rabbit to use a rabbit hole to reach Wonderland.","","",""
From the Hip,1987,111,Comedy,6.1,Bob Clark,Bob Clark,Dan Monahan,Edward Winter,Darren McGavin,Allan Arbus,"\"Fresh out of law school, Robin \"\"Stormy\"\" Weathers (Judd Nelson) cannot stand the tedium of case filing and research. Desperately wanting to \"\"practice law\"\" and go to trial",one morning he intentionally withholds the fact that a trial is scheduled to begin that very afternoon to compel his superiors to let him try the case because he is the only one familiar with the facts of the case. During his meeting with the client (the president of a bank who intentionally struck another banker),"the banker declares the \"\"simple assault case\"\" to be a no-winner (explaining that he hits people all the time)",but wants the one-day trial to somehow be stretched to three days to run up the other banker's court fees.
Ghost Fever,1986,86,Comedy,3.4,Lee Madden,Oscar Brodney,Myron Healey,Pepper Martin,Joe Frazier,Sherman Hemsley,"Buford (Sherman Hemsley) and Benny (Luis Ávalos) are two Greendale County, Georgia police officers sent to serve an eviction notice for an historic plantation. Two ghosts named Andrew Lee (Myron Healey), a former owner of the plantation, and Jethro (also played by Hemsley), a former slave, decide to prevent their old home from being foreclosed upon.","","",""
Wings of Desire,1987,128,Drama,7.9,Wim Wenders,Wim Wenders,Lajos Kovács,Bruno Ganz,Sigurd Rachman,Hans-Martin Stier,"\"Note: This film was shot in black/white and color. The Angels cannot see color. Therefore, when the shot is from the angels' point of view, the shot is black and white, and when the shot is from a human point of view, it is in color. There is much poetic language used in this film that simply cannot be properly conveyed.Damiel (Bruno Ganz) is writing on a paper, When the child was a child. He goes through a series of statements about when children were children: what they thought, how they acted, etc. Then, the opening credits appear. It fades to a scene of the sky, then a close-up of a human eye, then a bird's eye view of Berlin.Damiel is looking over the city from atop a large statue. He has wings, but they disappear only a few seconds into the scene. He can hear the people below, but only the children can see him. There is a quick shot of a flapping wing, and then we see one man walking with a baby. While we see this, Damiel speaks about wanting to see color and feel alive.We hear the thoughts of a woman on a bicycle. Damiel is on an airplane, passing through the aisle. He stops to see a little girl. Then, he focuses on Peter Falk (as himself). People's voices are heard.Peter talks to himself about the writer's block he is having over his script. Peter speaks in English. A shot of Berlin is shown from the airplane's view. We hear various radio stations as we see the radio tower over Berlin. The camera pans into an apartment, and we hear various people's thoughts. Many of the things we hear are typical thoughts, or people's problems.Again, Damiel starts to think, When the child was a child. This time he is wondering what children think about. We follow Damiel around his daily routine. First, we fly once more over the city, listening to an ambulance. Then we see the pregnant woman inside the ambulance. We hear the pregnant woman's thoughts. Then, we hear the thoughts of the people in the cars around the ambulance.Damiel sits in a car with Cassiel (Otto Sander). They discuss their log books for the day. As Cassiel speaks, Damiel focuses on a couple embracing each other on the sidewalk. Damiel tells his works of the day to Cassiel. He says how wonderful it is to live for eternity and to hear people's spiritual thoughts. But, he wishes that he could live day by day, be greeted by strangers, and be able to say now, instead of eternity, to do things in pretense. All the wonderful things of living, even things like a fever and black fingers from reading the newspaper, are things that Damiel wants to experience. Then, woman on the sidewalk tells her husband about how she would like to own the convertible in which Damiel and Cassiel are sitting.We move to the library, which is full of noise and full of people's thoughts. There are many other guardian angels there, looking over the shoulder of their selected people. The angels recognize each other and nod hello to one another. Damiel picks up a pencil in spirit, and carries it around with him. Cassiel watches Damiel from a distance. Damiel runs into an old man (Curt Bois). Even though he is old, he wants to tell his story again.Damiel gets on the subway. He scans the people while hearing their thoughts. He sits down next to a man in dire straits. The man feels like life is no longer worth living. Damiel sits down next to him and touches his shoulder. Suddenly, the man's attitude changes and he is ready to solve his problems. He watches two children use a magnet to dig for change in the drain, and then goes to visit the traveling circus.Marion (Solveig Dommartin) practices a new routine on the trapeze. The ringleader criticizes her, but Marion only complains about how difficult it is to perform with her feather wings on. She speaks French, but it is sometimes mingled with German.The film suddenly turns from black and white to color, and we know that we are now watching from Marion's instead of Damiel's perspective. Marion swings on the trapeze. The film transfers back to black and white and a man comes in to say that the circus is broke and must pack up for the season. We hear Marion's thought that tonight is a full moon, the last night of her old performance. She thinks that a trapeze artist always breaks her neck on the night of the full moon. We hear Marion's deep thoughts about her unhappy disposition. She sits outside with her thoughts. She wants someone to love, and to love her, someone to depend on. When she was little, she wanted to live alone on an island, gloriously alone. She doesnt have an identity, and no where to go like a small animal in the forest.She retires to her trailer and puts on a record. Marion sits on her bed as Damiel watches her. She asks herself what she should do now. She thinks about staying in Berlin. She thinks about her final night this evening. She thinks, I think as if I'm talking to someone else. Meanwhile, Damiel looks at the pictures on Marion's mirror. Marion starts to change her clothes. Damiel reaches over to touch her, but he can't because he is not human. Marion says she is looking for the will to love. The film turns to color as she puts on her robe. She juggles three apples, and laughs.Back in b/w film, Damiel comes across a bridge to a motorcycle/car accident. A man sitting on the sidewalk has suffered from a concussion. Damiel holds the man's head, and talks to him. The man starts repeating what he says. Damiel gets up and walks away, and the man is still talking in the background. We hear another man's voice taking over the words of the other man as Damiel walks away. Damiel gets on the train. The voice continues as we see Damiel sitting on a statue overlooking Berlin once again.Cassiel is standing over the old man in the library. The man is surrounded by globes, and he analyses the movement of the solar system. He talks about how the world is changing and fading into dusk. We see him look in a book and reminisce about the past. In the past, he looked up to the warriors and heroes, but now he just lives one day at a time. As the old man reminisces, we see real footage from after the war. Men and women are passing by the ruins in the street. Lots of pictures of dead people and babies on the street, all piled up one-by-one next to each other. Cassiel is looking over the old man's shoulder again. The old man wonders why we cannot just have peace but always war. If he gives up, mankind won't have a storyteller, and humans will forget their childhood.Meanwhile, Damiel sits atop the large guardian angel sculpture monument. The old man walks through a desolate place on the East side of the Berlin wall. He reminisces about what once stood in those places. He is in disbelief that Potsdamer Platz once stood there. Then, he points out where the café Josti used to stand. As he reminisces, we see historical footage of the area. The footage cross-cuts back to the old man and Cassiel. He talks about how the times changed. The flags started appearing, the people or the police were no longer friendly. He will not stop telling his story until the Potsdamer Platz is found again. He sits down in an old chair in the middle of the desolate field, and scratches his head. The old man asks where are the heroes and the children, where are the ones that listen to his stories? We hear helicopters overhead.The old man plays a little musical toy on a street corner. He smiles to himself, and is still reminiscing and looking back on what has happened to society. Cassiel is looking over a railroad and street from atop a building. He finds a young girl who is prostituting herself to escape from her family. She thinks to herself that she needs Klaus because he will take care of her. But, Klaus can't take care of her, she thinks, because he is dead.A car pulls out of a garage. The driver thinks about how there are still so many borders everywhere. He drives through the streets with Cassiel in the car. The German people have divided into as many states as there are individuals, the man thinks to himself. He poetically talks about borders. Again we see real footage of cleanup after the war, from the perspective of a passenger in a car driving by. The driver thinks a little more about the difficult border that the people face today. He pulls into a center.We hear Peter Falk talking from outside the car. He is telling a young boy about the new movie plot. They are making a movie about Hitler, and Peter asks the boy if the plot sounds plausible. A woman takes pictures, and Peter yells at her that they have enough pictures already. He complains to his assistant that he is wearing a dumb-looking hat. They go inside the old building where the movie is being filmed and dig through the hat bin to find the right look for him. He says that wants a hat that makes him look like an anonymous German. He tries on hats in front of a mirror on a movie set, while Cassiel is still watching him.Damiel is also there, but he is watching from the second floor. After Peter Falk finds the right hat, we see all the extras sitting around. Peter compares himself to Columbo. Then, he thinks about dinner, and wonders whether Germans make a certain food or not. The angels look around the room, listening to people's thoughts. Damiel focuses on a woman who is thinking about the past. The scene changes to a historical film, showing the work of the Rubble Women cleaning up all the bricks after the war. She thinks about a house that was half destroyed. We see Damiel again, coming out of the reminiscence.Peter comes up and asks the woman if he can draw her. She allows him. He sketches her, and thinks to himself about her face. He considers what the term \"\"extra\"\" implies; these people are extra people. The woman wonders if he will give her the picture. Peter focuses on his drawing once more.The movie starts filming. Two men are fighting. Cassiel observes as Peter asks the director if the latter has time for an interview with a Berlin television station. The director tells the interviewers that he can do the interview now. Cassiel and Damiel are both listening to Peter's thoughts as he walks away.Damiel says to Cassiel","\"\"Come","I'll show you something else.\"\" They go to the traveling circus where Marion works. The audience is filled with children. A bunch of costumed people come out to entertain",and the little girl sitting next to Damiel keeps talking with him. Cassiel stands at the back of the tent observing. As the performance goes on
Man on Fire,1987,92,Action,5.8,Élie Chouraqui,A.J. Quinnell,Jonathan Pryce,Scott Glenn,Inigo Lezzi,Giancarlo Prati,"\"In 2003, burnt-out ex-CIA(SAD/SOG) Paramilitary operations officer and former U.S. Marine Corps Force Reconnaissance officer John Creasy (Denzel Washington) visits his old comrade Paul Rayburn (Christopher Walken), who runs a security firm in Mexico. Because of the extremely high rate of kidnappings in Mexico City for ransoms, wealthy businessman Samuel Ramos (Marc Anthony) hires Creasy through Rayburn to guard his nine-year-old daughter \"\"Pita\"\" (Dakota Fanning). Samuel",however,is having money problems,and intends to keep Creasy on only long enough to satisfy the requirements to renew his kidnap and ransom insurance on Pita. Creasy suffers from alcoholism
September,1987,83,Drama,6.5,Woody Allen,Woody Allen,Ira Wheeler,Denholm Elliott,Jack Warden,Sam Waterston,"After a failed suicide attempt, Lane has moved into her country house to recuperate in Vermont. Her best friend, Stephanie, has come to join her for the summer to have some time away from her husband. Lane's brassy, tactless mother, Diane, has recently arrived with her physicist husband, Lane's stepfather. Lane is close to two neighbors: Peter, a struggling writer, and Howard, a French teacher. Howard is in love with Lane, Lane is in love with Peter, and Peter is in love with Stephanie.","","",""
Teen Wolf Too,1987,95,Comedy,3.4,Christopher Leitch,Jeph Loeb,John Astin,Stuart Fratkin,James Hampton,Paul Sand,"\"Todd Howard (Jason Bateman), the cousin of Scott Howard, has recently been accepted into Hamilton University on a full athletic scholarship on the recommendation of Coach Bobby Finstock (Paul Sand), who was Scott's basketball coach at Beacontown High. Finstock's hope is that Todd has the family genes to become a werewolf and turn Finstock's new struggling boxing team into championship contenders. Having never been much good at sports, and because he is more interested in being a veterinarian, Todd is certain that Finstock has the wrong guy. During a meet and greet reception of school alumni, Todd has his first \"\"wolf-out\"\" while dancing with a seductive hostess. At first","Todd is horrified by his \"\"family affliction\"\"",and fellow students begin to harass him. Then,during his first boxing match
Beverly Hills Vamp,1989,88,Comedy,4.0,Fred Olen Ray,Ernest Farino,Tim Conway Jr.,Tom Shell,Ralph Lucas,Eddie Deezen,"\"Three nerds--Brock [Tim Conway, Jr], Russell [Tom Shell], and Kyle [Eddie Deezen] -- want to make a movie. They take their script to Brock's Uncle Aaron Pendleton [Jay Richardson], a \"\"famous\"\" movie director in Hollywood. While Uncle Aaron is reading the script",the boys do a little sightseeing. First stop is a call girl service in Beverly Hills where they meet Madame Cassandra [Britt Eckland] and her girls--Jessica [Debra Lamb],Claudia [Jillian Kesner],and Kristina [Michelle Bauer] --all vampires. Kyle
Friday the 13th: The New Blood,1988,88,Horror,5.2,John Carl Buechler,Daryl Haney,William Butler,John Otrin,Terry Kiser,Kane Hodder,"\"Months after the conclusion of the previous film, 10-year old Tina Shepard (Jennifer Banko) hears her alcoholic father physically abusing her mother. The emotional trauma unlocks Tina's previously latent telekinetic powers, which result in her father's death at the bottom of Crystal Lake.Ten years later, Tina (Lar Park Lincoln) is still struggling with guilt over her father's death. Her mother, Amanda Shepard (Susan Blu), and her doctor Dr. Crews (Terry Kiser) take her from the mental institution that she has been in and out of in the hopes of treating Tina's overwhelming guilt. When in fact, Dr. Crews plans to study and to exploit Tina's abilities by keeping her stress levels high. To make sure they are at their peak, Dr. Crews has them convene at their house at Crystal Lake where her father was killed. Despite suspicions of his true intentions, Tina allows herself to be subjected to the tests.Meanwhile, several teenagers are vacationing in the house next door setting up a surprise birthday party for their friend Michael (William Butler). Included are brainy Maddy (Diana Barrows); perky Robin (Elizabeth Kaitan); science fiction writer Eddie (Jeff Bennett); socialite snob Melissa (Susan Jennifer Sullivan); the stoner David (Jon Renfield); the preppy Russell (Larry Cox) and his girlfriend Sandra (Heidi Kozak); and Ben (Craig Thomas) and his girlfriend Kate (Diane Almeida). Nick (Kevin Blair) is Michael's cousin and aside from that, hardly knows the others. He becomes attracted to Tina and tries to start a relationship with her, despite her initial resistance, she becomes friends with most of the kids and takes strides to return to being \"\"normal.\"\" But her situation and initial spite of Melissa who is also eying Nick cause a great deal of tension.After a particularly stressful session with Dr. Crews",Tina bursts out of the house and makes her way to the dock where her father died. Believing she senses him,she uses her telekinetic powers in an attempt to resurrect him,only to inadvertently free Jason (Kane Hodder) from his imprisonment. She tells her mother and Dr. Crews
Return of the Living Dead II,1988,89,Comedy,5.7,Ken Wiederhorn,Ken Wiederhorn,Dana Ashbrook,James Karen,Thom Mathews,Jason Hogan,"The story begins with a military truck transporting barrels of Trioxin. The soldier, driving the vehicle through a downpour, is unaware when a barrel breaks loose and falls into a river. The next morning, a young boy, Jesse Wilson, is at the cemetery with two local bullies. The trio investigate the Trioxin tank that they find, and Jesse warns them that they should not tamper with it. The bullies trap Jesse in a derelict mausoleum and leave him. They then return to the trioxin tank and release the toxic gas. A van pulls up to the graveyard, introducing the characters Ed, Joey, and Brenda. Ed explains to Joey that they are there to rob graves; Brenda expresses her fears for cemeteries, but Joey assures her that it will be worth their time and leaves Brenda in the van. He heads into the cemetery with Ed. They decide to loot the mausoleum and open the locked doors, releasing Jesse, who immediately runs home. At his home, Jesse watches his older sister, Lucy, doing aerobic exercises to a work-out video; she tells Jesse to do his homework or he will be grounded.","","",""
