title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
The Wild Geese,1978,134,Action,6.8,Andrew V. McLaglen,Reginald Rose,Winston Ntshona,Jack Watson,Richard Burton,Roger Moore,"\"Colonel Allen Faulkner (Richard Burton), a middled-aged British mercenary and former Army officer, arrives in London from Switzerland to meet the rich and ruthless merchant banker Sir Edward Matherson (Stewart Granger). The latter proposes an operation to rescue Julius Limbani (Winston Ntshona), imprisoned former leader of the fictious central African country of Zembalia, who is due to be killed by the military dictator who overthrew him. Limbani, whose people believe he is already dead, is being held in a remote prison, guarded by ferocious African troops known as the \"\"Simbas\"\"",under General Ndofa.Faulkner provisionally accepts the assignment and sets about recruiting his officers,all of whom have worked with him on previous African operations. They comprise:Shaun Fynn (Roger Moore) is a former RAF pilot. He is working as a currency smuggler,but when he realises that he's actually running drugs
Bloodrage,1980,78,Horror,4.7,Joseph Zito,Robert Jahn,Jerry McGee,Buddy Basch,Jimi Keys,James Johnson,"A young man named Richard visits Beverly, a local prostitute, and runs into her boyfriend, a police officer named Ryan, on the way into Beverly's home. Richard and Beverly get into an argument, which ends with Richard accidentally shoving Beverly through a window, killing her. Richard cleans up the scene, evades Ryan when he returns from running errands, and hitchhikes to New York City after disposing of Beverly's body.","","",""
Breaking Away,1979,101,Comedy,7.7,Peter Yates,Steve Tesich,Hart Bochner,Paul Dooley,Jackie Earle Haley,Dennis Christopher,"\"Dave, Mike, Cyril, and Moocher are working-class friends living in the college town of Bloomington, Indiana. Now turning 19, they all graduated from high school the year before and are not sure what to do with their lives. They spend much of their time together swimming in an old abandoned water-filled quarry, but also often clash with the more affluent Indiana University students in their hometown, who habitually refer to them as \"\"cutters\"\"",a derogatory term for locals stemming from the local Indiana Limestone industry and the stonecutters who worked the quarries.,"",""
The Champ,1979,121,Drama,6.8,Franco Zeffirelli,Frances Marion,Stefan Gierasch,Ricky Schroder,Arthur Hill,Jack Warden,"\"Andy \"\"Champ\"\" Purcell (Wallace Beery) is the former world heavyweight champion","now down on his luck and living in squalid conditions with his eight-year-old son \"\"Dink\"\" in Tijuana",Mexico. Champ attempts to train and to convince promoters to set up a fight for him,but his efforts are consistently stymied by his alcoholism. Dink is repeatedly disappointed and let down by his father's irresponsible actions and frequent broken promises to quit drinking
The Marriage of Maria Braun,1979,120,Drama,7.7,Rainer Werner Fassbinder,Pea Fröhlich,Claus Holm,Ivan Desny,Gottfried John,Günter Lamprecht,"The film opens with a portrait of Adolf Hitler hanging on a brick wall. Suddenly an explosion blows a hole through the wall and inside is Maria Braun (Hanna Schygulla) and Hermann Braun (Klaus Lowitsch) about to get married. What is supposed to be a ceremonial and memorable moment for them has turned violent as bombs are going off around them. The setting is Berlin during World War II. As the ceremony is brought to a halt by the bombs, the Priest attempts to leave only to be stopped by Hermann. Separated for a brief moment as bombs continue to rain around them, Maria, Hermann, and Priest take cover on the ground and are finally able to sign their marriage license. After the opening of the credits, we see Marias mother eating a small piece of bread with a tiny drizzle of oil. The economic times are bad. Maria returns after being unable to sell off her wedding dress. However, she does not return empty handed. Amongst the things she brings back is a shaving brush. Then catching a photo of her husband Hermann, she begins to break into tears. Hermann has been sent to the front. With her mother cheering her up, they decide to cook up some potatoes with bacon.","","",""
Love at First Bite,1979,96,Comedy,6.1,Stan Dragoti,Robert Kaufman,Barry Gordon,Bob Basso,Sherman Hemsley,Arte Johnson,"The infamous vampire Count Dracula is expelled from his castle by the Communist government of Romania, which plans to convert the structure into a training facility for gymnasts (the head trainer declares that it will include Nadia Comăneci). The world-weary Count travels to New York City with his bug-eating manservant, Renfield, and establishes himself in a hotel, but only after a mix-up at the airport causes his coffin to be accidentally sent to be the centerpiece in a funeral at a black church in Harlem. While Dracula learns that America contains such wonders as blood banks and discotheques, he also proceeds to suffer the general ego-crushing that comes from life in the Big Apple in the late 1970s as he romantically pursues flaky fashion model Cindy Sondheim, whom he has admired from afar and believes to be the current reincarnation of his true love (an earlier being named Mina Harker).","","",""
Manhattan,1979,96,Comedy,7.8,Woody Allen,Woody Allen,Woody Allen,Victor Truro,Michael Murphy,Michael O'Donoghue,"The film opens with a montage of images of Manhattan and other parts of New York City accompanied by George Gershwin's Rhapsody in Blue, with Isaac Mortimer Davis (Woody Allen) narrating drafts of an introduction to a book about a man who loves the city. Isaac is a twice-divorced, 42-year-old television comedy writer dealing with the women in his life who quits his unfulfilling job. He is dating Tracy (Mariel Hemingway), a 17-year-old girl attending the Dalton School. His best friend, college professor Yale Pollack (Michael Murphy), married to Emily (Anne Byrne), is having an affair with Mary Wilkie (Diane Keaton). Mary's ex-husband and former teacher, Jeremiah (Wallace Shawn), also appears. Isaac's ex-wife Jill Davis (Meryl Streep) is writing a confessional book about their marriage. Jill has also since come out of the closet as a lesbian and lives with her partner, Connie (Karen Ludwig).","","",""
Death Watch,1980,117,Drama,6.6,Bertrand Tavernier,David Compton,Harvey Keitel,Harry Dean Stanton,Bernhard Wicki,William Russell,"The film is set in a future where death from illness has become extremely unusual. When Katherine Mortenhoe (Romy Schneider) is diagnosed as having an incurable disease, she becomes a celebrity and is besieged by journalists. The television company NTV (headed by Vincent Ferriman) offers her a large sum of money if she will allow her last days to be filmed and made into a reality television show – they have already spied on her as she is told of her diagnosis (her doctor is colluding with them) and prepared posters for the show which show her face (to her annoyance when she sees the posters on display before they have contacted her).","","",""
Burial Ground: The Nights of Terror,1981,85,Horror,5.6,Andrea Bianchi,Piero Regnoli,Benito Barbieri,Roberto Caporali,Gianluigi Chirizzi,Simone Mattioli,"\"Professor Ayres obtains a tablet from an ancient Etruscan cave. He proceeds to hack at a cave wall, while a stone mechanism activates behind him. Turning around, he sees a skeletal zombie looming towards him and within seconds, several more catch him and eat him.A group of people arrive at the country mansion where Ayres is staying. They make up of couple Evelyn and George with their 13-year-old son Michael, and other couples Mark and Janet, and Leslie and James. That night, Michael pretends to be asleep and he walks in on Evelyn and George having sex, upon which Evelyn angrily shoos him away. Janet has a nightmare that something terrible will happen but Mark manages to calm her down.The next day, James and Leslie head outside to make out. Mark photographs Janet around the estate, while George shows Evelyn the artifacts that Ayres had unearthed from the caves. In the house, the butler Nicholas and the maid Kathleen witness several bulbs exploding due to some electrical interference.Meanwhile, the countless zombies emerge from the caves and into the countryside. While Janet and Mark make out, a zombie rises from the ground and grabs Janet. They both flee the zombies, as do James and Leslie when they witness one emerging from a stone crypt. Another few zombies encounter Evelyn, George and Michael in the cellar. George attempts to shoot them with his pistol, while Evelyn and Michael escape. They eventually overcome George where they rip him apart and devous his innards.Janets foot is caught in a bear trap in the garden, after which two zombies catch up with them. Mark is grabbed by a zombie and strangled, while the other zombie attacks Janet. James and Leslie arrive and kill the zombies by cracking their heads open with rocks. Evelyn and Michael are caught in the cellar, but Evelyn douses their attackers with flammable paint and sets them alight. All the survivors make it to the mansion and Nicholas lets them inside.Night falls and they barricade the windows and doors, while the zombies utilise the tools from an old shed. Mark sends Kathleen to make sure all the windows are boarded up upstairs but she finds one open. She goes to close it but a zombie throws a knife at her hand, piercing it and nailing it to the window. While screaming in pain, the zombies decapitate her with a scythe. James goes upstairs to the second floor and sees Kathleen's corpse, which he throws out to distract the zombies while he closes the window. The zombies meanwhile hack at the doors of the house with the tools. James and Mark open fire on them with shotguns they find in a closet, killing several of them by shooting them in the head. After a few minutes, with their numbers dwindling, the zombies retreat out of range.During this lull in the siege, Leslie goes to find bandages for Janet's foot but a zombie grabs her by the hair when she passes a window and pulls her towards the sharp edges of the glass, impaling and killing her. Janet is cornered when zombies break through one part of the house, and she repels them using a spear. James and Mark arrive to help her, while Evelyn defends Michael from some zombies with a long dagger. Eventually, they kill the zombies that are inside the masnion and barricade up the room.A while later, Evelyn tells Michael that she's sorry she brought him here, after which she is shocked when he makes incestuous sexual advances on her. She angrily slaps him and he runs away. He stumbles upon Leslie's corpse which reanimates and ambles towards him.Meanwhile, Janet sees the zombies in the courtyard gathering for a second assault on the house and Mark suggests they let them in and hide. Evelyn goes to find Michael, and spots Leslie's blood near the window. Following the trail of blood, Evelyn steps into a bathroom where she is horrified to see the zombie Leslie devouring a dead Michael's arm. After crying over his corpse for a moment, she madly attacks the zombified Leslie, bashing her head against the bathtub and killing the zombie.The zombies use a log as a battering ram to break through the front door, and the group flees upstairs. They hide inside a cupboard while the zombies amble to the top floor. A broken Evelyn joins them and they make their way out of the house. Nicholas falls behind everyone else and meets a zombified Professor Ayres on his way out. Ayres attacks him, ripping his throat out and eating his innards.The remaining survivors flee into the nearby woods and they decide to wait til morning before moving out. In the morning, the group spots a monk walking into a monastery and follow him. James attempts to find the monk and stumbles into a room full of monks, but they are actually zombies in shrouds who immediately kill and feast on James. Evelyn, Mark and Janet discover this and flee while James reanimates as a zombie.The three survivors of Mark, Janet, and Evelyn flee to a nearby architecture workshop and shove one the models in front of the gate. They are soon besieged by a stray zombie, while the rest of them attempt to break through the gate. Evelyn and Janet hold the gate closed while Mark dispatches the zombie by throwing him over a balcony. They attempt to escape but a zombie Michael appears and Evelyn is overcome with happiness, believing him to still be alive. Still regaining the desire, Michael exposes her breast but bites it off viciously, while more zombies pile in trapping Mark and Janet. Mark is grabbed by two zombies who force his head into a buzz saw killing him. George, now a zombie, arrives and feasts on his dead wife's face, while others devour her body. A zombified James joins the majority of the countless zombies who simultaneously reach for Janet. Janet screams as the zombies attack and kill her as well. Apparently there are no more humans alive in the area. The zombies have won.\"\"The earth shall tremble",graves shall open,"they shall come among the living as messengers of death and there shall be the nights of terror.\"\"'Prophecy of the Black Spider'\"","revenge, cult, grindhouse film, murder, violence"
The Private Eyes,1980,91,Comedy,6.5,Lang Elliott,Tim Conway,Tim Conway,Don Knotts,Fred Stuthman,Irwin Keyes,"\"The film opens early in the twentieth century, at an English country mansion with the apparent murder of Lord and Lady Morley in their car by a figure in a black cape. Inspector Winship (Knotts) and Dr. Tart (Conway), two American detectives transferred over to Scotland Yard, then travel to the Morley mansion, brandishing a letter from the late Lord Morley asking him to investigate his own murder. They encounter the heiress (Trisha Noble) and a questionable staff. As the two investigate the murder, each of the staff, which includes a samurai, a hunchback, a busty maid, a gypsy, and an insane butler to mention a few, are seemingly killed. However, each of their bodies disappear before the detectives can show them to the heiress. The detectives then wind up in a \"\"torture chamber\"\" (whose purpose is not explained)","where Winship is caught in a deadly trap until the caped figure (\"\"The Shadow\"\") leaps out to rescue him.","",""
Ek Duuje Ke Liye,1981,167,Drama,7.3,K. Balachander,Inder Raj Anand,Kamal Haasan,Arvind Deshpande,Poornam Vishwanathan,Raza Murad,"The movie is about the love between a Tamil man, Vasu (Kamal Haasan), and a North Indian woman, Sapna (Rati Agnihotri), who are neighbours in Goa. They come from totally different backgrounds and can hardly speak the other's language. Their parents despise each other and they have regular skirmishes. When Vasu and Sapna admit their love, there is chaos in their homes, and their parents reject the idea.","","",""
Quest for Fire,1981,100,Drama,7.3,Jean-Jacques Annaud,Gérard Brach,Nicholas Kadi,Gary Schwartz,Everett McGill,Naseer El-Kadi,"\"Eighty thousand years ago, a brutal Wagabou attack on a sleepy Ulam cave dwelling causes much death and injury. Naoh distinguishes himself in the attack, killing a couple of the gorilla-like Wagabou. Nevertheless, the attack, followed by wolf depredations, leads to the extinguishing of the Ulams' fire. Even the flame kept in a small bone and hide receptacle and guarded by a special fire-keeper, who flounders while slogging through a lake, is lost. The ragged survivors, in miserable conditions, send forth Naoh, Amoukar, and Gaw to find \"\"atra\"\"--fire. A rival faction of the clan seeks to claim the receptacle and the quest for themselves",but an elder chief-figure restores it to Naoh. Crossing a savannah landscape,the three are treed by a pair of sabre-tooth cats. Trapped for some time,the men eat all the leaves of the perilously small tree before the cats leave. Continuing on
Heartbeeps,1981,78,Comedy,4.2,Allan Arkush,John Hill,Richard B. Shull,Christopher Guest,Andy Kaufman,Kenneth McMillan,"Val Com 17485 (Andy Kaufman), a robot designed to be a valet with a specialty in lumber commodities, meets Aqua Com 89045 (Bernadette Peters), a hostess companion robot whose primary function is to assist at poolside parties. At a factory awaiting repairs, they fall in love and decide to escape, stealing a van from the company to do so.","","",""
History of the World: Part I,1981,92,Comedy,6.8,Mel Brooks,Mel Brooks,Gregory Hines,Dom DeLuise,Ron Carey,Sid Caesar,"The film is a parody of the historical spectacular film genre anthology, including the sword and sandal epic and the period costume drama subgenres. The four main segments consist of stories set during the Stone Age, the Roman Empire, the Spanish Inquisition, and the French Revolution. Other intermediate skits include reenactments of the giving of the Ten Commandments and the Last Supper.","","",""
Eureka,1983,130,Drama,5.9,Nicolas Roeg,Marshall Houts,Gene Hackman,Corin Redgrave,Ed Lauter,Rutger Hauer,"Eureka is a drama set mainly in rural Kyushu, Japan, and is almost entirely shot in sepia tone. It tells the story of the lasting effects of a violent experience on three people, a teenage brother and sister, Naoki and Kozue Tamura and a bus driver, Makoto Sawai. These three are the sole survivors after the bus is hijacked by a gunman. The actual violent events which traumatise them are not shown in detail. The extent to which the three have been affected slowly becomes apparent. Naoki and Kozue do not return to school, do not speak and become dissociated from their parents. Some time after the hijack, their mother abandons the family. Later their father is killed in a car crash. It is not clear whether his death is suicide. The two children continue to live alone in the family home. Meanwhile, Makoto is finding it impossible to carry on normal life and takes to the road, leaving his estranged wife living in the family home with his elderly father, elder brother, his wife and their daughter. After some time, Makoto returns home to find that his wife has left him. He cannot return to driving a bus and takes a job as a day-labourer with an old school-friend.","","",""
"I, the Jury",1982,111,Drama,5.9,Richard T. Heffron,Mickey Spillane,Paul Sorvino,Barry Snider,Geoffrey Lewis,Judson Scott,"Dr. Charlotte Manning is young, beautiful, blonde, and well-to-do psychiatrist motivated by greed. To increase her profit, she becomes involved with a crime syndicate with ties to both prostitution and drug-trafficking. The leader of the organization is Hal Kines, who has had plastic surgery to make him look younger, and who recruits young women for the sex trade. Manning herself has upscale clientele, though her trade is not prostitution but coercing her patients into becoming dependent upon medications, primarily heroin, in order to extort money from them. On the surface, Charlotte Manning maintains her façade as a renowned psychiatrist.","","",""
Ninja in the Dragon's Den,1982,95,Action,7.2,Corey Yuen,See-Yuen Ng,Kao-Shan Hsiao,Jeong-lee Hwang,Hiroyuki Sanada,Chia-Hsiang Wu,"In Japan of the Tokugawa Ieyasu period, a young ninja named Genbu wantonly kills samurai and other government officials, leaving his clan to face the blame. When they hunt him down, Genbu and his wife Akane sail to China both to escape their wrathful kinsmen and for Genbu to complete revenge by finding the last man he holds responsible for his father's death.","","",""
Next of Kin,1982,89,Horror,6.2,Tony Williams,Michael Heath,Alex Scott,Robert Ratti,Tommy Dysart,John Jarratt,"Truman Gates (Patrick Swayze), raised in Appalachia, has migrated to Chicago to become a police officer. Married to Jessie (Helen Hunt), who is pregnant, he seems to have made the transition from hillbilly to respectable lawman. When the local coal mine closes, Truman persuades his younger brother Gerald (Bill Paxton) to look for work in Chicago. But things take a turn for the worse when soon after landing a job as a truck driver, Gerald's vehicle is hijacked by mobsters and Gerald is killed by Joey Rosellini (Adam Baldwin), the nephew of mob boss Poppa John Isabella (Andreas Katsulas).","","",""
The Return of Martin Guerre,1982,112,Drama,7.4,Daniel Vigne,Jean-Claude Carrière,Roger Planchon,Gérard Depardieu,Francis Arnaud,Maurice Barrier,"The film relates a historical case of alleged identity theft. Martin Guerre leaves his young wife in a small French village to go fight in a war, and to travel. Eight or nine years later, Martin (played by Depardieu) returns to resume his life. The man is initially acknowledged and welcomed by the wife, family, and friends because he knows the intimate details of his former life.","","",""
Running on Empty,1982,83,Action,5.7,John Clark,Barry Tomblin,Max Cullen,Vangelis Mourikis,Grahame Bond,Terry Serio,"Mike (Terry Serio) is a young man who is a budding street racer, and owner of a Ford Falcon GT-HO Phase III. His best mate and mechanic, Tony (John Agius), are both steel workers by day, but when they aren't working, they are racing.","","",""
Tootsie,1982,116,Comedy,7.4,Sydney Pollack,Don McGuire,Sydney Pollack,Charles Durning,Dustin Hoffman,Dustin Hoffman,"\"Michael Dorsey is an actor living and working in New York City. Most of his work seems to be on the stage; he is adept at disguises, and has a tendency to tailor his own look at the audition based on what he thinks the director wants. However, he is also very stubborn and willful; for instance, he has one confrontation with a director over whether his character can get up and move center stage for a death scene. Michael storms off the stage and quits the play, even though apparently they are well into rehearsals.Michael lives with his best friend Jeff Slater, an eccentric playwright, and both men earn a living by waiting tables in a restaurant. As the film opens, Jeff and Michael's many friends and associates throw him a surprise birthday party, during which Michael's inability to connect with women becomes obvious. He has the tendency to lie, even about trivial things, to the point where the women see through him and avoid him. When Michael's potential love connection leaves the party with another man, Michael decides to console his neurotic friend Sandy Lester by walking her home. Sandy is nervous about an audition that she has the following day for a soap opera called \"\"Southwest General\"\"",Michael coaches her and agrees to walk her to the audition the next day.When they get to the studio,the director refuses to even allow Sandy to read; he says she isn't intimidating enough. When Michael tries to talk to a secretary to get ahold of a friend of his in the cast,he finds out his friend has left the cast to do a Broadway play--a role that Michael's agent
White Dog,1982,90,Drama,7.0,Samuel Fuller,Romain Gary,Vernon Weddle,Terrence Beasor,Glen Garner,Tony Brubaker,"Young actress Julie Sawyer (Kristy McNichol) accidentally runs over a stray White German Shepherd Dog one night. After the dog is treated by a vet, Julie takes him home while trying to find his owners. A rapist breaks into her house and tries to attack her, but the dog protects her so she decides to adopt him, against the wishes of her boyfriend (Jameson Parker). Unbeknown to her, the dog was trained by a white racist to attack, and kill, any and all black people on sight. It sneaks out of the house one night and kills a black truck driver in an attack. Later, when Julie takes the dog to work with her, it attacks a black actress on the set.","","",""
Christine,1983,110,Horror,6.8,John Carpenter,Stephen King,Robert Prosky,Keith Gordon,William Ostrander,David Spielberg,"\"It's 1958 in Detroit. We are inside a car factory where numerous Plymouth Fury's are being assembled. Among the rather plain-colored vehicles, one of them stands out: a bright-red one. During the process, this particular red car is being fussed about by one factory worker who has his hand injured when the vehicle's hood comes down on it. Another factory worker takes a seat inside the vehicle; he will be found dead afterwords.Present day, September 16, 1978 in Northern California. Arnie Cunningham (Keith Gordon) is a meek teenager who spends his weekends playing Scrabble with his parents (Christine Belford and Richard Darnell), who still treat him as a child. Arnie and his best friend Dennis Guilder (John Stockwell) are going to their school, as usual. Arnie is clumsy, and his black-rimmed glasses characterize him as being nerdy. Dennis is a football player, who still befriends Arnie and tries to stand up for him.During shop class, Arnie is bullied by several students led by Buddy Repperton (William Ostrander). Dennis tries to stop the bullies, but he can't be all the time checking on weak Arnie. Today, Buddy stamps on Arnie's sack-lunch and also breaks his glasses. When both Arnie and Dennis tell the shop teacher that Buddy had a switchblade in his possession when he teased Arnie, it looks that the only consequence will be bad for Arnie, as Boddy announces he will take his own back pretty soon.Arnie and Dennis start their way back to their homes. Arnie notices a used Plymouth Fury with a placard announcing \"\"SOLD\"\". Supposedly",this is the same vehicle that we saw on the Detroit assembly line... only now it's dirty,gritty,broken
Eddie and the Cruisers,1983,95,Drama,6.9,Martin Davidson,Martin Davidson,David Wilson,Joe Pantoliano,Tom Berenger,Michael Paré,"A television reporter named Maggie Foley (Ellen Barkin) investigates the mysterious disappearance of legendary rock star Eddie Wilson (Michael Paré). Flashbacks dramatize Eddie's life and the rise and fall of his rock and roll band, Eddie and the Cruisers.","","",""
The Pirates of Penzance,1983,112,Comedy,7.1,Wilford Leach,W.S. Gilbert,Kevin Kline,Anthony Arundell,John Asquith,Stephen Hanan,Act I,"","",""
Terms of Endearment,1983,132,Comedy,7.4,James L. Brooks,Larry McMurtry,Danny DeVito,Jeff Daniels,Huckleberry Fox,Jack Nicholson,"\"Aurora Greenway (Shirley MacLaine) and her daughter Emma (Debra Winger) are both searching for deep romantic love. The film opens with Emma's early childhood, Aurora reveals how difficult and caring she can be by nearly climbing into Emma's crib in order to make sure her daughter is breathingonly to be reassured when Emma starts crying (after being woken up). After the death of Aurora's husband and Emma's father, Rudyard, Aurora and Emma develop an extremely close love-hate mother/daughter relationship as Emma grows up.Skipping forward several years, Emma gets married immediately upon graduating from high school in the Houston area, to Flap Horton (Jeff Daniels), of whom Aurora so disapproves that she refuses to attend the wedding. Emma's best friend Patsy Clark (Lisa Hart Caroll) continues on to college, eventually becoming successful and rich in New York City.Over the next few years, Emma has two children with Flap, a college professor who relocates the family to a university in Des Moines, Iowa, separating the family hundreds of miles from Emma's meddlesome mother. Emma later telephones to ask her mother for money when she is pregnant with her third child. Aurora, not knowing by the telephone call that Emma is already several months into her pregnancy, wants Emma to get an abortion. Emma's once-passionate marriage to Flap becomes strained, thanks mostly to his philandering. Emma eventually has a secret romantic affair of her own with a married small-town older banker, Sam Burns (John Lithgow).Meanwhile back in Houston, Aurora remains celibate but cultivates the attention of several gentlemen in the area, some rather bizarre. However, she is attracted to her next-door neighbor of 15 years, the womanizing, alcoholic retired astronaut Garrett Breedlove (Jack Nicholson). Aurora and Garrett eventually go on a lunch date, make love, and develop a tenuous relationship.Emma returns to her mother's home in Houston after discovering her husband is having an affair with a young grad student named Janice (Kate Charleston). Emma's appearance along with her three young children makes Garrett uncomfortable, as he has been single for a long time. Flap telephones and she reluctantly returns home to Iowa, trying to reconcile with him. Unwilling to become a one-woman man, Garrett breaks up with Aurora, making her feel \"\"humiliated.\"\"Emma ends her relationship with Sam as soon as Flap accepts a new teaching position in Kearney",Nebraska. Although she does not want to,Emma agrees to relocate to further Flap's career. She soon discovers that Janice is attending the same college where Flap now works,realizing that Flap followed her to Nebraska. Emma angrily confronts Janice before taking daughter Melanie to the doctor's office so both can get flu shots. While administering the injection
Choose Me,1984,106,Comedy,6.7,Alan Rudolph,Alan Rudolph,John Larroquette,Patrick Bauchau,Edward Ruscha,Robert Gould,"\"After Mickey is released from a mental hospital, where his stories are perceived as lies, he goes back to Los Angeles in search of a woman named Eve. When he arrives at the bar that bears her name, he is immediately attracted to the new owner, a former call girl also named Eve. She tells Mickey she bought the bar after the old owner killed herself, \"\"over some guy\"\". The bar is a popular spot for patrons looking for one night stands as well as streetwalkers looking for potential johns. Although Eve is also attracted to Mickey",she refuses to commit to any one man,confessing to radio talk show host Dr. Nancy Love that she ruined too many marriages to have one of her own. That night Eve rebuffs Mickey's advances and sleeps with the bartender who has a crush on her,while avoiding the wealthy married man she's been having an affair with.
"Paris, Texas",1984,145,Drama,8.1,Wim Wenders,L.M. Kit Carson,Sam Berry,Claresie Mobley,Dean Stockwell,Hunter Carson,"\"The film opens with sweeping shots of the vast, barren Texas desert as the camera follows a man wandering through this terrain. The man is shown entering a rundown bar as he collapses in exhaustion. The next day, a doctor treating the speechless traveler makes a call to a family member, who we discover is the brother of the ailing man, recommending that he pick his brother up. As Walt, the brother of the wanderer Travis, leaves for Texas from Los Angeles, before the doctor has returned to his patient, the viewer finds that Travis has taken off continuing his wandering through the empty land. Travis is finally found and picked up by Walt in South Texas as Walt tells his silent brother that they are heading back to Southern California. Though Travis is yet to speak, the viewer hears Walt explain how he has not seen nor heard from Travis in four years. Their first stop along the road is a small motel where they plan to rest for the night, but when Walt leaves to get food from the market, Travis starts the shower and takes off again. Walt returns to discover Travis is gone and quickly tracks him down not far up the road and is able to get him back into the car. The next scene shows the two in a diner, Travis still silent, and Walt begins to question Travis more forcefully about his disappearance adding that he left his son, Hunter, behind when he was three for Walt to take care of in Travis' absence. The viewer sees Travis is effected by the mention of his abandoned son as tears flow from his eyes; however, he still fails to answer Walt's inquiries. The pair continue on their road trip the following day and finally Travis begins to speak in the car. He produces a weathered photograph of a vacant lot with a \"\"For Sale\"\" sign explaining to Walt that he purchased the property and that it is located in Paris",Texas- a city mentioned to him by their mother that he believes to be the location of his conception. While Walt is curious about this idea,he claims that he is continuing on to Los Angeles to bring Travis to his son. Upon their arrival,Travis meets the wife of Walt
Stranger Than Paradise,1984,89,Comedy,7.4,Jim Jarmusch,Jim Jarmusch,Richard Edson,John Lurie,Rockets Redglare,Tom DiCillo,"The film is a three-act story about Willie (John Lurie), who lives in New York City, and his interactions with the two other main characters, Eva (Eszter Balint) and Eddie (Richard Edson).","","",""
Back to the Future,1985,116,Comedy,8.5,Robert Zemeckis,Robert Zemeckis,Christopher Lloyd,Tom Wilson,Michael J. Fox,Marc McClure,"\"The title logo appears on a black background. The scene opens in Dr. Emmett Brown's (Christopher Lloyd) garage/home laboratory as the camera pan over a large collection of clocks. A robotic tin can opener opens a tin of spoiled dog food and empties the contents into an overflowing dog food bowl marked \"\"Einstein\"\". The television set and radio turn on. On the TV",we see the ending of an advertisement,followed by a woman newscaster announcing the recent theft of a case of plutonium.The front door of the garage opens,and Marty McFly (Michael J. Fox) comes in. Marty calls out
Pale Rider,1985,115,Drama,7.3,Clint Eastwood,Michael Butler,Charles Hallahan,Doug McGrath,John Russell,Chris Penn,"\"Somewhere in California, at the end of the Gold Rush, several horsemen come riding down from the nearby mountains. They ride as if on urgent business.At a mining camp by a creek, prospectors calmly pan for gold and inspect their sluice boxes. A woman hangs up laundry. The riders approach the camp, crossing through the creek and through the local woods. Suddenly the dogs start barking furiously, and people stop what they're doing to look. A girl looks for her dog, Lindsay. The horsemen emerge from the woods, shooting guns as they enter the camp. They knock down shacks and tents, and kick people as they ride by. Megan's mother (Carrie Snodgress) shouts for Megan (Sydney Penny) as she runs after her dog Lindsay. Prospectors fight back feebly, but are no match for the horsemen. The horsemen shoot cattle and Megan's dog, and then chase donkeys as they leave. The people come out from hiding and assess the damage; the town is devastated. Megan is bent over her dead dog when her mother catches up to her. A man spits and calls the horsemen \"\"sow-wallowing monkeys\"\". Megan picks up her dog",crying. She takes the dog into the woods.Still crying,Megan buries her dog in the woods,and then recites the 23rd Psalm
